,entity,code,year,illiteracy_rate,literacy_rate
1679,South Asia (WB),WB_SA,2007,36.62,63.38
1680,South Asia (WB),WB_SA,2008,35.79,64.21
1681,South Asia (WB),WB_SA,2009,34.96,65.04
1682,South Asia (WB),WB_SA,2010,32.059998,67.94
1683,South Asia (WB),WB_SA,2011,31.300003,68.7
1684,South Asia (WB),WB_SA,2012,31.470001,68.53
1685,South Asia (WB),WB_SA,2013,30.160004,69.84
1686,South Asia (WB),WB_SA,2014,29.440002,70.56
1687,South Asia (WB),WB_SA,2015,28.04,71.96
1688,South Asia (WB),WB_SA,2016,26.650002,73.35
1689,South Asia (WB),WB_SA,2017,25.980003,74.02
1690,South Asia (WB),WB_SA,2018,25.260002,74.74
1691,South Asia (WB),WB_SA,2019,25.489998,74.51
1692,South Asia (WB),WB_SA,2020,24.760002,75.24
1693,South Asia (WB),WB_SA,2021,23.940002,76.06
1694,South Asia (WB),WB_SA,2022,23.099998,76.9
1695,South Asia (WB),WB_SA,2023,22.43,77.57
1696,South Asia (WB),WB_SA,2024,21.769997,78.23
1697,South Korea,KOR,1950,62.5,37.5
1698,South Korea,KOR,2008,2.0299988,97.97
1699,South Sudan,SSD,2008,73.17,26.83
1700,Spain,ESP,1475,97.0,3.0
1701,Spain,ESP,1550,96.0,4.0
1702,Spain,ESP,1650,95.0,5.0
1703,Spain,ESP,1750,92.0,8.0
1704,Spain,ESP,1900,58.7,41.3
1705,Spain,ESP,1910,52.2,47.8
1706,Spain,ESP,1920,44.0,56.0
1707,Spain,ESP,1940,23.2,76.8
1708,Spain,ESP,1950,17.5,82.5
1709,Spain,ESP,1981,7.1900024,92.81
1710,Spain,ESP,1991,3.5100021,96.49
1711,Spain,ESP,2004,2.8300018,97.17
1712,Spain,ESP,2005,2.25,97.75
1713,Spain,ESP,2006,2.25,97.75
1714,Spain,ESP,2007,2.0599976,97.94
1715,Spain,ESP,2008,2.3700027,97.63
1716,Spain,ESP,2009,2.3199997,97.68
1717,Spain,ESP,2010,2.25,97.75
1718,Spain,ESP,2011,2.2200012,97.78
1719,Spain,ESP,2012,2.1100006,97.89
1720,Spain,ESP,2013,1.9199982,98.08
1721,Spain,ESP,2014,1.9100037,98.09
1722,Spain,ESP,2015,1.8600006,98.14
1723,Spain,ESP,2016,1.75,98.25
1724,Spain,ESP,2018,1.5599976,98.44
1725,Spain,ESP,2020,1.4100037,98.59
1726,Spain,ESP,2021,0.30000305,99.7
1727,Sri Lanka,LKA,1901,73.6,26.4
1728,Sri Lanka,LKA,1911,69.0,31.0
1729,Sri Lanka,LKA,1921,60.1,39.9
1730,Sri Lanka,LKA,1946,42.2,57.8
1731,Sri Lanka,LKA,1950,37.5,62.5
1732,Sri Lanka,LKA,1981,13.220001,86.78
1733,Sri Lanka,LKA,2001,9.32,90.68
1734,Sri Lanka,LKA,2006,9.190002,90.81
1735,Sri Lanka,LKA,2008,9.440002,90.56
1736,Sri Lanka,LKA,2010,8.82,91.18
1737,Sri Lanka,LKA,2014,7.4653397,92.53466
1738,Sri Lanka,LKA,2015,7.446213,92.55379
1739,Sri Lanka,LKA,2016,7.6100006,92.39
1740,Sri Lanka,LKA,2017,8.099998,91.9
1741,Sri Lanka,LKA,2018,8.290001,91.71
1742,Sri Lanka,LKA,2019,7.75,92.25
1743,Sri Lanka,LKA,2020,7.6200027,92.38
1744,Sri Lanka,LKA,2021,7.5699997,92.43
1745,Sri Lanka,LKA,2022,7.510002,92.49
1746,Sri Lanka,LKA,2023,7.3399963,92.66
1747,Sri Lanka,LKA,2024,7.260002,92.74
1748,Sub-Saharan Africa (SDG),,1984,51.03,48.97
1749,Sub-Saharan Africa (SDG),,1985,50.66,49.34
1750,Sub-Saharan Africa (SDG),,1986,50.32,49.68
1751,Sub-Saharan Africa (SDG),,1987,49.65,50.35
1752,Sub-Saharan Africa (SDG),,1988,49.11,50.89
1753,Sub-Saharan Africa (SDG),,1989,48.56,51.44
1754,Sub-Saharan Africa (SDG),,1990,47.89,52.11
1755,Sub-Saharan Africa (SDG),,1991,47.52,52.48
1756,Sub-Saharan Africa (SDG),,1992,47.03,52.97
1757,Sub-Saharan Africa (SDG),,1993,46.42,53.58
1758,Sub-Saharan Africa (SDG),,1994,45.77,54.23
1759,Sub-Saharan Africa (SDG),,1995,45.35,54.65
1760,Sub-Saharan Africa (SDG),,1996,44.75,55.25
1761,Sub-Saharan Africa (SDG),,1997,43.97,56.03
1762,Sub-Saharan Africa (SDG),,1998,43.32,56.68
1763,Sub-Saharan Africa (SDG),,1999,42.46,57.54
1764,Sub-Saharan Africa (SDG),,2000,43.67,56.33
1765,Sub-Saharan Africa (SDG),,2001,42.91,57.09
1766,Sub-Saharan Africa (SDG),,2002,42.22,57.78
1767,Sub-Saharan Africa (SDG),,2003,41.71,58.29
1768,Sub-Saharan Africa (SDG),,2004,41.04,58.96
1769,Sub-Saharan Africa (SDG),,2005,41.42,58.58
1770,Sub-Saharan Africa (SDG),,2006,41.73,58.27
1771,Sub-Saharan Africa (SDG),,2007,41.97,58.03
1772,Sub-Saharan Africa (SDG),,2008,41.65,58.35
1773,Sub-Saharan Africa (SDG),,2009,41.19,58.81
1774,Sub-Saharan Africa (SDG),,2010,40.52,59.48
1775,Sub-Saharan Africa (SDG),,2011,38.8,61.2
1776,Sub-Saharan Africa (SDG),,2012,37.55,62.45
1777,Sub-Saharan Africa (SDG),,2013,36.66,63.34
1778,Sub-Saharan Africa (SDG),,2014,36.12,63.88
1779,Sub-Saharan Africa (SDG),,2015,35.53,64.47
1780,Sub-Saharan Africa (SDG),,2016,34.910004,65.09
1781,Sub-Saharan Africa (SDG),,2017,34.559998,65.44
1782,Sub-Saharan Africa (SDG),,2018,32.64,67.36
1783,Sub-Saharan Africa (SDG),,2019,32.010002,67.99
1784,Sub-Saharan Africa (SDG),,2020,31.839996,68.16
1785,Sub-Saharan Africa (SDG),,2021,31.89,68.11
1786,Sub-Saharan Africa (SDG),,2022,31.559998,68.44
1787,Sub-Saharan Africa (SDG),,2023,31.269997,68.73
1788,Sub-Saharan Africa (SDG),,2024,31.019997,68.98
1789,Sub-Saharan Africa (WB),WB_SSA,1985,50.34,49.66
1790,Sub-Saharan Africa (WB),WB_SSA,1986,50.01,49.99
1791,Sub-Saharan Africa (WB),WB_SSA,1987,49.37,50.63
1792,Sub-Saharan Africa (WB),WB_SSA,1988,48.86,51.14
1793,Sub-Saharan Africa (WB),WB_SSA,1989,48.32,51.68
1794,Sub-Saharan Africa (WB),WB_SSA,1990,47.68,52.32
1795,Sub-Saharan Africa (WB),WB_SSA,1991,47.33,52.67
1796,Sub-Saharan Africa (WB),WB_SSA,1992,46.86,53.14
1797,Sub-Saharan Africa (WB),WB_SSA,1993,46.28,53.72
1798,Sub-Saharan Africa (WB),WB_SSA,1994,45.66,54.34
1799,Sub-Saharan Africa (WB),WB_SSA,1995,45.26,54.74
1800,Sub-Saharan Africa (WB),WB_SSA,1996,44.63,55.37
1801,Sub-Saharan Africa (WB),WB_SSA,1997,43.84,56.16
1802,Sub-Saharan Africa (WB),WB_SSA,1998,43.17,56.83
1803,Sub-Saharan Africa (WB),WB_SSA,1999,42.3,57.7
1804,Sub-Saharan Africa (WB),WB_SSA,2000,43.43,56.57
1805,Sub-Saharan Africa (WB),WB_SSA,2001,42.66,57.34
1806,Sub-Saharan Africa (WB),WB_SSA,2002,41.95,58.05
1807,Sub-Saharan Africa (WB),WB_SSA,2003,41.42,58.58
1808,Sub-Saharan Africa (WB),WB_SSA,2004,40.74,59.26
1809,Sub-Saharan Africa (WB),WB_SSA,2005,41.06,58.94
1810,Sub-Saharan Africa (WB),WB_SSA,2006,41.97,58.03
1811,Sub-Saharan Africa (WB),WB_SSA,2007,42.17,57.83
1812,Sub-Saharan Africa (WB),WB_SSA,2008,41.83,58.17
1813,Sub-Saharan Africa (WB),WB_SSA,2009,41.35,58.65
1814,Sub-Saharan Africa (WB),WB_SSA,2010,40.68,59.32
1815,Sub-Saharan Africa (WB),WB_SSA,2011,38.99,61.01
1816,Sub-Saharan Africa (WB),WB_SSA,2012,37.76,62.24
1817,Sub-Saharan Africa (WB),WB_SSA,2013,36.88,63.12
1818,Sub-Saharan Africa (WB),WB_SSA,2014,36.33,63.67
1819,Sub-Saharan Africa (WB),WB_SSA,2015,35.739998,64.26
1820,Sub-Saharan Africa (WB),WB_SSA,2016,35.11,64.89
1821,Sub-Saharan Africa (WB),WB_SSA,2017,34.75,65.25
1822,Sub-Saharan Africa (WB),WB_SSA,2018,32.870003,67.13
1823,Sub-Saharan Africa (WB),WB_SSA,2019,32.269997,67.73
1824,Sub-Saharan Africa (WB),WB_SSA,2020,32.11,67.89
1825,Sub-Saharan Africa (WB),WB_SSA,2021,32.160004,67.84
1826,Sub-Saharan Africa (WB),WB_SSA,2022,31.849998,68.15
1827,Sub-Saharan Africa (WB),WB_SSA,2023,31.559998,68.44
1828,Sub-Saharan Africa (WB),WB_SSA,2024,31.309998,68.69
1829,Sudan,SDN,1950,92.5,7.5
1830,Sudan,SDN,2000,38.65,61.35
1831,Sudan,SDN,2008,46.48,53.52
1832,Suriname,SUR,1950,27.5,72.5
1833,Suriname,SUR,2004,10.400002,89.6
1834,Suriname,SUR,2008,5.3799973,94.62
1835,Suriname,SUR,2010,5.3199997,94.68
1836,Suriname,SUR,2012,7.1299973,92.87
1837,Sweden,SWE,1475,99.0,1.0
1838,Sweden,SWE,1550,99.0,1.0
1839,Sweden,SWE,1650,77.0,23.0
1840,Sweden,SWE,1750,52.0,48.0
1841,Sweden,SWE,1950,1.5,98.5
1842,Switzerland,CHE,1950,1.5,98.5
1843,Syria,SYR,1950,72.5,27.5
1844,Syria,SYR,1981,44.35,55.65
1845,Syria,SYR,2002,17.11,82.89
1846,Syria,SYR,2004,19.160004,80.84
1847,Syria,SYR,2021,5.580002,94.42
1848,Tajikistan,TJK,1989,2.3099976,97.69
1849,Tajikistan,TJK,2000,0.55000305,99.45
1850,Tajikistan,TJK,2003,2.649765,97.350235
1851,Tajikistan,TJK,2007,1.9706955,98.029305
1852,Tajikistan,TJK,2009,0.27012634,99.72987
1853,Tanzania,TZA,1950,92.5,7.5
1854,Tanzania,TZA,1988,40.89,59.11
1855,Tanzania,TZA,2002,30.57,69.43
1856,Tanzania,TZA,2012,21.900002,78.1
1857,Tanzania,TZA,2014,20.105057,79.89494
1858,Tanzania,TZA,2015,22.11,77.89
1859,Tanzania,TZA,2020,17.7639,82.2361
1860,Tanzania,TZA,2022,21.79,78.21
1861,Thailand,THA,1950,47.5,52.5
1862,Thailand,THA,1980,12.019997,87.98
1863,Thailand,THA,2000,7.3499985,92.65
1864,Thailand,THA,2005,6.489998,93.51
1865,Thailand,THA,2010,3.5699997,96.43
1866,Thailand,THA,2013,6.300003,93.7
1867,Thailand,THA,2015,7.1299973,92.87
1868,Thailand,THA,2016,8.019997,91.98
1869,Thailand,THA,2018,6.2300034,93.77
1870,Thailand,THA,2019,8.730003,91.27
1871,Thailand,THA,2022,8.900002,91.1
1872,Togo,TGO,1950,92.5,7.5
1873,Togo,TGO,2000,46.82,53.18
1874,Togo,TGO,2006,43.11,56.89
1875,Togo,TGO,2009,42.91,57.09
1876,Togo,TGO,2010,42.8,57.2
1877,Togo,TGO,2011,39.59,60.41
1878,Togo,TGO,2015,36.25,63.75
1879,Togo,TGO,2017,39.0463,60.9537
1880,Togo,TGO,2019,33.46,66.54
1881,Togo,TGO,2022,27.400002,72.6
1882,Tokelau,TKL,1950,4.0,96.0
1883,Tokelau,TKL,2022,0.0,100.0
1884,Tonga,TON,1950,7.5,92.5
1885,Tonga,TON,1976,0.41000366,99.59
1886,Tonga,TON,1996,1.0899963,98.91
1887,Tonga,TON,2006,0.98000336,99.02
1888,Tonga,TON,2011,0.6100006,99.39
1889,Tonga,TON,2016,2.8499985,97.15
1890,Tonga,TON,2019,8.949997,91.05
1891,Tonga,TON,2023,0.51999664,99.48
1892,Trinidad and Tobago,TTO,1950,22.5,77.5
1893,Trinidad and Tobago,TTO,1980,5.029999,94.97
1894,Trinidad and Tobago,TTO,1990,3.0599976,96.94
1895,Tunisia,TUN,1950,82.5,17.5
1896,Tunisia,TUN,1984,51.81,48.19
1897,Tunisia,TUN,2004,25.699997,74.3
1898,Tunisia,TUN,2007,22.809998,77.19
1899,Tunisia,TUN,2008,22.29,77.71
1900,Tunisia,TUN,2010,20.870003,79.13
1901,Tunisia,TUN,2011,20.349998,79.65
1902,Tunisia,TUN,2012,19.779999,80.22
1903,Tunisia,TUN,2014,20.96,79.04
1904,Tunisia,TUN,2018,20.519997,79.48
1905,Tunisia,TUN,2019,19.449997,80.55
1906,Tunisia,TUN,2021,16.32,83.68
1907,Tunisia,TUN,2023,13.75,86.25
1908,Turkey,TUR,1927,91.8,8.2
1909,Turkey,TUR,1935,79.6,20.4
1910,Turkey,TUR,1945,69.5,30.5
1911,Turkey,TUR,1950,67.5,32.5
1912,Turkey,TUR,1975,38.37,61.63
1913,Turkey,TUR,1980,34.309998,65.69
1914,Turkey,TUR,1985,24.029999,75.97
1915,Turkey,TUR,1990,20.769997,79.23
1916,Turkey,TUR,2004,12.629997,87.37
1917,Turkey,TUR,2005,11.769997,88.23
1918,Turkey,TUR,2006,11.879997,88.12
1919,Turkey,TUR,2007,11.339996,88.66
1920,Turkey,TUR,2009,9.18,90.82
1921,Turkey,TUR,2010,7.3399963,92.66
1922,Turkey,TUR,2011,5.8899994,94.11
1923,Turkey,TUR,2012,5.080002,94.92
1924,Turkey,TUR,2013,4.739998,95.26
1925,Turkey,TUR,2014,4.5599976,95.44
1926,Turkey,TUR,2015,4.4000015,95.6
1927,Turkey,TUR,2016,4.1399994,95.86
1928,Turkey,TUR,2017,3.8499985,96.15
1929,Turkey,TUR,2019,3.2600021,96.74
1930,Turkey,TUR,2021,2.7399979,97.26
1931,Turkmenistan,TKM,1995,1.2200012,98.78
1932,Turkmenistan,TKM,2022,0.099998474,99.9
1933,Tuvalu,TUV,2022,0.0,100.0
1934,USSR,OWID_USS,1950,7.5,92.5
1935,Uganda,UGA,1950,72.5,27.5
1936,Uganda,UGA,1991,43.89,56.11
1937,Uganda,UGA,2002,31.86,68.14
1938,Uganda,UGA,2006,28.629997,71.37
1939,Uganda,UGA,2010,26.79,73.21
1940,Uganda,UGA,2012,29.800003,70.2
1941,Uganda,UGA,2014,31.489998,68.51
1942,Uganda,UGA,2016,30.900002,69.1
1943,Uganda,UGA,2021,20.952347,79.04765
1944,Uganda,UGA,2023,19.489998,80.51
1945,Uganda,UGA,2024,22.96,77.04
1946,Ukraine,UKR,2001,0.5699997,99.43
1947,United Arab Emirates,ARE,1975,46.49,53.51
1948,United Arab Emirates,ARE,1985,28.760002,71.24
1949,United Arab Emirates,ARE,2005,9.970001,90.03
1950,United Arab Emirates,ARE,2019,2.2200012,97.78
1951,United Arab Emirates,ARE,2021,1.8700027,98.13
1952,United Arab Emirates,ARE,2022,1.7099991,98.29
1953,United Arab Emirates,ARE,2023,1.9400024,98.06
1954,United Arab Emirates,ARE,2024,1.1900024,98.81
1955,United Kingdom,GBR,1475,95.0,5.0
1956,United Kingdom,GBR,1550,84.0,16.0
1957,United Kingdom,GBR,1650,47.0,53.0
1958,United Kingdom,GBR,1750,46.0,54.0
1959,United Kingdom,GBR,1950,1.5,98.5
1960,United States,USA,1900,10.7,89.3
1961,United States,USA,1910,7.7,92.3
1962,United States,USA,1920,6.0,94.0
1963,United States,USA,1930,4.3,95.7
1964,United States,USA,1940,2.9,97.1
1965,United States,USA,1950,3.5,96.5
1966,United States Virgin Islands,VIR,1950,12.5,87.5
1967,Upper-middle-income countries,OWID_UMC,1974,33.54,66.46
1968,Upper-middle-income countries,OWID_UMC,1975,33.480003,66.52
1969,Upper-middle-income countries,OWID_UMC,1976,33.230003,66.77
1970,Upper-middle-income countries,OWID_UMC,1977,32.97,67.03
1971,Upper-middle-income countries,OWID_UMC,1978,31.970001,68.03
1972,Upper-middle-income countries,OWID_UMC,1979,30.89,69.11
1973,Upper-middle-income countries,OWID_UMC,1980,29.910004,70.09
1974,Upper-middle-income countries,OWID_UMC,1981,28.949997,71.05
1975,Upper-middle-income countries,OWID_UMC,1982,28.050003,71.95
1976,Upper-middle-income countries,OWID_UMC,1983,27.14,72.86
1977,Upper-middle-income countries,OWID_UMC,1984,26.07,73.93
1978,Upper-middle-income countries,OWID_UMC,1985,25.190002,74.81
1979,Upper-middle-income countries,OWID_UMC,1986,24.339996,75.66
1980,Upper-middle-income countries,OWID_UMC,1987,23.470001,76.53
1981,Upper-middle-income countries,OWID_UMC,1988,20.25,79.75
1982,Upper-middle-income countries,OWID_UMC,1989,19.629997,80.37
1983,Upper-middle-income countries,OWID_UMC,1990,18.919998,81.08
1984,Upper-middle-income countries,OWID_UMC,1991,18.370003,81.63
1985,Upper-middle-income countries,OWID_UMC,1992,17.800003,82.2
1986,Upper-middle-income countries,OWID_UMC,1993,17.260002,82.74
1987,Upper-middle-income countries,OWID_UMC,1994,16.739998,83.26
1988,Upper-middle-income countries,OWID_UMC,1995,16.169998,83.83
1989,Upper-middle-income countries,OWID_UMC,1996,15.68,84.32
1990,Upper-middle-income countries,OWID_UMC,1997,11.389999,88.61
1991,Upper-middle-income countries,OWID_UMC,1998,10.980003,89.02
1992,Upper-middle-income countries,OWID_UMC,1999,10.620003,89.38
1993,Upper-middle-income countries,OWID_UMC,2000,10.209999,89.79
1994,Upper-middle-income countries,OWID_UMC,2001,9.879997,90.12
1995,Upper-middle-income countries,OWID_UMC,2002,9.529999,90.47
1996,Upper-middle-income countries,OWID_UMC,2003,9.07,90.93
1997,Upper-middle-income countries,OWID_UMC,2004,8.720001,91.28
1998,Upper-middle-income countries,OWID_UMC,2005,8.459999,91.54
1999,Upper-middle-income countries,OWID_UMC,2006,8.160004,91.84
2000,Upper-middle-income countries,OWID_UMC,2007,7.1500015,92.85
2001,Upper-middle-income countries,OWID_UMC,2008,6.720001,93.28
2002,Upper-middle-income countries,OWID_UMC,2009,6.3399963,93.66
2003,Upper-middle-income countries,OWID_UMC,2010,6.2300034,93.77
2004,Upper-middle-income countries,OWID_UMC,2011,6.010002,93.99
2005,Upper-middle-income countries,OWID_UMC,2012,5.7300034,94.27
2006,Upper-middle-income countries,OWID_UMC,2013,5.6299973,94.37
2007,Upper-middle-income countries,OWID_UMC,2014,5.25,94.75
2008,Upper-middle-income countries,OWID_UMC,2015,5.1100006,94.89
2009,Upper-middle-income countries,OWID_UMC,2016,4.8799973,95.12
2010,Upper-middle-income countries,OWID_UMC,2017,4.8399963,95.16
2011,Upper-middle-income countries,OWID_UMC,2018,4.6800003,95.32
2012,Upper-middle-income countries,OWID_UMC,2019,4.3799973,95.62
2013,Upper-middle-income countries,OWID_UMC,2020,4.2699966,95.73
2014,Upper-middle-income countries,OWID_UMC,2021,4.239998,95.76
2015,Upper-middle-income countries,OWID_UMC,2022,4.0899963,95.91
2016,Upper-middle-income countries,OWID_UMC,2023,3.959999,96.04
2017,Upper-middle-income countries,OWID_UMC,2024,3.8300018,96.17
2018,Uruguay,URY,1950,17.5,82.5
2019,Uruguay,URY,1975,6.1399994,93.86
2020,Uruguay,URY,1985,4.6200027,95.38
2021,Uruguay,URY,1996,3.2200012,96.78
2022,Uruguay,URY,2006,2.209999,97.79
2023,Uruguay,URY,2007,2.1399994,97.86
2024,Uruguay,URY,2008,1.8399963,98.16
2025,Uruguay,URY,2009,1.7399979,98.26
2026,Uruguay,URY,2010,1.9300003,98.07
2027,Uruguay,URY,2011,1.6600037,98.34
2028,Uruguay,URY,2012,1.5999985,98.4
2029,Uruguay,URY,2013,1.6399994,98.36
2030,Uruguay,URY,2014,1.5599976,98.44
2031,Uruguay,URY,2015,1.4800034,98.52
2032,Uruguay,URY,2016,1.4400024,98.56
2033,Uruguay,URY,2017,1.3799973,98.62
2034,Uruguay,URY,2018,1.300003,98.7
2035,Uruguay,URY,2019,1.2300034,98.77
2036,Uruguay,URY,2020,1.0403824,98.95962
2037,Uruguay,URY,2022,1.1500015,98.85
2038,Uruguay,URY,2023,1.1745071,98.82549
2039,Uruguay,URY,2024,1.0899963,98.91
2040,Uzbekistan,UZB,2000,1.3600006,98.64
2041,Uzbekistan,UZB,2013,0.010002136,99.99
2042,Uzbekistan,UZB,2014,0.019996643,99.98
2043,Uzbekistan,UZB,2015,0.019996643,99.98
2044,Uzbekistan,UZB,2016,0.010002136,99.99
2045,Uzbekistan,UZB,2018,0.010002136,99.99
2046,Uzbekistan,UZB,2019,0.0,100.0
2047,Uzbekistan,UZB,2021,0.0,100.0
2048,Uzbekistan,UZB,2022,0.0,100.0
2049,Vanuatu,VUT,1950,67.5,32.5
2050,Vanuatu,VUT,1979,47.13,52.87
2051,Vanuatu,VUT,1999,26.0,74.0
2052,Vanuatu,VUT,2019,7.525551,92.47445
2053,Vanuatu,VUT,2020,10.206902,89.7931
2054,Vanuatu,VUT,2023,12.040001,87.96
2055,Venezuela,VEN,1950,47.5,52.5
2056,Venezuela,VEN,1981,15.269997,84.73
2057,Venezuela,VEN,1990,10.169998,89.83
2058,Venezuela,VEN,2001,7.0199966,92.98
2059,Venezuela,VEN,2005,5.6292953,94.370705
2060,Venezuela,VEN,2006,5.337929,94.66207
2061,Venezuela,VEN,2007,4.8499985,95.15
2062,Venezuela,VEN,2008,4.688301,95.3117
2063,Venezuela,VEN,2009,4.489998,95.51
2064,Venezuela,VEN,2010,4.607582,95.39242
2065,Venezuela,VEN,2011,5.2300034,94.77
2066,Venezuela,VEN,2012,4.0128098,95.98719
2067,Venezuela,VEN,2015,3.3899994,96.61
2068,Venezuela,VEN,2016,2.8700027,97.13
2069,Venezuela,VEN,2017,2.8162842,97.183716
2070,Vietnam,VNM,1950,82.5,17.5
2071,Vietnam,VNM,1979,16.169998,83.83
2072,Vietnam,VNM,1989,12.400002,87.6
2073,Vietnam,VNM,1999,9.720001,90.28
2074,Vietnam,VNM,2000,9.839996,90.16
2075,Vietnam,VNM,2009,6.4800034,93.52
2076,Vietnam,VNM,2019,4.25,95.75
2077,Vietnam,VNM,2022,3.8700027,96.13
2078,Wallis and Futuna,WLF,2018,0.6794739,99.320526
2079,Wallis and Futuna,WLF,2019,0.6865845,99.313416
2080,Wallis and Futuna,WLF,2020,3.449997,96.55
2081,Wallis and Futuna,WLF,2023,0.5642395,99.43576
2082,Western Europe (Buringh and van Zanden),,1475,88.0,12.0
2083,Western Europe (Buringh and van Zanden),,1550,82.0,18.0
2084,Western Europe (Buringh and van Zanden),,1650,75.0,25.0
2085,Western Europe (Buringh and van Zanden),,1750,69.0,31.0
2086,World,OWID_WRL,1820,87.95331,12.046689
2087,World,OWID_WRL,1870,81.259445,18.740555
2088,World,OWID_WRL,1880,80.371544,19.628456
2089,World,OWID_WRL,1890,79.48364,20.516357
2090,World,OWID_WRL,1900,78.59574,21.404259
2091,World,OWID_WRL,1910,73.5544,26.445602
2092,World,OWID_WRL,1920,68.37684,31.623163
2093,World,OWID_WRL,1930,67.47237,32.52763
2094,World,OWID_WRL,1940,58.120777,41.879223
2095,World,OWID_WRL,1950,64.04062,35.959377
2096,World,OWID_WRL,1960,58.379623,41.620377
2097,World,OWID_WRL,1975,34.58,65.42
2098,World,OWID_WRL,1976,34.43,65.57
2099,World,OWID_WRL,1977,34.120003,65.88
2100,World,OWID_WRL,1978,33.5,66.5
2101,World,OWID_WRL,1979,32.85,67.15
2102,World,OWID_WRL,1980,32.239998,67.76
2103,World,OWID_WRL,1981,31.650002,68.35
2104,World,OWID_WRL,1982,31.07,68.93
2105,World,OWID_WRL,1983,30.510002,69.49
2106,World,OWID_WRL,1984,29.849998,70.15
2107,World,OWID_WRL,1985,29.269997,70.73
2108,World,OWID_WRL,1986,28.730003,71.27
2109,World,OWID_WRL,1987,28.059998,71.94
2110,World,OWID_WRL,1988,26.449997,73.55
2111,World,OWID_WRL,1989,25.93,74.07
2112,World,OWID_WRL,1990,25.370003,74.63
2113,World,OWID_WRL,1991,24.940002,75.06
2114,World,OWID_WRL,1992,24.489998,75.51
2115,World,OWID_WRL,1993,24.029999,75.97
2116,World,OWID_WRL,1994,23.580002,76.42
2117,World,OWID_WRL,1995,23.129997,76.87
2118,World,OWID_WRL,1996,22.699997,77.3
2119,World,OWID_WRL,1997,20.699997,79.3
2120,World,OWID_WRL,1998,19.480003,80.52
2121,World,OWID_WRL,1999,19.099998,80.9
2122,World,OWID_WRL,2000,18.879997,81.12
2123,World,OWID_WRL,2001,18.629997,81.37
2124,World,OWID_WRL,2002,18.260002,81.74
2125,World,OWID_WRL,2003,17.779999,82.22
2126,World,OWID_WRL,2004,17.440002,82.56
2127,World,OWID_WRL,2005,17.43,82.57
2128,World,OWID_WRL,2006,17.470001,82.53
2129,World,OWID_WRL,2007,16.879997,83.12
2130,World,OWID_WRL,2008,16.519997,83.48
2131,World,OWID_WRL,2009,16.199997,83.8
2132,World,OWID_WRL,2010,15.629997,84.37
2133,World,OWID_WRL,2011,15.290001,84.71
2134,World,OWID_WRL,2012,15.089996,84.91
2135,World,OWID_WRL,2013,14.790001,85.21
2136,World,OWID_WRL,2014,14.440002,85.56
2137,World,OWID_WRL,2015,14.040001,85.96
2138,World,OWID_WRL,2016,13.720001,86.28
2139,World,OWID_WRL,2017,13.529999,86.47
2140,World,OWID_WRL,2018,13.239998,86.76
2141,World,OWID_WRL,2019,13.209999,86.79
2142,World,OWID_WRL,2020,13.019997,86.98
2143,World,OWID_WRL,2021,12.830002,87.17
2144,World,OWID_WRL,2022,12.610001,87.39
2145,World,OWID_WRL,2023,12.419998,87.58
2146,World,OWID_WRL,2024,12.260002,87.74
2147,Yemen,YEM,1950,97.0,3.0
2148,Yemen,YEM,1994,62.91,37.09
2149,Yugoslavia,OWID_YGS,1931,44.6,55.4
2150,Yugoslavia,OWID_YGS,1948,25.4,74.6
2151,Yugoslavia,OWID_YGS,1950,27.5,72.5
2152,Zambia,ZMB,1950,77.5,22.5
2153,Zambia,ZMB,1990,35.0,65.0
2154,Zambia,ZMB,1999,32.0,68.0
2155,Zambia,ZMB,2002,30.849998,69.15
2156,Zambia,ZMB,2010,16.86,83.14
2157,Zambia,ZMB,2018,28.870003,71.13
2158,Zambia,ZMB,2020,18.246994,81.753006
2159,Zambia,ZMB,2021,20.050537,79.94946
2160,Zambia,ZMB,2022,20.015854,79.984146
2161,Zambia,ZMB,2024,28.230003,71.77
2162,Zanzibar,OWID_ZAN,1950,92.5,7.5
2163,Zimbabwe,ZWE,1950,77.5,22.5
2164,Zimbabwe,ZWE,1982,22.21,77.79
2165,Zimbabwe,ZWE,1992,16.489998,83.51
2166,Zimbabwe,ZWE,2019,6.7699966,93.23
