,entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
3904,Philippines,PHL,1995,,7.59,70546245.0,Asia
3905,Philippines,PHL,2000,92.6,7.96,79625401.0,Asia
3906,Philippines,PHL,2003,92.59,,84731836.0,Asia
3907,Philippines,PHL,2005,,8.27,88015959.0,Asia
3908,Philippines,PHL,2008,95.42,,92699091.0,Asia
3909,Philippines,PHL,2010,97.09,8.65,96337127.0,Asia
3910,Philippines,PHL,2013,96.4,,102076334.0,Asia
3911,Philippines,PHL,2015,98.18,9.14,105312988.0,Asia
3912,Philippines,PHL,2019,96.28,,110804685.0,Asia
3913,Philippines,PHL,2020,98.47,9.44,112081270.0,Asia
3914,Poland,POL,1475,0.0,,4000000.0,Europe
3915,Poland,POL,1550,0.0,,5000000.0,Europe
3916,Poland,POL,1650,3.0,,6000000.0,Europe
3917,Poland,POL,1750,5.0,,7529694.0,Europe
3918,Poland,POL,1870,,1.38,16773045.0,Europe
3919,Poland,POL,1875,,1.49,18042263.0,Europe
3920,Poland,POL,1880,,1.6,19432249.0,Europe
3921,Poland,POL,1885,,1.72,20929256.0,Europe
3922,Poland,POL,1890,,1.84,22441927.0,Europe
3923,Poland,POL,1895,,1.97,23412677.0,Europe
3924,Poland,POL,1900,,2.11,24312686.0,Europe
3925,Poland,POL,1905,,2.44,25190093.0,Europe
3926,Poland,POL,1910,,2.72,25809505.0,Europe
3927,Poland,POL,1915,,2.96,24702547.0,Europe
3928,Poland,POL,1920,,3.42,23791651.0,Europe
3929,Poland,POL,1925,,3.62,25401234.0,Europe
3930,Poland,POL,1930,,3.94,27385667.0,Europe
3931,Poland,POL,1935,,4.38,28421919.0,Europe
3932,Poland,POL,1940,,4.87,28883551.0,Europe
3933,Poland,POL,1945,,5.26,26673126.0,Europe
3934,Poland,POL,1950,92.5,5.52,24780169.0,Europe
3935,Poland,POL,1955,,5.81,27063640.0,Europe
3936,Poland,POL,1960,,6.19,29575967.0,Europe
3937,Poland,POL,1965,,6.92,31288338.0,Europe
3938,Poland,POL,1970,,7.63,32542639.0,Europe
3939,Poland,POL,1975,,8.19,33964400.0,Europe
3940,Poland,POL,1978,98.74,,34934216.0,Europe
3941,Poland,POL,1980,,8.31,35576518.0,Europe
3942,Poland,POL,1985,,8.69,37200850.0,Europe
3943,Poland,POL,1990,,9.75,38055448.0,Europe
3944,Poland,POL,1995,,10.32,38364668.0,Europe
3945,Poland,POL,2000,,10.74,38258077.0,Europe
3946,Poland,POL,2005,,11.36,38124377.0,Europe
3947,Poland,POL,2010,,11.62,38095356.0,Europe
3948,Poland,POL,2015,,11.84,38266314.0,Europe
3949,Poland,POL,2020,,12.01,38171005.0,Europe
3950,Portugal,PRT,1870,,0.27,4321350.0,Europe
3951,Portugal,PRT,1875,,0.34,4463963.0,Europe
3952,Portugal,PRT,1880,,0.42,4613680.0,Europe
3953,Portugal,PRT,1885,,0.51,4811093.0,Europe
3954,Portugal,PRT,1890,,0.6,5019437.0,Europe
3955,Portugal,PRT,1895,,0.71,5207682.0,Europe
3956,Portugal,PRT,1900,26.6,0.8,5402551.0,Europe
3957,Portugal,PRT,1905,,0.87,5632428.0,Europe
3958,Portugal,PRT,1910,,0.94,5854984.0,Europe
3959,Portugal,PRT,1911,31.1,,5883300.0,Europe
3960,Portugal,PRT,1915,,1.01,5947512.0,Europe
3961,Portugal,PRT,1920,34.8,1.17,6054309.0,Europe
3962,Portugal,PRT,1925,,1.26,6386759.0,Europe
3963,Portugal,PRT,1930,39.8,1.34,6777114.0,Europe
3964,Portugal,PRT,1935,,1.46,7206141.0,Europe
3965,Portugal,PRT,1940,49.6,1.65,7651628.0,Europe
3966,Portugal,PRT,1945,,1.84,8038503.0,Europe
3967,Portugal,PRT,1950,57.5,2.01,8418877.0,Europe
3968,Portugal,PRT,1955,,2.2,8662889.0,Europe
3969,Portugal,PRT,1960,,2.46,8873223.0,Europe
3970,Portugal,PRT,1965,,2.64,8889623.0,Europe
3971,Portugal,PRT,1970,,3.17,8669523.0,Europe
3972,Portugal,PRT,1975,,4.27,9182303.0,Europe
3973,Portugal,PRT,1980,,5.45,9763622.0,Europe
3974,Portugal,PRT,1981,79.44,,9837588.0,Europe
3975,Portugal,PRT,1985,,6.08,9979475.0,Europe
3976,Portugal,PRT,1990,,6.73,9989526.0,Europe
3977,Portugal,PRT,1991,87.95,,9969181.0,Europe
3978,Portugal,PRT,1995,,7.49,10031756.0,Europe
3979,Portugal,PRT,2000,,8.41,10283196.0,Europe
3980,Portugal,PRT,2005,,8.12,10502993.0,Europe
3981,Portugal,PRT,2010,,8.71,10578659.0,Europe
3982,Portugal,PRT,2011,94.48,,10557050.0,Europe
3983,Portugal,PRT,2015,,9.14,10370264.0,Europe
3984,Portugal,PRT,2020,,9.56,10370519.0,Europe
3985,Puerto Rico,PRI,1950,72.5,,2229095.0,North America
3986,Puerto Rico,PRI,1980,86.75,,3213679.0,North America
3987,Puerto Rico,PRI,1990,89.62,,3541046.0,North America
3988,Puerto Rico,PRI,2010,91.97,,3714834.0,North America
3989,Puerto Rico,PRI,2017,92.39,,3371878.0,North America
3990,Qatar,QAT,1950,7.5,,24304.0,Asia
3991,Qatar,QAT,1986,75.64,,382426.0,Asia
3992,Qatar,QAT,1997,83.26,,550511.0,Asia
3993,Qatar,QAT,2004,88.96,,773341.0,Asia
3994,Qatar,QAT,2007,93.08,,1208601.0,Asia
3995,Qatar,QAT,2008,93.99,,1426942.0,Asia
3996,Qatar,QAT,2009,94.72,,1586052.0,Asia
3997,Qatar,QAT,2010,96.28,,1709238.0,Asia
3998,Qatar,QAT,2011,96.41,,1810960.0,Asia
3999,Qatar,QAT,2012,96.68,,1907122.0,Asia
4000,Qatar,QAT,2013,97.48,,2032650.0,Asia
4001,Qatar,QAT,2014,97.75,,2218378.0,Asia
4002,Qatar,QAT,2015,,8.46,2427340.0,Asia
4003,Qatar,QAT,2016,98.52,,2599382.0,Asia
4004,Qatar,QAT,2017,98.78,,2706716.0,Asia
4005,Qatar,QAT,2020,,8.52,2803375.0,Asia
4006,Qatar,QAT,2022,99.29,,2892466.0,Asia
4007,Qatar,QAT,2023,99.3,,2979086.0,Asia
4008,Reunion,REU,1870,,0.21,182700.0,Africa
4009,Reunion,REU,1875,,0.27,180800.0,Africa
4010,Reunion,REU,1880,,0.33,180800.0,Africa
4011,Reunion,REU,1885,,0.4,167070.0,Africa
4012,Reunion,REU,1890,,0.5,167070.0,Africa
4013,Reunion,REU,1895,,0.61,172600.0,Africa
4014,Reunion,REU,1900,,0.95,172600.0,Africa
4015,Reunion,REU,1905,,1.29,173740.0,Africa
4016,Reunion,REU,1910,,1.58,173740.0,Africa
4017,Reunion,REU,1915,,1.71,173260.0,Africa
4018,Reunion,REU,1920,,1.91,173260.0,Africa
4019,Reunion,REU,1925,,2.13,195430.0,Africa
4020,Reunion,REU,1930,,2.33,195430.0,Africa
4021,Reunion,REU,1935,,2.42,218690.0,Africa
4022,Reunion,REU,1940,,2.48,218690.0,Africa
4023,Reunion,REU,1945,,2.63,249229.0,Africa
4024,Reunion,REU,1950,37.5,2.89,249229.0,Africa
4025,Reunion,REU,1955,,2.77,300437.0,Africa
4026,Reunion,REU,1960,,2.75,359563.0,Africa
4027,Reunion,REU,1965,,2.93,418718.0,Africa
4028,Reunion,REU,1970,,3.64,469093.0,Africa
4029,Reunion,REU,1975,,4.5,511312.0,Africa
4030,Reunion,REU,1980,,5.26,553140.0,Africa
4031,Reunion,REU,1982,78.61,,569641.0,Africa
4032,Reunion,REU,1985,,5.9,600421.0,Africa
4033,Reunion,REU,1990,,6.46,652573.0,Africa
4034,Reunion,REU,1995,,6.97,710463.0,Africa
4035,Reunion,REU,2000,,7.42,763148.0,Africa
4036,Reunion,REU,2005,,7.85,800227.0,Africa
4037,Reunion,REU,2010,,8.29,844480.0,Africa
4038,Reunion,REU,2015,,8.5,865016.0,Africa
4039,Reunion,REU,2020,,8.71,861452.0,Africa
4040,Romania,ROU,1870,,0.1,9173060.0,Europe
4041,Romania,ROU,1875,,0.12,9461541.0,Europe
4042,Romania,ROU,1880,,0.13,9754696.0,Europe
4043,Romania,ROU,1885,,0.15,10056934.0,Europe
4044,Romania,ROU,1890,,0.18,10366994.0,Europe
4045,Romania,ROU,1895,,0.21,10676648.0,Europe
4046,Romania,ROU,1900,,0.27,11005350.0,Europe
4047,Romania,ROU,1905,,0.37,11418106.0,Europe
4048,Romania,ROU,1910,,0.64,11832057.0,Europe
4049,Romania,ROU,1915,,0.84,12091668.0,Europe
4050,Romania,ROU,1920,,1.23,12403390.0,Europe
4051,Romania,ROU,1925,,2.19,13201944.0,Europe
4052,Romania,ROU,1930,,2.49,14116480.0,Europe
4053,Romania,ROU,1935,,2.92,14988356.0,Europe
4054,Romania,ROU,1940,,3.38,15807371.0,Europe
4055,Romania,ROU,1945,,3.71,16095216.0,Europe
4056,Romania,ROU,1950,77.5,4.51,16397275.0,Europe
4057,Romania,ROU,1955,,4.89,17475271.0,Europe
4058,Romania,ROU,1960,,5.39,18313498.0,Europe
4059,Romania,ROU,1965,,5.82,18713060.0,Europe
4060,Romania,ROU,1970,,7.05,20011626.0,Europe
4061,Romania,ROU,1975,,8.09,21268070.0,Europe
4062,Romania,ROU,1980,,8.78,22154776.0,Europe
4063,Romania,ROU,1985,,9.33,22605815.0,Europe
4064,Romania,ROU,1990,,9.84,22939530.0,Europe
4065,Romania,ROU,1992,96.71,,22912389.0,Europe
4066,Romania,ROU,1995,,10.37,22657722.0,Europe
4067,Romania,ROU,2000,,10.7,22046264.0,Europe
4068,Romania,ROU,2002,97.3,,21770020.0,Europe
4069,Romania,ROU,2005,,10.89,21213395.0,Europe
4070,Romania,ROU,2010,,11.24,20432575.0,Europe
4071,Romania,ROU,2011,98.6,,20282009.0,Europe
4072,Romania,ROU,2015,,11.07,19871018.0,Europe
4073,Romania,ROU,2020,,11.28,19392467.0,Europe
4074,Romania,ROU,2021,99.16,,19248159.0,Europe
4075,Russia,RUS,1870,,0.15,49487882.0,Europe
4076,Russia,RUS,1875,,0.18,51719402.0,Europe
4077,Russia,RUS,1880,,0.21,54112425.0,Europe
4078,Russia,RUS,1885,,0.24,56616141.0,Europe
4079,Russia,RUS,1890,,0.27,59235670.0,Europe
4080,Russia,RUS,1895,,0.33,61976366.0,Europe
4081,Russia,RUS,1900,,0.42,64843834.0,Europe
4082,Russia,RUS,1905,,0.62,67843934.0,Europe
4083,Russia,RUS,1910,,0.71,70982800.0,Europe
4084,Russia,RUS,1915,,0.89,74237572.0,Europe
4085,Russia,RUS,1920,,1.24,77706431.0,Europe
4086,Russia,RUS,1925,,1.52,81361291.0,Europe
4087,Russia,RUS,1930,,1.86,85188053.0,Europe
4088,Russia,RUS,1935,,2.42,89194804.0,Europe
4089,Russia,RUS,1940,,3.03,93390010.0,Europe
4090,Russia,RUS,1945,,3.65,97782535.0,Europe
4091,Russia,RUS,1950,,4.08,103392364.0,Europe
4092,Russia,RUS,1955,,4.58,111160996.0,Europe
4093,Russia,RUS,1960,,4.88,119934143.0,Europe
4094,Russia,RUS,1965,,5.62,126634210.0,Europe
4095,Russia,RUS,1970,,6.39,130367188.0,Europe
4096,Russia,RUS,1975,,7.29,134136098.0,Europe
4097,Russia,RUS,1980,,8.36,138572628.0,Europe
4098,Russia,RUS,1985,,9.37,143569386.0,Europe
4099,Russia,RUS,1989,97.99,,148281862.0,Europe
4100,Russia,RUS,1990,,10.21,148979537.0,Europe
4101,Russia,RUS,1995,,10.73,148291406.0,Europe
4102,Russia,RUS,2000,,11.54,146717784.0,Europe
4103,Russia,RUS,2002,99.44,,145939502.0,Europe
4104,Russia,RUS,2005,,11.76,144597886.0,Europe
4105,Russia,RUS,2010,99.68,12.02,143934468.0,Europe
4106,Russia,RUS,2015,,11.56,145307612.0,Europe
4107,Russia,RUS,2020,,11.6,146371295.0,Europe
4108,Russia,RUS,2021,99.93,,145836172.0,Europe
4109,Rwanda,RWA,1950,7.5,,2157101.0,Africa
4110,Rwanda,RWA,1978,38.24,,5035172.0,Africa
4111,Rwanda,RWA,1991,57.85,,7526964.0,Africa
4112,Rwanda,RWA,2000,64.89,,8213936.0,Africa
4113,Rwanda,RWA,2012,68.33,,10829904.0,Africa
4114,Rwanda,RWA,2014,70.8,,11364758.0,Africa
4115,Rwanda,RWA,2015,,4.62,11640026.0,Africa
4116,Rwanda,RWA,2018,73.22,,12488000.0,Africa
4117,Rwanda,RWA,2020,80.05,5.24,13065838.0,Africa
4118,Rwanda,RWA,2022,78.76,,13651025.0,Africa
4119,Saint Helena,SHN,1950,98.5,,5249.0,Africa
4120,Saint Helena,SHN,1998,96.53,,6184.0,Africa
4121,Saint Pierre and Miquelon,SPM,1950,92.5,,4507.0,North America
4122,Saint Pierre and Miquelon,SPM,1982,99.27,,6163.0,North America
4123,Saint Vincent and the Grenadines,VCT,1970,95.63,,95977.0,North America
4124,Samoa,WSM,1950,87.5,,88299.0,Oceania
4125,Samoa,WSM,1991,97.94,,169378.0,Oceania
4126,Samoa,WSM,2011,98.97,,194726.0,Oceania
4127,Samoa,WSM,2016,99.4,,203509.0,Oceania
4128,Samoa,WSM,2017,99.70719,,205423.0,Oceania
4129,Samoa,WSM,2019,97.99,,209794.0,Oceania
4130,San Marino,SMR,1950,87.5,,12970.0,Europe
4131,San Marino,SMR,2022,99.91,,34113.0,Europe
4132,Sao Tome and Principe,STP,1950,17.5,,60895.0,Africa
4133,Sao Tome and Principe,STP,1981,57.32,,100629.0,Africa
4134,Sao Tome and Principe,STP,1991,73.24,,125711.0,Africa
4135,Sao Tome and Principe,STP,2001,84.91,,146386.0,Africa
4136,Sao Tome and Principe,STP,2012,90.14,,189452.0,Africa
4137,Sao Tome and Principe,STP,2019,87.44,,213405.0,Africa
4138,Saudi Arabia,SAU,1950,3.0,,1703280.0,Asia
4139,Saudi Arabia,SAU,1992,70.82,,11686682.0,Asia
4140,Saudi Arabia,SAU,2000,79.35,,16177733.0,Asia
4141,Saudi Arabia,SAU,2004,82.86,,19669486.0,Asia
4142,Saudi Arabia,SAU,2013,94.43,,28026825.0,Asia
4143,Saudi Arabia,SAU,2015,,9.34,29974944.0,Asia
4144,Saudi Arabia,SAU,2017,95.33,,30782400.0,Asia
4145,Saudi Arabia,SAU,2020,97.59,9.86,30991206.0,Asia
4146,Senegal,SEN,1870,,0.01,1065648.0,Africa
4147,Senegal,SEN,1875,,0.01,1121620.0,Africa
4148,Senegal,SEN,1880,,0.01,1181172.0,Africa
4149,Senegal,SEN,1885,,0.01,1234559.0,Africa
4150,Senegal,SEN,1890,,0.01,1287292.0,Africa
4151,Senegal,SEN,1895,,0.01,1332194.0,Africa
4152,Senegal,SEN,1900,,0.02,1377037.0,Africa
4153,Senegal,SEN,1905,,0.02,1423386.0,Africa
4154,Senegal,SEN,1910,,0.02,1470404.0,Africa
4155,Senegal,SEN,1915,,0.03,1513246.0,Africa
4156,Senegal,SEN,1920,,0.29,1566552.0,Africa
4157,Senegal,SEN,1925,,0.53,1678806.0,Africa
4158,Senegal,SEN,1930,,0.7,1807456.0,Africa
4159,Senegal,SEN,1935,,1.14,1938690.0,Africa
4160,Senegal,SEN,1940,,1.29,2083292.0,Africa
4161,Senegal,SEN,1945,,1.44,2272434.0,Africa
4162,Senegal,SEN,1950,3.0,1.87,2555376.0,Africa
4163,Senegal,SEN,1955,,1.95,2908512.0,Africa
4164,Senegal,SEN,1960,,2.07,3340900.0,Africa
4165,Senegal,SEN,1965,,2.11,3849793.0,Africa
4166,Senegal,SEN,1970,,2.3,4466330.0,Africa
4167,Senegal,SEN,1975,,2.49,5170812.0,Africa
4168,Senegal,SEN,1980,,2.52,5845640.0,Africa
4169,Senegal,SEN,1985,,2.45,6683296.0,Africa
4170,Senegal,SEN,1988,26.87,,7289622.0,Africa
4171,Senegal,SEN,1990,,2.37,7720524.0,Africa
4172,Senegal,SEN,1995,,2.26,8848112.0,Africa
4173,Senegal,SEN,2000,,1.98,9968262.0,Africa
4174,Senegal,SEN,2002,39.28,,10466216.0,Africa
4175,Senegal,SEN,2005,,1.67,11235473.0,Africa
4176,Senegal,SEN,2006,41.89,,11500094.0,Africa
4177,Senegal,SEN,2009,48.04,,12337390.0,Africa
4178,Senegal,SEN,2010,,3.11,12635418.0,Africa
4179,Senegal,SEN,2011,51.81,,12958902.0,Africa
4180,Senegal,SEN,2013,43.53,,13710857.0,Africa
4181,Senegal,SEN,2015,43.59,3.73,14593335.0,Africa
4182,Senegal,SEN,2016,46.1,,15034517.0,Africa
4183,Senegal,SEN,2017,51.9,,15475001.0,Africa
4184,Senegal,SEN,2018,46.61,,15914495.0,Africa
4185,Senegal,SEN,2019,46.83,,16352926.0,Africa
4186,Senegal,SEN,2020,,4.4,16789217.0,Africa
4187,Senegal,SEN,2023,50.36,,18077573.0,Africa
4188,Serbia,SRB,1870,,0.09,1884075.0,Europe
4189,Serbia,SRB,1875,,0.1,1851085.0,Europe
4190,Serbia,SRB,1880,,0.14,1834900.0,Europe
4191,Serbia,SRB,1885,,0.2,1924367.0,Europe
4192,Serbia,SRB,1890,,0.29,2037713.0,Europe
4193,Serbia,SRB,1895,,0.41,2169715.0,Europe
4194,Serbia,SRB,1900,,0.75,2313842.0,Europe
4195,Serbia,SRB,1905,,1.06,2478760.0,Europe
4196,Serbia,SRB,1910,,1.38,2665974.0,Europe
4197,Serbia,SRB,1915,,2.0,2926332.0,Europe
4198,Serbia,SRB,1920,,2.34,3237697.0,Europe
4199,Serbia,SRB,1925,,2.79,3593807.0,Europe
4200,Serbia,SRB,1930,,3.22,3989085.0,Europe
4201,Serbia,SRB,1935,,3.71,4427838.0,Europe
4202,Serbia,SRB,1940,,4.21,4914850.0,Europe
4203,Serbia,SRB,1945,,4.47,5455427.0,Europe
4204,Serbia,SRB,1950,,4.59,6009201.0,Europe
4205,Serbia,SRB,1955,,4.99,6346329.0,Europe
4206,Serbia,SRB,1960,,5.14,6702964.0,Europe
4207,Serbia,SRB,1965,,5.45,7031142.0,Europe
4208,Serbia,SRB,1970,,6.09,7324426.0,Europe
4209,Serbia,SRB,1975,,6.81,7572433.0,Europe
4210,Serbia,SRB,1980,,7.42,7796286.0,Europe
4211,Serbia,SRB,1985,,7.92,7881551.0,Europe
4212,Serbia,SRB,1990,,8.15,7874595.0,Europe
4213,Serbia,SRB,1995,,8.88,7823281.0,Europe
4214,Serbia,SRB,2000,,9.52,7694608.0,Europe
4215,Serbia,SRB,2003,96.4,,7590946.0,Europe
4216,Serbia,SRB,2005,,10.6,7539139.0,Europe
4217,Serbia,SRB,2010,,11.52,7395872.0,Europe
4218,Serbia,SRB,2011,97.96,,7364858.0,Europe
4219,Serbia,SRB,2015,,11.49,7177257.0,Europe
4220,Serbia,SRB,2016,98.84,,7126083.0,Europe
4221,Serbia,SRB,2019,99.48,,6966155.0,Europe
4222,Serbia,SRB,2020,,11.72,6907814.0,Europe
4223,Serbia,SRB,2022,99.34,,6791215.0,Europe
4224,Seychelles,SYC,1950,37.5,,38306.0,Africa
4225,Seychelles,SYC,1987,84.23,,71358.0,Africa
4226,Seychelles,SYC,1994,87.81,,77279.0,Africa
4227,Seychelles,SYC,2002,91.84,,85878.0,Africa
4228,Seychelles,SYC,2010,93.95,,94993.0,Africa
4229,Sierra Leone,SLE,1870,,0.02,877540.0,Africa
4230,Sierra Leone,SLE,1875,,0.03,910217.0,Africa
4231,Sierra Leone,SLE,1880,,0.03,944663.0,Africa
4232,Sierra Leone,SLE,1885,,0.04,980408.0,Africa
4233,Sierra Leone,SLE,1890,,0.05,1017500.0,Africa
4234,Sierra Leone,SLE,1895,,0.06,1055989.0,Africa
4235,Sierra Leone,SLE,1900,,0.08,1095929.0,Africa
4236,Sierra Leone,SLE,1905,,0.1,1137375.0,Africa
4237,Sierra Leone,SLE,1910,,0.15,1179670.0,Africa
4238,Sierra Leone,SLE,1915,,0.18,1218922.0,Africa
4239,Sierra Leone,SLE,1920,,0.21,1263887.0,Africa
4240,Sierra Leone,SLE,1925,,0.22,1354453.0,Africa
4241,Sierra Leone,SLE,1930,,0.24,1458247.0,Africa
4242,Sierra Leone,SLE,1935,,0.26,1564126.0,Africa
4243,Sierra Leone,SLE,1940,,0.31,1680790.0,Africa
4244,Sierra Leone,SLE,1945,,0.36,1833389.0,Africa
4245,Sierra Leone,SLE,1950,7.5,0.41,1999628.0,Africa
4246,Sierra Leone,SLE,1955,,0.46,2120895.0,Africa
4247,Sierra Leone,SLE,1960,,0.51,2268361.0,Africa
4248,Sierra Leone,SLE,1965,,0.68,2468669.0,Africa
4249,Sierra Leone,SLE,1970,,0.87,2712287.0,Africa
4250,Sierra Leone,SLE,1975,,1.14,2974659.0,Africa
4251,Sierra Leone,SLE,1980,,1.44,3272097.0,Africa
4252,Sierra Leone,SLE,1985,,1.81,3638444.0,Africa
4253,Sierra Leone,SLE,1990,,2.17,4196834.0,Africa
4254,Sierra Leone,SLE,1995,,2.55,4179178.0,Africa
4255,Sierra Leone,SLE,2000,,2.9,4423615.0,Africa
4256,Sierra Leone,SLE,2004,34.83,,5355715.0,Africa
4257,Sierra Leone,SLE,2005,,3.36,5501707.0,Africa
4258,Sierra Leone,SLE,2010,,4.28,6222715.0,Africa
4259,Sierra Leone,SLE,2014,44.369892,,6876385.0,Africa
4260,Sierra Leone,SLE,2015,49.4,4.23,7037660.0,Africa
4261,Sierra Leone,SLE,2017,44.83,,7379300.0,Africa
4262,Sierra Leone,SLE,2018,48.814365,,7554568.0,Africa
4263,Sierra Leone,SLE,2019,43.58,,7731994.0,Africa
4264,Sierra Leone,SLE,2020,,4.99,7912557.0,Africa
4265,Singapore,SGP,1950,47.5,,1013318.0,Asia
4266,Singapore,SGP,1980,82.91,,2437496.0,Asia
4267,Singapore,SGP,1990,89.1,,3039593.0,Asia
4268,Singapore,SGP,2000,92.55,,4035251.0,Asia
4269,Singapore,SGP,2010,95.86,,5077020.0,Asia
4270,Singapore,SGP,2011,96.19,,5182242.0,Asia
4271,Singapore,SGP,2012,96.37,,5293345.0,Asia
4272,Singapore,SGP,2013,96.55,,5385589.0,Asia
4273,Singapore,SGP,2014,96.72,,5457899.0,Asia
4274,Singapore,SGP,2015,96.83,12.54,5525343.0,Asia
4275,Singapore,SGP,2016,97.05,,5577936.0,Asia
4276,Singapore,SGP,2017,97.2,,5604087.0,Asia
4277,Singapore,SGP,2018,97.34,,5634366.0,Asia
4278,Singapore,SGP,2019,97.48,,5669562.0,Asia
4279,Singapore,SGP,2020,97.13,13.06,5620151.0,Asia
4280,Singapore,SGP,2021,97.65,,5546291.0,Asia
4281,Slovakia,SVK,2015,,13.03,5420278.0,Europe
4282,Slovakia,SVK,2020,,13.14,5455028.0,Europe
4283,Slovenia,SVN,1991,99.52,,1999191.0,Europe
4284,Slovenia,SVN,2015,,11.95,2059946.0,Europe
4285,Slovenia,SVN,2020,,12.06,2102421.0,Europe
4286,Solomon Islands,SLB,1950,7.5,,108650.0,Oceania
4287,Solomon Islands,SLB,1999,76.6,,430511.0,Oceania
4288,Somalia,SOM,2019,63.657936,,16030969.0,Africa
4289,Somalia,SOM,2022,54.12,,17801895.0,Africa
4290,Somaliland,OWID_SML,1950,3.0,,,
4291,South Africa,ZAF,1870,,0.68,3728529.0,Africa
4292,South Africa,ZAF,1875,,0.8,3934099.0,Africa
4293,South Africa,ZAF,1880,,0.96,4150956.0,Africa
4294,South Africa,ZAF,1885,,1.15,4379716.0,Africa
4295,South Africa,ZAF,1890,,1.3,4621030.0,Africa
4296,South Africa,ZAF,1895,,1.3,4875584.0,Africa
4297,South Africa,ZAF,1900,,1.22,5163858.0,Africa
4298,South Africa,ZAF,1905,,1.24,5600893.0,Africa
4299,South Africa,ZAF,1910,,1.28,6093688.0,Africa
4300,South Africa,ZAF,1915,,1.61,6606440.0,Africa
4301,South Africa,ZAF,1920,,2.38,7168076.0,Africa
4302,South Africa,ZAF,1925,,2.75,7928675.0,Africa
4303,South Africa,ZAF,1930,,3.09,8793161.0,Africa
4304,South Africa,ZAF,1935,,3.42,9721741.0,Africa
4305,South Africa,ZAF,1940,,3.7,10736810.0,Africa
4306,South Africa,ZAF,1945,,3.98,11814022.0,Africa
4307,South Africa,ZAF,1950,42.5,4.2,13038501.0,Africa
4308,South Africa,ZAF,1955,,4.4,14533371.0,Africa
4309,South Africa,ZAF,1960,,4.47,16440175.0,Africa
4310,South Africa,ZAF,1965,,4.55,19089382.0,Africa
4311,South Africa,ZAF,1970,,4.7,22279990.0,Africa
4312,South Africa,ZAF,1975,,4.9,25690943.0,Africa
4313,South Africa,ZAF,1980,76.2,5.18,29518857.0,Africa
4314,South Africa,ZAF,1985,,5.21,35042097.0,Africa
4315,South Africa,ZAF,1990,,6.89,40746274.0,Africa
4316,South Africa,ZAF,1995,,8.37,44541557.0,Africa
4317,South Africa,ZAF,1996,82.4,,45123023.0,Africa
4318,South Africa,ZAF,2000,,7.92,47159715.0,Africa
4319,South Africa,ZAF,2005,,8.86,49490041.0,Africa
4320,South Africa,ZAF,2007,88.72,,50528575.0,Africa
4321,South Africa,ZAF,2009,92.89,,51728518.0,Africa
4322,South Africa,ZAF,2010,92.88,9.89,52344047.0,Africa
4323,South Africa,ZAF,2011,93.1,,52995212.0,Africa
4324,South Africa,ZAF,2012,93.73,,53782570.0,Africa
4325,South Africa,ZAF,2014,94.14,,55594840.0,Africa
4326,South Africa,ZAF,2015,94.37,10.15,56723536.0,Africa
4327,South Africa,ZAF,2016,91.74,,57259550.0,Africa
4328,South Africa,ZAF,2019,95.02,,59587880.0,Africa
4329,South Africa,ZAF,2020,,10.47,60562374.0,Africa
4330,South Africa,ZAF,2021,90.0,,61502602.0,Africa
4331,South America,OWID_SAM,1870,,0.18058558,23934719.0,
4332,South America,OWID_SAM,1875,,0.22741506,25750976.0,
4333,South America,OWID_SAM,1880,,0.27658266,27912182.0,
4334,South America,OWID_SAM,1885,,0.32335466,30698196.0,
4335,South America,OWID_SAM,1890,,0.3676362,33890958.0,
4336,South America,OWID_SAM,1895,,0.4190729,37395860.0,
4337,South America,OWID_SAM,1900,,0.69071114,41330741.0,
4338,South America,OWID_SAM,1905,,0.89044285,45692841.0,
4339,South America,OWID_SAM,1910,,1.122505,50545993.0,
4340,South America,OWID_SAM,1915,,1.356635,55745990.0,
4341,South America,OWID_SAM,1920,,1.6258094,61458404.0,
4342,South America,OWID_SAM,1925,,1.8396424,67901379.0,
4343,South America,OWID_SAM,1930,,2.0606284,75000544.0,
4344,South America,OWID_SAM,1935,,2.2786927,82200318.0,
4345,South America,OWID_SAM,1940,,2.46007,90256708.0,
4346,South America,OWID_SAM,1945,,2.641585,100916695.0,
4347,South America,OWID_SAM,1950,,2.84321,112973206.0,
4348,South America,OWID_SAM,1955,,3.058821,129351392.0,
4349,South America,OWID_SAM,1960,,3.3215625,148441136.0,
4350,South America,OWID_SAM,1965,,3.642195,169787372.0,
4351,South America,OWID_SAM,1970,,4.118323,191855157.0,
4352,South America,OWID_SAM,1975,,4.2123356,215072895.0,
4353,South America,OWID_SAM,1980,,4.6174974,240599668.0,
4354,South America,OWID_SAM,1985,,5.3961205,268127340.0,
4355,South America,OWID_SAM,1990,,6.052577,295639583.0,
4356,South America,OWID_SAM,1995,,6.7083187,322239766.0,
4357,South America,OWID_SAM,2000,,7.4435296,348018743.0,
4358,South America,OWID_SAM,2005,,8.177308,370696350.0,
4359,South America,OWID_SAM,2010,,8.695377,390701117.0,
4360,South America,OWID_SAM,2015,,8.554252,409619969.0,
4361,South America,OWID_SAM,2020,,8.909957,426213552.0,
4362,South Asia (WB),WB_SA,1975,37.44,,,
4363,South Asia (WB),WB_SA,1976,37.44,,,
