,entity,code,year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
484,Eastern and South-Eastern Asia (SDG),,2010,98.77,98.53,
485,Eastern and South-Eastern Asia (SDG),,2011,98.84,98.61,
486,Eastern and South-Eastern Asia (SDG),,2012,98.86,98.67,
487,Eastern and South-Eastern Asia (SDG),,2013,98.88,98.81,
488,Eastern and South-Eastern Asia (SDG),,2014,99.09,99.09,
489,Eastern and South-Eastern Asia (SDG),,2015,99.19,99.13,
490,Eastern and South-Eastern Asia (SDG),,2016,99.22,99.18,
491,Eastern and South-Eastern Asia (SDG),,2017,99.22,99.2,
492,Eastern and South-Eastern Asia (SDG),,2018,99.11,99.16,
493,Eastern and South-Eastern Asia (SDG),,2019,99.14,99.2,
494,Eastern and South-Eastern Asia (SDG),,2020,99.25,99.28,
495,Eastern and South-Eastern Asia (SDG),,2021,99.28,99.32,
496,Eastern and South-Eastern Asia (SDG),,2022,99.31,99.38,
497,Eastern and South-Eastern Asia (SDG),,2023,99.33,99.41,
498,Eastern and South-Eastern Asia (SDG),,2024,99.35,99.45,
499,Ecuador,ECU,1982,94.55,92.28,South America
500,Ecuador,ECU,1990,96.58,95.83,South America
501,Ecuador,ECU,2001,96.38,96.49,South America
502,Ecuador,ECU,2003,96.5,97.4,South America
503,Ecuador,ECU,2005,98.3,98.2,South America
504,Ecuador,ECU,2006,98.3,98.1,South America
505,Ecuador,ECU,2007,98.23,98.56,South America
506,Ecuador,ECU,2008,98.43,98.48,South America
507,Ecuador,ECU,2009,98.72,98.88,South America
508,Ecuador,ECU,2010,98.47,98.85,South America
509,Ecuador,ECU,2011,98.59,98.81,South America
510,Ecuador,ECU,2012,98.77,98.89,South America
511,Ecuador,ECU,2013,98.58,98.63,South America
512,Ecuador,ECU,2014,99.01,99.19,South America
513,Ecuador,ECU,2015,99.34,98.91,South America
514,Ecuador,ECU,2016,98.98,99.14,South America
515,Ecuador,ECU,2017,99.11,99.4,South America
516,Ecuador,ECU,2018,98.9,99.1,South America
517,Ecuador,ECU,2019,98.2,98.8,South America
518,Ecuador,ECU,2020,98.5,99.09,South America
519,Ecuador,ECU,2021,98.56,99.49,South America
520,Ecuador,ECU,2022,99.57,99.68,South America
521,Ecuador,ECU,2023,99.0,99.3,South America
522,Ecuador,ECU,2024,98.8,99.19,South America
523,Egypt,EGY,1976,63.04,38.12,Africa
524,Egypt,EGY,1986,71.38,54.0,Africa
525,Egypt,EGY,1996,78.99,66.93,Africa
526,Egypt,EGY,2000,,77.19,Africa
527,Egypt,EGY,2005,90.08,78.78,Africa
528,Egypt,EGY,2006,87.86,81.75,Africa
529,Egypt,EGY,2010,90.56,84.31,Africa
530,Egypt,EGY,2012,92.36,86.05,Africa
531,Egypt,EGY,2013,93.65,90.33,Africa
532,Egypt,EGY,2014,,94.08,Africa
533,Egypt,EGY,2017,89.48,86.81,Africa
534,Egypt,EGY,2021,97.22512,95.931595,Africa
535,Egypt,EGY,2022,95.50548,94.81636,Africa
536,El Salvador,SLV,1992,84.95,84.95,North America
537,El Salvador,SLV,2000,92.2,92.6,North America
538,El Salvador,SLV,2001,93.5,93.6,North America
539,El Salvador,SLV,2002,92.9,93.6,North America
540,El Salvador,SLV,2003,93.3,93.4,North America
541,El Salvador,SLV,2004,93.7,94.0,North America
542,El Salvador,SLV,2005,94.9,94.9,North America
543,El Salvador,SLV,2006,94.4,95.45,North America
544,El Salvador,SLV,2007,93.22,93.89,North America
545,El Salvador,SLV,2008,95.41,96.48,North America
546,El Salvador,SLV,2009,94.71,95.32,North America
547,El Salvador,SLV,2010,95.67,96.39,North America
548,El Salvador,SLV,2011,96.15,96.95,North America
549,El Salvador,SLV,2012,96.7,97.6,North America
550,El Salvador,SLV,2013,96.95,97.5,North America
551,El Salvador,SLV,2014,97.3,98.2,North America
552,El Salvador,SLV,2015,97.46,98.43,North America
553,El Salvador,SLV,2016,97.72,98.28,North America
554,El Salvador,SLV,2017,97.8,98.15,North America
555,El Salvador,SLV,2018,97.73,98.21,North America
556,El Salvador,SLV,2019,97.98,98.69,North America
557,El Salvador,SLV,2020,98.31,98.72,North America
558,El Salvador,SLV,2021,97.8,98.3,North America
559,El Salvador,SLV,2022,98.0,98.6,North America
560,El Salvador,SLV,2023,97.56,98.5,North America
561,El Salvador,SLV,2024,97.87,98.6,North America
562,Equatorial Guinea,GNQ,2000,97.61,96.62,Africa
563,Eritrea,ERI,2002,86.25,69.48,Africa
564,Eritrea,ERI,2008,91.29,82.58,Africa
565,Estonia,EST,1989,99.83,99.9,Europe
566,Estonia,EST,2000,99.73,99.81,Europe
567,Estonia,EST,2011,99.94,99.96,Europe
568,Eswatini,SWZ,1976,76.08,74.98,Africa
569,Eswatini,SWZ,1986,83.09,84.3,Africa
570,Eswatini,SWZ,2000,90.69,92.94,Africa
571,Eswatini,SWZ,2006,88.81,93.58,Africa
572,Eswatini,SWZ,2010,,96.32,Africa
573,Eswatini,SWZ,2014,,100.0,Africa
574,Eswatini,SWZ,2022,98.55,98.78,Africa
575,Ethiopia,ETH,1994,39.29,28.08,Africa
576,Ethiopia,ETH,2000,49.47,27.02,Africa
577,Ethiopia,ETH,2004,62.2,38.5,Africa
578,Ethiopia,ETH,2005,60.07,34.06,Africa
579,Ethiopia,ETH,2007,62.97,47.04,Africa
580,Ethiopia,ETH,2011,65.08,43.65,Africa
581,Ethiopia,ETH,2013,78.101234,65.74705,Africa
582,Ethiopia,ETH,2016,79.13,64.57,Africa
583,Ethiopia,ETH,2019,82.37,76.03,Africa
584,Ethiopia,ETH,2021,84.55214,74.98445,Africa
585,Ethiopia,ETH,2022,88.42,80.92,Africa
586,Europe and Central Asia (WB),WB_ECA,1988,99.16,98.45,
587,Europe and Central Asia (WB),WB_ECA,1989,99.27,98.4,
588,Europe and Central Asia (WB),WB_ECA,1990,99.27,98.47,
589,Europe and Central Asia (WB),WB_ECA,1991,99.28,98.53,
590,Europe and Central Asia (WB),WB_ECA,1992,99.14,98.53,
591,Europe and Central Asia (WB),WB_ECA,1993,99.14,98.58,
592,Europe and Central Asia (WB),WB_ECA,1994,99.15,98.64,
593,Europe and Central Asia (WB),WB_ECA,1995,99.15,98.69,
594,Europe and Central Asia (WB),WB_ECA,1996,99.16,98.75,
595,Europe and Central Asia (WB),WB_ECA,1997,99.17,98.79,
596,Europe and Central Asia (WB),WB_ECA,1998,99.14,98.82,
597,Europe and Central Asia (WB),WB_ECA,1999,99.12,98.84,
598,Europe and Central Asia (WB),WB_ECA,2000,99.27,98.83,
599,Europe and Central Asia (WB),WB_ECA,2001,99.29,98.86,
600,Europe and Central Asia (WB),WB_ECA,2002,99.35,98.91,
601,Europe and Central Asia (WB),WB_ECA,2003,99.35,98.93,
602,Europe and Central Asia (WB),WB_ECA,2004,99.33,98.94,
603,Europe and Central Asia (WB),WB_ECA,2005,99.37,99.01,
604,Europe and Central Asia (WB),WB_ECA,2006,99.38,99.03,
605,Europe and Central Asia (WB),WB_ECA,2007,99.4,99.05,
606,Europe and Central Asia (WB),WB_ECA,2008,99.42,99.09,
607,Europe and Central Asia (WB),WB_ECA,2009,99.53,99.31,
608,Europe and Central Asia (WB),WB_ECA,2010,99.56,99.39,
609,Europe and Central Asia (WB),WB_ECA,2011,99.6,99.46,
610,Europe and Central Asia (WB),WB_ECA,2012,99.62,99.51,
611,Europe and Central Asia (WB),WB_ECA,2013,99.64,99.55,
612,Europe and Central Asia (WB),WB_ECA,2014,99.66,99.58,
613,Europe and Central Asia (WB),WB_ECA,2015,99.66,99.61,
614,Europe and Central Asia (WB),WB_ECA,2016,99.68,99.63,
615,Europe and Central Asia (WB),WB_ECA,2017,99.69,99.68,
616,Europe and Central Asia (WB),WB_ECA,2018,99.74,99.72,
617,Europe and Central Asia (WB),WB_ECA,2019,99.75,99.74,
618,Europe and Central Asia (WB),WB_ECA,2020,99.74,99.75,
619,Europe and Central Asia (WB),WB_ECA,2021,99.77,99.76,
620,Europe and Central Asia (WB),WB_ECA,2022,99.77,99.76,
621,Europe and Central Asia (WB),WB_ECA,2023,99.77,99.76,
622,Europe and Northern America (SDG),,2002,99.47,99.5,
623,Europe and Northern America (SDG),,2003,99.48,99.51,
624,Europe and Northern America (SDG),,2004,99.49,99.52,
625,Europe and Northern America (SDG),,2005,99.49,99.52,
626,Europe and Northern America (SDG),,2006,99.51,99.52,
627,Europe and Northern America (SDG),,2007,99.5,99.53,
628,Europe and Northern America (SDG),,2018,99.67,99.64,
629,Europe and Northern America (SDG),,2019,99.68,99.65,
630,Europe and Northern America (SDG),,2020,99.67,99.65,
631,Europe and Northern America (SDG),,2021,99.69,99.65,
632,Europe and Northern America (SDG),,2022,99.69,99.65,
633,Fiji,FJI,2021,96.11,99.41,Oceania
634,Gabon,GAB,1993,94.41,92.11,Africa
635,Gabon,GAB,2012,94.88,93.77,Africa
636,Gabon,GAB,2021,94.96,93.04,Africa
637,Gambia,GMB,2000,64.34,41.39,Africa
638,Gambia,GMB,2006,,48.15,Africa
639,Gambia,GMB,2013,78.39,65.85,Africa
640,Gambia,GMB,2015,70.74,64.45,Africa
641,Gambia,GMB,2018,74.98,67.01,Africa
642,Gambia,GMB,2021,72.02,62.55,Africa
643,Georgia,GEO,2002,99.79,99.86,Asia
644,Georgia,GEO,2005,,99.9,Asia
645,Georgia,GEO,2014,99.68,99.73,Asia
646,Georgia,GEO,2017,99.77,99.49,Asia
647,Georgia,GEO,2018,99.9,99.94,Asia
648,Georgia,GEO,2019,100.0,100.0,Asia
649,Georgia,GEO,2020,100.0,100.0,Asia
650,Georgia,GEO,2021,100.0,100.0,Asia
651,Georgia,GEO,2022,99.51,99.89,Asia
652,Georgia,GEO,2023,98.88,99.84,Asia
653,Georgia,GEO,2024,99.56,99.78,Asia
654,Ghana,GHA,2000,75.95,65.49,Africa
655,Ghana,GHA,2003,84.77,73.05,Africa
656,Ghana,GHA,2006,,76.92,Africa
657,Ghana,GHA,2010,88.31,83.23,Africa
658,Ghana,GHA,2011,,84.6,Africa
659,Ghana,GHA,2014,91.17,83.65,Africa
660,Ghana,GHA,2015,85.08682,76.89812,Africa
661,Ghana,GHA,2017,89.77,85.25,Africa
662,Ghana,GHA,2021,91.74,91.3,Africa
663,Greece,GRC,1981,99.05,98.88,Europe
664,Greece,GRC,1991,98.99,98.98,Europe
665,Greece,GRC,2001,98.89,98.99,Europe
666,Greece,GRC,2009,99.51,99.47,Europe
667,Grenada,GRD,1970,98.85,99.08,North America
668,Guadeloupe,GLP,1982,98.09,98.9,North America
669,Guam,GUM,1980,95.36,95.91,Oceania
670,Guam,GUM,1990,99.9,99.85,Oceania
671,Guatemala,GTM,1994,81.72,70.72,North America
672,Guatemala,GTM,2000,87.7,76.3,North America
673,Guatemala,GTM,2002,86.38,78.39,North America
674,Guatemala,GTM,2006,91.4,84.8,North America
675,Guatemala,GTM,2012,95.47,91.94,North America
676,Guatemala,GTM,2013,94.18,89.77,North America
677,Guatemala,GTM,2014,95.48,93.27,North America
678,Guatemala,GTM,2015,96.67,93.62,North America
679,Guatemala,GTM,2018,95.38,93.87,North America
680,Guatemala,GTM,2022,95.86,94.21,North America
681,Guatemala,GTM,2023,97.3,96.7,North America
682,Guatemala,GTM,2024,95.7,95.1,North America
683,Guinea,GIN,1996,44.12,13.47,Africa
684,Guinea,GIN,2003,59.46,34.07,Africa
685,Guinea,GIN,2005,64.19,24.12,Africa
686,Guinea,GIN,2010,37.57,21.8,Africa
687,Guinea,GIN,2014,56.97,37.21,Africa
688,Guinea,GIN,2016,,46.63,Africa
689,Guinea,GIN,2018,69.64,43.47,Africa
690,Guinea-Bissau,GNB,1979,59.69,17.8,Africa
691,Guinea-Bissau,GNB,2000,74.8,45.9,Africa
692,Guinea-Bissau,GNB,2006,,35.78,Africa
693,Guinea-Bissau,GNB,2014,,100.0,Africa
694,Guinea-Bissau,GNB,2019,81.83,68.59,Africa
695,Guinea-Bissau,GNB,2022,86.2,78.27,Africa
696,Guyana,GUY,2006,,100.0,South America
697,Guyana,GUY,2009,95.71,95.91,South America
698,Guyana,GUY,2014,,100.0,South America
699,Guyana,GUY,2020,99.27,99.03,South America
700,Haiti,HTI,1982,51.26,51.05,North America
701,Haiti,HTI,2003,82.66,80.69,North America
702,Haiti,HTI,2012,93.36575,92.985825,North America
703,Haiti,HTI,2017,88.38,89.33,North America
704,High-income countries,OWID_HIC,2004,98.71,98.64,
705,High-income countries,OWID_HIC,2005,98.75,98.7,
706,High-income countries,OWID_HIC,2020,99.24,99.25,
707,High-income countries,OWID_HIC,2021,99.3,99.28,
708,Honduras,HND,2001,86.89,90.91,North America
709,Honduras,HND,2004,90.2,91.5,North America
710,Honduras,HND,2005,89.9,93.6,North America
711,Honduras,HND,2007,92.7,95.05,North America
712,Honduras,HND,2009,92.6,95.2,North America
713,Honduras,HND,2010,94.45,95.88,North America
714,Honduras,HND,2011,94.93,96.93,North America
715,Honduras,HND,2012,94.0,95.99,North America
716,Honduras,HND,2013,93.85,96.3,North America
717,Honduras,HND,2014,95.05,96.29,North America
718,Honduras,HND,2015,94.99,97.0,North America
719,Honduras,HND,2016,94.95,97.25,North America
720,Honduras,HND,2018,94.89,98.19,North America
721,Honduras,HND,2019,94.84,97.29,North America
722,Honduras,HND,2022,94.71452,97.47949,North America
723,Honduras,HND,2023,94.64,96.47,North America
724,Honduras,HND,2024,94.83,96.62,North America
725,Hungary,HUN,1980,99.42,99.32,Europe
726,India,IND,1981,66.31,40.32,Asia
727,India,IND,1991,73.51,49.35,Asia
728,India,IND,2001,84.19,67.75,Asia
729,India,IND,2006,88.41,74.36,Asia
730,India,IND,2010,92.28997,83.02605,Asia
731,India,IND,2011,90.04,81.85,Asia
732,India,IND,2012,93.432365,86.09988,Asia
733,India,IND,2016,93.55,86.74,Asia
734,India,IND,2018,96.307625,92.71818,Asia
735,India,IND,2019,96.24289,93.173134,Asia
736,India,IND,2020,96.53685,94.687584,Asia
737,India,IND,2021,97.07471,94.60402,Asia
738,India,IND,2022,97.44,95.54,Asia
739,India,IND,2023,97.93,96.07,Asia
740,India,IND,2024,97.99011,96.64052,Asia
741,Indonesia,IDN,1980,89.59,81.65,Asia
742,Indonesia,IDN,1990,97.4,95.07,Asia
743,Indonesia,IDN,2004,98.87,98.54,Asia
744,Indonesia,IDN,2006,97.03,96.27,Asia
745,Indonesia,IDN,2008,99.54,99.38,Asia
746,Indonesia,IDN,2009,99.55,99.4,Asia
747,Indonesia,IDN,2010,98.5,98.62,Asia
748,Indonesia,IDN,2011,98.8,98.75,Asia
749,Indonesia,IDN,2014,99.68,99.68,Asia
750,Indonesia,IDN,2015,99.7,99.64,Asia
751,Indonesia,IDN,2016,99.68,99.65,Asia
752,Indonesia,IDN,2017,99.93,99.29,Asia
753,Indonesia,IDN,2018,99.72,99.7,Asia
754,Indonesia,IDN,2020,99.78,99.78,Asia
755,Indonesia,IDN,2022,92.91,94.72,Asia
756,Iran,IRN,1976,70.9,42.33,Asia
757,Iran,IRN,1986,84.53,65.59,Asia
758,Iran,IRN,1991,92.44,81.2,Asia
759,Iran,IRN,1996,95.52,90.56,Asia
760,Iran,IRN,2005,98.11,96.74,Asia
761,Iran,IRN,2006,97.15,96.13,Asia
762,Iran,IRN,2008,98.26,97.47,Asia
763,Iran,IRN,2009,98.1177,97.11642,Asia
764,Iran,IRN,2010,98.20187,97.367546,Asia
765,Iran,IRN,2011,97.04,96.35,Asia
766,Iran,IRN,2012,98.33,97.66,Asia
767,Iran,IRN,2013,98.11,97.44,Asia
768,Iran,IRN,2014,98.19,97.68,Asia
769,Iran,IRN,2015,98.13304,97.6524,Asia
770,Iran,IRN,2016,98.27,97.93,Asia
771,Iran,IRN,2017,98.24561,98.08512,Asia
772,Iran,IRN,2018,98.29356,98.11491,Asia
773,Iran,IRN,2019,98.541725,98.39039,Asia
774,Iran,IRN,2020,98.564964,98.31657,Asia
775,Iran,IRN,2021,98.68678,98.48548,Asia
776,Iran,IRN,2022,98.59341,98.70787,Asia
777,Iran,IRN,2023,98.851654,98.6179,Asia
778,Iraq,IRQ,2000,88.91,80.49,Asia
779,Iraq,IRQ,2006,,72.85,Asia
780,Iraq,IRQ,2011,,71.93,Asia
781,Iraq,IRQ,2012,87.3,79.4,Asia
782,Iraq,IRQ,2014,91.9,85.5,Asia
783,Iraq,IRQ,2016,93.4,88.3,Asia
784,Iraq,IRQ,2017,94.9,92.1,Asia
785,Iraq,IRQ,2018,,87.38,Asia
786,Iraq,IRQ,2021,93.799,90.88234,Asia
787,Israel,ISR,1983,99.05,98.05,Asia
788,Italy,ITA,1981,99.7,99.59,Europe
789,Italy,ITA,2001,99.8,99.82,Europe
790,Italy,ITA,2011,99.85,99.87,Europe
791,Italy,ITA,2019,99.83,99.93,Europe
792,Jamaica,JAM,1999,87.31,96.3,North America
793,Jamaica,JAM,2005,,99.77,North America
794,Jamaica,JAM,2011,,99.72,North America
795,Jamaica,JAM,2022,88.23,99.3,North America
796,Jordan,JOR,1979,95.79,84.83,Asia
797,Jordan,JOR,2003,99.33,98.91,Asia
798,Jordan,JOR,2005,98.93,99.02,Asia
799,Jordan,JOR,2007,98.95,98.95,Asia
800,Jordan,JOR,2010,98.76,98.77,Asia
801,Jordan,JOR,2011,99.05,99.25,Asia
802,Jordan,JOR,2012,99.0,99.2,Asia
803,Jordan,JOR,2018,97.42,95.9,Asia
804,Jordan,JOR,2023,99.05,99.41,Asia
805,Jordan,JOR,2024,98.48,98.88,Asia
806,Kazakhstan,KAZ,1989,99.7,99.15,Asia
807,Kazakhstan,KAZ,1999,99.82,99.87,Asia
808,Kazakhstan,KAZ,2006,,100.0,Asia
809,Kazakhstan,KAZ,2009,99.8,99.87,Asia
810,Kazakhstan,KAZ,2015,,100.0,Asia
811,Kenya,KEN,2000,93.31,91.94,Africa
812,Kenya,KEN,2014,94.02,92.31,Africa
813,Kiribati,KIR,2018,95.83,98.5,Oceania
814,Kiribati,KIR,2019,,94.49886,Oceania
815,Kuwait,KWT,1975,77.69,66.01,Asia
816,Kuwait,KWT,1980,81.29,76.03,Asia
817,Kuwait,KWT,1985,90.69,84.09,Asia
818,Kuwait,KWT,1995,93.8,90.18,Asia
819,Kuwait,KWT,2005,99.69,99.79,Asia
820,Kuwait,KWT,2006,98.52,98.5,Asia
821,Kuwait,KWT,2007,98.4,98.51,Asia
822,Kuwait,KWT,2008,98.57,98.74,Asia
823,Kuwait,KWT,2010,99.06,98.72,Asia
824,Kuwait,KWT,2012,98.74,98.84,Asia
825,Kuwait,KWT,2013,99.25,99.04,Asia
826,Kuwait,KWT,2015,99.15,99.4,Asia
827,Kuwait,KWT,2017,99.06,99.5,Asia
828,Kuwait,KWT,2018,98.78,99.5,Asia
829,Kuwait,KWT,2020,99.1,99.58,Asia
830,Kyrgyzstan,KGZ,1999,99.65,99.74,Asia
831,Kyrgyzstan,KGZ,2009,99.7,99.8,Asia
832,Kyrgyzstan,KGZ,2014,,99.79,Asia
833,Laos,LAO,1995,78.82,64.05,Asia
834,Laos,LAO,2000,88.06,73.56,Asia
835,Laos,LAO,2001,82.6,74.68,Asia
836,Laos,LAO,2005,89.19,78.74,Asia
837,Laos,LAO,2006,,67.08,Asia
838,Laos,LAO,2015,94.4,90.5,Asia
839,Laos,LAO,2017,91.2,84.47,Asia
840,Laos,LAO,2022,94.97155,92.68025,Asia
841,Laos,LAO,2023,92.2,88.54,Asia
842,Latin America and Caribbean (WB),WB_LAC,1974,88.34,86.55,
843,Latin America and Caribbean (WB),WB_LAC,1975,88.36,86.58,
844,Latin America and Caribbean (WB),WB_LAC,1976,88.51,87.05,
845,Latin America and Caribbean (WB),WB_LAC,1977,88.62,87.54,
846,Latin America and Caribbean (WB),WB_LAC,1978,88.72,88.05,
847,Latin America and Caribbean (WB),WB_LAC,1979,88.71,88.43,
848,Latin America and Caribbean (WB),WB_LAC,1980,88.59,88.69,
849,Latin America and Caribbean (WB),WB_LAC,1981,88.6,89.07,
850,Latin America and Caribbean (WB),WB_LAC,1982,88.6,89.43,
851,Latin America and Caribbean (WB),WB_LAC,1983,88.6,89.79,
852,Latin America and Caribbean (WB),WB_LAC,1984,88.61,90.13,
853,Latin America and Caribbean (WB),WB_LAC,1985,88.64,90.47,
854,Latin America and Caribbean (WB),WB_LAC,1986,88.66,90.77,
855,Latin America and Caribbean (WB),WB_LAC,1987,88.82,90.95,
856,Latin America and Caribbean (WB),WB_LAC,1988,89.01,91.33,
857,Latin America and Caribbean (WB),WB_LAC,1989,89.2,91.78,
858,Latin America and Caribbean (WB),WB_LAC,1990,89.34,92.2,
859,Latin America and Caribbean (WB),WB_LAC,1991,90.13,92.7,
860,Latin America and Caribbean (WB),WB_LAC,1992,90.93,93.19,
861,Latin America and Caribbean (WB),WB_LAC,1993,91.73,93.64,
862,Latin America and Caribbean (WB),WB_LAC,1994,92.52,94.09,
863,Latin America and Caribbean (WB),WB_LAC,1995,93.31,94.52,
864,Latin America and Caribbean (WB),WB_LAC,1996,93.65,94.82,
865,Latin America and Caribbean (WB),WB_LAC,1997,93.84,94.88,
866,Latin America and Caribbean (WB),WB_LAC,1998,94.11,95.1,
867,Latin America and Caribbean (WB),WB_LAC,1999,94.31,95.33,
868,Latin America and Caribbean (WB),WB_LAC,2000,94.51,95.54,
869,Latin America and Caribbean (WB),WB_LAC,2001,94.69,95.69,
870,Latin America and Caribbean (WB),WB_LAC,2002,95.15,96.02,
871,Latin America and Caribbean (WB),WB_LAC,2003,95.99,96.68,
872,Latin America and Caribbean (WB),WB_LAC,2004,96.05,96.86,
873,Latin America and Caribbean (WB),WB_LAC,2005,96.24,97.04,
874,Latin America and Caribbean (WB),WB_LAC,2006,96.47,97.02,
875,Latin America and Caribbean (WB),WB_LAC,2007,96.69,97.21,
876,Latin America and Caribbean (WB),WB_LAC,2008,96.91,97.38,
877,Latin America and Caribbean (WB),WB_LAC,2009,97.14,97.58,
878,Latin America and Caribbean (WB),WB_LAC,2010,97.01,97.64,
879,Latin America and Caribbean (WB),WB_LAC,2011,97.47,98.04,
880,Latin America and Caribbean (WB),WB_LAC,2012,97.67,98.16,
881,Latin America and Caribbean (WB),WB_LAC,2013,97.64,98.13,
882,Latin America and Caribbean (WB),WB_LAC,2014,98.01,98.42,
883,Latin America and Caribbean (WB),WB_LAC,2015,98.07,98.49,
884,Latin America and Caribbean (WB),WB_LAC,2016,98.2,98.61,
885,Latin America and Caribbean (WB),WB_LAC,2017,98.21,98.57,
886,Latin America and Caribbean (WB),WB_LAC,2018,98.3,98.65,
887,Latin America and Caribbean (WB),WB_LAC,2019,98.35,98.68,
888,Latin America and Caribbean (WB),WB_LAC,2020,98.34,98.68,
889,Latin America and Caribbean (WB),WB_LAC,2021,98.38,98.74,
890,Latin America and Caribbean (WB),WB_LAC,2022,98.43,98.79,
891,Latin America and Caribbean (WB),WB_LAC,2023,98.45,98.82,
892,Latin America and Caribbean (WB),WB_LAC,2024,98.49,98.87,
893,Latin America and the Caribbean (SDG),,1974,88.34,86.55,
894,Latin America and the Caribbean (SDG),,1975,88.36,86.58,
895,Latin America and the Caribbean (SDG),,1976,88.51,87.05,
896,Latin America and the Caribbean (SDG),,1977,88.62,87.54,
897,Latin America and the Caribbean (SDG),,1978,88.72,88.05,
898,Latin America and the Caribbean (SDG),,1979,88.71,88.43,
899,Latin America and the Caribbean (SDG),,1980,88.59,88.69,
900,Latin America and the Caribbean (SDG),,1981,88.6,89.07,
901,Latin America and the Caribbean (SDG),,1982,88.6,89.44,
902,Latin America and the Caribbean (SDG),,1983,88.6,89.79,
903,Latin America and the Caribbean (SDG),,1984,88.61,90.13,
904,Latin America and the Caribbean (SDG),,1985,88.64,90.47,
905,Latin America and the Caribbean (SDG),,1986,88.66,90.78,
906,Latin America and the Caribbean (SDG),,1987,88.82,90.95,
907,Latin America and the Caribbean (SDG),,1988,89.01,91.33,
908,Latin America and the Caribbean (SDG),,1989,89.2,91.78,
909,Latin America and the Caribbean (SDG),,1990,89.34,92.2,
910,Latin America and the Caribbean (SDG),,1991,90.13,92.7,
911,Latin America and the Caribbean (SDG),,1992,90.93,93.19,
912,Latin America and the Caribbean (SDG),,1993,91.73,93.64,
913,Latin America and the Caribbean (SDG),,1994,92.52,94.09,
914,Latin America and the Caribbean (SDG),,1995,93.31,94.52,
915,Latin America and the Caribbean (SDG),,1996,93.65,94.82,
916,Latin America and the Caribbean (SDG),,1997,93.84,94.88,
917,Latin America and the Caribbean (SDG),,1998,94.11,95.1,
918,Latin America and the Caribbean (SDG),,1999,94.31,95.33,
919,Latin America and the Caribbean (SDG),,2000,94.51,95.54,
920,Latin America and the Caribbean (SDG),,2001,94.69,95.69,
921,Latin America and the Caribbean (SDG),,2002,95.15,96.02,
922,Latin America and the Caribbean (SDG),,2003,95.99,96.68,
923,Latin America and the Caribbean (SDG),,2004,96.05,96.86,
924,Latin America and the Caribbean (SDG),,2005,96.24,97.04,
925,Latin America and the Caribbean (SDG),,2006,96.47,97.02,
926,Latin America and the Caribbean (SDG),,2007,96.69,97.21,
927,Latin America and the Caribbean (SDG),,2008,96.91,97.38,
928,Latin America and the Caribbean (SDG),,2009,97.14,97.58,
929,Latin America and the Caribbean (SDG),,2010,97.01,97.64,
930,Latin America and the Caribbean (SDG),,2011,97.47,98.04,
931,Latin America and the Caribbean (SDG),,2012,97.67,98.16,
932,Latin America and the Caribbean (SDG),,2013,97.64,98.13,
933,Latin America and the Caribbean (SDG),,2014,98.01,98.42,
934,Latin America and the Caribbean (SDG),,2015,98.07,98.49,
935,Latin America and the Caribbean (SDG),,2016,98.2,98.61,
936,Latin America and the Caribbean (SDG),,2017,98.21,98.57,
937,Latin America and the Caribbean (SDG),,2018,98.3,98.65,
938,Latin America and the Caribbean (SDG),,2019,98.35,98.68,
939,Latin America and the Caribbean (SDG),,2020,98.34,98.68,
940,Latin America and the Caribbean (SDG),,2021,98.38,98.74,
941,Latin America and the Caribbean (SDG),,2022,98.43,98.79,
942,Latin America and the Caribbean (SDG),,2023,98.45,98.82,
943,Latin America and the Caribbean (SDG),,2024,98.49,98.87,
944,Latvia,LVA,1989,99.75,99.82,Europe
945,Latvia,LVA,2000,99.72,99.78,Europe
946,Latvia,LVA,2011,99.8,99.87,Europe
947,Lebanon,LBN,2007,98.4,99.08,Asia
948,Lebanon,LBN,2009,99.16,99.34,Asia
949,Lebanon,LBN,2018,97.89,95.61,Asia
950,Lebanon,LBN,2019,97.921875,95.459206,Asia
951,Lesotho,LSO,2000,84.83,97.5,Africa
952,Lesotho,LSO,2006,66.24,84.98,Africa
953,Lesotho,LSO,2009,82.23,94.25,Africa
954,Lesotho,LSO,2014,87.37,96.52,Africa
955,Lesotho,LSO,2016,96.98,99.56,Africa
956,Lesotho,LSO,2018,92.35,98.27,Africa
957,Lesotho,LSO,2019,95.54545,100.0,Africa
958,Lesotho,LSO,2024,94.31,98.8,Africa
959,Liberia,LBR,1984,62.83,33.72,Africa
960,Liberia,LBR,2007,77.33,51.49,Africa
961,Liberia,LBR,2010,86.36883,73.020676,Africa
962,Liberia,LBR,2013,83.75,63.2,Africa
963,Libya,LBY,1984,97.85,80.31,Africa
964,Lithuania,LTU,1989,99.64,99.71,Europe
965,Lithuania,LTU,2001,99.66,99.74,Europe
966,Lithuania,LTU,2011,99.85,99.87,Europe
967,Low-income countries,OWID_LIC,1988,66.72,48.39,
968,Low-income countries,OWID_LIC,1989,66.98,48.85,
969,Low-income countries,OWID_LIC,1990,67.1,49.4,
970,Low-income countries,OWID_LIC,1991,66.56,49.15,
971,Low-income countries,OWID_LIC,1992,65.88,48.72,
972,Low-income countries,OWID_LIC,1993,65.58,48.84,
