,entity,code,year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
973,Low-income countries,OWID_LIC,1994,65.32,48.99,
974,Low-income countries,OWID_LIC,1995,65.57,49.41,
975,Low-income countries,OWID_LIC,1996,65.26,49.76,
976,Low-income countries,OWID_LIC,1997,65.15,50.29,
977,Low-income countries,OWID_LIC,1998,65.41,50.87,
978,Low-income countries,OWID_LIC,1999,65.59,51.37,
979,Low-income countries,OWID_LIC,2000,65.36,52.02,
980,Low-income countries,OWID_LIC,2001,65.59,52.92,
981,Low-income countries,OWID_LIC,2002,69.65,53.2,
982,Low-income countries,OWID_LIC,2003,69.71,54.08,
983,Low-income countries,OWID_LIC,2004,70.32,54.79,
984,Low-income countries,OWID_LIC,2005,70.53,55.39,
985,Low-income countries,OWID_LIC,2006,69.78,53.24,
986,Low-income countries,OWID_LIC,2007,70.85,55.43,
987,Low-income countries,OWID_LIC,2008,71.94,56.85,
988,Low-income countries,OWID_LIC,2009,72.61,57.87,
989,Low-income countries,OWID_LIC,2010,72.84,59.02,
990,Low-income countries,OWID_LIC,2011,74.78,62.94,
991,Low-income countries,OWID_LIC,2012,75.6,63.88,
992,Low-income countries,OWID_LIC,2013,76.41,65.42,
993,Low-income countries,OWID_LIC,2014,76.3,65.6,
994,Low-income countries,OWID_LIC,2015,76.63,66.74,
995,Low-income countries,OWID_LIC,2016,76.77,67.93,
996,Low-income countries,OWID_LIC,2017,77.34,69.31,
997,Low-income countries,OWID_LIC,2018,77.3,69.14,
998,Low-income countries,OWID_LIC,2019,77.08,69.54,
999,Low-income countries,OWID_LIC,2020,77.15,69.9,
1000,Low-income countries,OWID_LIC,2021,77.44,70.66,
1001,Low-income countries,OWID_LIC,2022,77.67,71.37,
1002,Low-income countries,OWID_LIC,2023,77.91,72.06,
1003,Low-income countries,OWID_LIC,2024,78.1,72.64,
1004,Lower-middle-income countries,OWID_LMC,1975,67.28,42.89,
1005,Lower-middle-income countries,OWID_LMC,1976,67.35,43.11,
1006,Lower-middle-income countries,OWID_LMC,1977,67.76,44.15,
1007,Lower-middle-income countries,OWID_LMC,1978,68.09,45.2,
1008,Lower-middle-income countries,OWID_LMC,1979,68.34,46.23,
1009,Lower-middle-income countries,OWID_LMC,1980,68.51,47.15,
1010,Lower-middle-income countries,OWID_LMC,1981,68.63,48.0,
1011,Lower-middle-income countries,OWID_LMC,1982,68.84,48.97,
1012,Lower-middle-income countries,OWID_LMC,1983,69.02,49.84,
1013,Lower-middle-income countries,OWID_LMC,1984,69.22,50.88,
1014,Lower-middle-income countries,OWID_LMC,1985,69.45,51.91,
1015,Lower-middle-income countries,OWID_LMC,1986,69.68,52.87,
1016,Lower-middle-income countries,OWID_LMC,1987,70.16,54.02,
1017,Lower-middle-income countries,OWID_LMC,1988,72.36,52.71,
1018,Lower-middle-income countries,OWID_LMC,1989,73.06,54.17,
1019,Lower-middle-income countries,OWID_LMC,1990,73.69,55.59,
1020,Lower-middle-income countries,OWID_LMC,1991,74.32,57.0,
1021,Lower-middle-income countries,OWID_LMC,1992,75.39,58.31,
1022,Lower-middle-income countries,OWID_LMC,1993,76.38,59.36,
1023,Lower-middle-income countries,OWID_LMC,1994,77.03,60.88,
1024,Lower-middle-income countries,OWID_LMC,1995,77.55,62.25,
1025,Lower-middle-income countries,OWID_LMC,1996,78.18,63.63,
1026,Lower-middle-income countries,OWID_LMC,1997,78.72,64.86,
1027,Lower-middle-income countries,OWID_LMC,1998,81.53,66.72,
1028,Lower-middle-income countries,OWID_LMC,1999,82.14,68.27,
1029,Lower-middle-income countries,OWID_LMC,2000,82.29,68.59,
1030,Lower-middle-income countries,OWID_LMC,2001,82.68,69.94,
1031,Lower-middle-income countries,OWID_LMC,2002,83.08,71.25,
1032,Lower-middle-income countries,OWID_LMC,2003,84.07,72.23,
1033,Lower-middle-income countries,OWID_LMC,2004,84.4,73.51,
1034,Lower-middle-income countries,OWID_LMC,2005,85.34,73.55,
1035,Lower-middle-income countries,OWID_LMC,2006,84.47,74.43,
1036,Lower-middle-income countries,OWID_LMC,2007,84.68,75.4,
1037,Lower-middle-income countries,OWID_LMC,2008,85.18,76.48,
1038,Lower-middle-income countries,OWID_LMC,2009,85.51,77.5,
1039,Lower-middle-income countries,OWID_LMC,2010,86.81,78.73,
1040,Lower-middle-income countries,OWID_LMC,2011,87.08,79.83,
1041,Lower-middle-income countries,OWID_LMC,2012,87.71,80.98,
1042,Lower-middle-income countries,OWID_LMC,2013,88.67,82.53,
1043,Lower-middle-income countries,OWID_LMC,2014,88.98,83.58,
1044,Lower-middle-income countries,OWID_LMC,2015,89.55,84.72,
1045,Lower-middle-income countries,OWID_LMC,2016,89.93,85.55,
1046,Lower-middle-income countries,OWID_LMC,2017,90.32,86.11,
1047,Lower-middle-income countries,OWID_LMC,2018,90.65,86.68,
1048,Lower-middle-income countries,OWID_LMC,2019,92.49,88.35,
1049,Lower-middle-income countries,OWID_LMC,2020,92.72,88.86,
1050,Lower-middle-income countries,OWID_LMC,2021,92.93,89.32,
1051,Lower-middle-income countries,OWID_LMC,2022,93.02,89.67,
1052,Lower-middle-income countries,OWID_LMC,2023,93.2,90.08,
1053,Lower-middle-income countries,OWID_LMC,2024,93.37,90.45,
1054,Macao,MAC,1981,95.14,94.21,Asia
1055,Macao,MAC,2001,99.43,99.81,Asia
1056,Macao,MAC,2006,99.59,99.7,Asia
1057,Macao,MAC,2011,99.65,99.69,Asia
1058,Macao,MAC,2016,99.73,99.87,Asia
1059,Madagascar,MDG,2000,72.65,68.19,Africa
1060,Madagascar,MDG,2012,78.41,75.3,Africa
1061,Madagascar,MDG,2018,80.58,79.18,Africa
1062,Madagascar,MDG,2021,82.53,82.24,Africa
1063,Malawi,MWI,1987,70.44,49.13,Africa
1064,Malawi,MWI,1998,82.09,70.7,Africa
1065,Malawi,MWI,2006,,72.23,Africa
1066,Malawi,MWI,2014,,75.73,Africa
1067,Malawi,MWI,2017,86.52268,84.46849,Africa
1068,Malawi,MWI,2018,88.25,87.07,Africa
1069,Malawi,MWI,2020,81.3,80.14,Africa
1070,Malaysia,MYS,1980,89.5,86.53,Asia
1071,Malaysia,MYS,1991,95.91,95.22,Asia
1072,Malaysia,MYS,2000,97.21,97.27,Asia
1073,Malaysia,MYS,2010,98.38,98.46,Asia
1074,Malaysia,MYS,2016,97.39,97.86,Asia
1075,Malaysia,MYS,2017,97.12,97.44,Asia
1076,Malaysia,MYS,2018,96.7,97.02,Asia
1077,Malaysia,MYS,2019,96.6,96.98,Asia
1078,Malaysia,MYS,2022,99.26,98.28,Asia
1079,Maldives,MDV,1977,84.13,87.12,Asia
1080,Maldives,MDV,1985,94.89,96.18,Asia
1081,Maldives,MDV,1990,98.08,98.32,Asia
1082,Maldives,MDV,1995,98.03,98.3,Asia
1083,Maldives,MDV,2000,98.03,98.3,Asia
1084,Maldives,MDV,2006,99.24,99.36,Asia
1085,Maldives,MDV,2014,99.08,99.44,Asia
1086,Maldives,MDV,2016,98.39,99.09,Asia
1087,Maldives,MDV,2017,97.31,99.67,Asia
1088,Maldives,MDV,2019,98.62,98.87,Asia
1089,Mali,MLI,1976,26.67,13.47,Africa
1090,Mali,MLI,1998,32.25,16.86,Africa
1091,Mali,MLI,2006,47.38,30.8,Africa
1092,Mali,MLI,2010,56.37,33.95,Africa
1093,Mali,MLI,2011,56.32,29.7,Africa
1094,Mali,MLI,2015,60.53,39.21,Africa
1095,Mali,MLI,2018,57.83,43.4,Africa
1096,Mali,MLI,2020,44.16,60.92,Africa
1097,Mali,MLI,2024,57.24,43.12,Africa
1098,Malta,MLT,1985,96.93,98.87,Europe
1099,Malta,MLT,1995,94.37,97.81,Europe
1100,Malta,MLT,2005,97.46,99.11,Europe
1101,Malta,MLT,2011,98.4,99.39,Europe
1102,Marshall Islands,MHL,2011,98.17,98.76,Oceania
1103,Marshall Islands,MHL,2019,99.01,97.22,Oceania
1104,Marshall Islands,MHL,2021,95.4913,97.28088,Oceania
1105,Martinique,MTQ,1982,99.21,98.54,North America
1106,Mauritania,MRT,2000,67.73,55.48,Africa
1107,Mauritania,MRT,2007,,47.94,Africa
1108,Mauritania,MRT,2011,,57.65,Africa
1109,Mauritania,MRT,2013,74.22,68.05,Africa
1110,Mauritania,MRT,2015,86.73,75.7,Africa
1111,Mauritania,MRT,2020,75.26,66.98,Africa
1112,Mauritius,MUS,1990,90.7,91.71,Africa
1113,Mauritius,MUS,2000,93.72,95.36,Africa
1114,Mauritius,MUS,2011,97.69,98.58,Africa
1115,Mauritius,MUS,2021,100.0,100.0,Africa
1116,Mauritius,MUS,2022,100.0,100.0,Africa
1117,Mauritius,MUS,2023,99.81589,100.0,Africa
1118,Mexico,MEX,1980,93.09,90.86,North America
1119,Mexico,MEX,1990,95.96,94.9,North America
1120,Mexico,MEX,2000,96.75,96.48,North America
1121,Mexico,MEX,2002,97.94,97.27,North America
1122,Mexico,MEX,2004,97.52,97.61,North America
1123,Mexico,MEX,2005,97.64,97.63,North America
1124,Mexico,MEX,2006,98.11,97.69,North America
1125,Mexico,MEX,2007,98.2,98.12,North America
1126,Mexico,MEX,2008,98.41,98.36,North America
1127,Mexico,MEX,2009,98.67,98.38,North America
1128,Mexico,MEX,2010,98.38,98.49,North America
1129,Mexico,MEX,2011,98.42,98.51,North America
1130,Mexico,MEX,2012,98.72,99.03,North America
1131,Mexico,MEX,2013,98.53,98.6,North America
1132,Mexico,MEX,2014,98.92,99.08,North America
1133,Mexico,MEX,2015,98.87,99.01,North America
1134,Mexico,MEX,2016,99.03,99.21,North America
1135,Mexico,MEX,2017,99.08,99.17,North America
1136,Mexico,MEX,2018,99.25,99.39,North America
1137,Mexico,MEX,2019,99.13794,99.249664,North America
1138,Mexico,MEX,2020,98.99,99.17,North America
1139,Mexico,MEX,2021,99.19609,99.31327,North America
1140,Mexico,MEX,2022,98.74,99.17,North America
1141,Mexico,MEX,2023,99.061646,99.26538,North America
1142,Mexico,MEX,2024,98.79,99.05,North America
1143,Moldova,MDA,1989,99.72,99.74,Europe
1144,Moldova,MDA,2000,99.4,99.65,Europe
1145,Moldova,MDA,2005,99.87,99.95,Europe
1146,Moldova,MDA,2012,100.0,99.84,Europe
1147,Moldova,MDA,2014,99.81,99.82,Europe
1148,Mongolia,MNG,2000,97.0,98.43,Asia
1149,Mongolia,MNG,2010,98.02,98.91,Asia
1150,Mongolia,MNG,2018,99.64,99.42,Asia
1151,Mongolia,MNG,2019,98.43,99.32,Asia
1152,Mongolia,MNG,2020,98.93,99.23,Asia
1153,Mongolia,MNG,2021,99.798096,100.0,Asia
1154,Mongolia,MNG,2022,99.62,99.77,Asia
1155,Mongolia,MNG,2023,99.34,99.67,Asia
1156,Mongolia,MNG,2024,99.69,98.93,Asia
1157,Montenegro,MNE,1981,99.15,98.29,Europe
1158,Montenegro,MNE,1991,99.26,98.99,Europe
1159,Montenegro,MNE,2003,99.46,99.36,Europe
1160,Montenegro,MNE,2005,,99.21,Europe
1161,Montenegro,MNE,2011,99.36,99.05,Europe
1162,Montenegro,MNE,2013,,99.76,Europe
1163,Montenegro,MNE,2018,96.23,98.95,Europe
1164,Morocco,MAR,1982,58.12,30.95,Africa
1165,Morocco,MAR,1994,71.38,46.0,Africa
1166,Morocco,MAR,2004,80.8,60.49,Africa
1167,Morocco,MAR,2008,85.81,69.9,Africa
1168,Morocco,MAR,2009,86.73,72.15,Africa
1169,Morocco,MAR,2011,88.83,74.03,Africa
1170,Morocco,MAR,2012,94.38,87.61,Africa
1171,Morocco,MAR,2014,92.97,85.28,Africa
1172,Mozambique,MOZ,1980,63.95,25.12,Africa
1173,Mozambique,MOZ,1997,59.45,36.55,Africa
1174,Mozambique,MOZ,2003,74.36,50.04,Africa
1175,Mozambique,MOZ,2008,,39.45,Africa
1176,Mozambique,MOZ,2009,79.84,56.54,Africa
1177,Mozambique,MOZ,2015,79.07,62.67,Africa
1178,Mozambique,MOZ,2017,77.26,65.49,Africa
1179,Mozambique,MOZ,2020,76.46,64.51,Africa
1180,Mozambique,MOZ,2022,78.37104,65.42436,Africa
1181,Myanmar,MMR,1983,88.57,81.34,Asia
1182,Myanmar,MMR,2000,95.79,93.47,Asia
1183,Myanmar,MMR,2014,95.37,94.47,Asia
1184,Myanmar,MMR,2016,91.16,89.65,Asia
1185,Myanmar,MMR,2018,99.22583,99.10344,Asia
1186,Myanmar,MMR,2019,95.27,95.55,Asia
1187,Myanmar,MMR,2020,96.28198,96.43574,Asia
1188,Namibia,NAM,1991,85.7,90.42,Africa
1189,Namibia,NAM,2000,88.26,90.65,Africa
1190,Namibia,NAM,2001,91.15,93.63,Africa
1191,Namibia,NAM,2007,88.77,93.54,Africa
1192,Namibia,NAM,2011,93.46,95.35,Africa
1193,Namibia,NAM,2013,92.08,96.09,Africa
1194,Namibia,NAM,2016,94.6365,94.8859,Africa
1195,Namibia,NAM,2018,91.8393,93.76566,Africa
1196,Namibia,NAM,2023,90.79,93.48,Africa
1197,Nauru,NRU,2021,88.4264,96.905014,Oceania
1198,Nepal,NPL,1981,45.1,14.97,Asia
1199,Nepal,NPL,1991,68.23,32.67,Asia
1200,Nepal,NPL,2001,80.62,60.14,Asia
1201,Nepal,NPL,2006,94.24,75.51,Asia
1202,Nepal,NPL,2008,90.98288,75.824905,Asia
1203,Nepal,NPL,2011,89.88,80.21,Asia
1204,Nepal,NPL,2016,94.44,84.58,Asia
1205,Nepal,NPL,2017,95.46287,90.89088,Asia
1206,Nepal,NPL,2019,96.81,92.07,Asia
1207,New Caledonia,NCL,1976,97.0,97.96,Oceania
1208,New Caledonia,NCL,1989,98.66,98.86,Oceania
1209,New Caledonia,NCL,1996,99.05,99.14,Oceania
1210,Nicaragua,NIC,2001,83.63,88.82,North America
1211,Nicaragua,NIC,2005,85.16,88.84,North America
1212,Nicaragua,NIC,2009,92.6,94.8,North America
1213,Nicaragua,NIC,2012,93.8084,95.90167,North America
1214,Nicaragua,NIC,2014,94.1,96.6,North America
1215,Niger,NER,2001,26.23,14.23,Africa
1216,Niger,NER,2005,52.45,23.2,Africa
1217,Niger,NER,2006,33.02,11.17,Africa
1218,Niger,NER,2012,48.56,31.64,Africa
1219,Niger,NER,2014,57.016834,36.482254,Africa
1220,Niger,NER,2018,56.89,36.37,Africa
1221,Niger,NER,2022,63.96,44.74,Africa
1222,Nigeria,NGA,1991,81.36,62.49,Africa
1223,Nigeria,NGA,2003,78.13,60.51,Africa
1224,Nigeria,NGA,2006,83.12,74.5,Africa
1225,Nigeria,NGA,2007,,70.18,Africa
1226,Nigeria,NGA,2008,78.5,51.6,Africa
1227,Nigeria,NGA,2011,,79.84,Africa
1228,Nigeria,NGA,2013,86.17,70.75,Africa
1229,Nigeria,NGA,2016,78.43,67.12,Africa
1230,Nigeria,NGA,2019,88.1255,,Africa
1231,Nigeria,NGA,2021,77.78,69.05,Africa
1232,Nigeria,NGA,2024,81.31,81.43,Africa
1233,Niue,NIU,2017,100.0,100.0,Oceania
1234,Niue,NIU,2022,100.0,100.0,Oceania
1235,North America (WB),WB_NA,2003,99.63,99.55,
1236,North America (WB),WB_NA,2004,99.63,99.55,
1237,North America (WB),WB_NA,2005,99.63,99.55,
1238,North America (WB),WB_NA,2006,99.64,99.55,
1239,North America (WB),WB_NA,2007,99.64,99.55,
1240,North America (WB),WB_NA,2008,99.64,99.55,
1241,North America (WB),WB_NA,2017,99.66,99.57,
1242,North America (WB),WB_NA,2018,99.66,99.57,
1243,North America (WB),WB_NA,2019,99.66,99.57,
1244,North America (WB),WB_NA,2020,99.66,99.57,
1245,North America (WB),WB_NA,2021,99.66,99.57,
1246,North America (WB),WB_NA,2022,99.67,99.57,
1247,North Korea,PRK,2008,100.0,100.0,Asia
1248,North Macedonia,MKD,1994,99.14,98.57,Europe
1249,North Macedonia,MKD,2002,98.99,98.49,Europe
1250,North Macedonia,MKD,2005,,98.69,Europe
1251,North Macedonia,MKD,2011,,99.36,Europe
1252,North Macedonia,MKD,2018,,98.75,Europe
1253,Northern Africa and Western Asia (SDG),,1976,,61.72,
1254,Northern Africa and Western Asia (SDG),,1977,,62.36,
1255,Northern Africa and Western Asia (SDG),,1978,82.65,63.04,
1256,Northern Africa and Western Asia (SDG),,1979,83.35,63.52,
1257,Northern Africa and Western Asia (SDG),,1980,83.41,64.18,
1258,Northern Africa and Western Asia (SDG),,1981,83.5,64.88,
1259,Northern Africa and Western Asia (SDG),,1982,83.63,65.65,
1260,Northern Africa and Western Asia (SDG),,1983,83.92,65.95,
1261,Northern Africa and Western Asia (SDG),,1984,84.67,67.99,
1262,Northern Africa and Western Asia (SDG),,1985,85.01,68.82,
1263,Northern Africa and Western Asia (SDG),,1986,85.38,69.67,
1264,Northern Africa and Western Asia (SDG),,1987,85.73,70.49,
1265,Northern Africa and Western Asia (SDG),,1988,86.16,71.43,
1266,Northern Africa and Western Asia (SDG),,1989,86.76,72.06,
1267,Northern Africa and Western Asia (SDG),,1990,87.23,73.04,
1268,Northern Africa and Western Asia (SDG),,1991,88.0,74.03,
1269,Northern Africa and Western Asia (SDG),,1992,88.43,74.94,
1270,Northern Africa and Western Asia (SDG),,1993,88.47,74.26,
1271,Northern Africa and Western Asia (SDG),,1994,88.77,75.11,
1272,Northern Africa and Western Asia (SDG),,1995,89.1,75.97,
1273,Northern Africa and Western Asia (SDG),,1996,89.43,76.95,
1274,Northern Africa and Western Asia (SDG),,1997,89.72,77.9,
1275,Northern Africa and Western Asia (SDG),,1998,89.9,78.85,
1276,Northern Africa and Western Asia (SDG),,1999,90.1,79.74,
1277,Northern Africa and Western Asia (SDG),,2000,90.54,80.53,
1278,Northern Africa and Western Asia (SDG),,2001,90.89,81.46,
1279,Northern Africa and Western Asia (SDG),,2002,91.15,82.33,
1280,Northern Africa and Western Asia (SDG),,2003,92.44,82.62,
1281,Northern Africa and Western Asia (SDG),,2004,92.61,83.44,
1282,Northern Africa and Western Asia (SDG),,2005,92.79,84.08,
1283,Northern Africa and Western Asia (SDG),,2006,91.1,83.54,
1284,Northern Africa and Western Asia (SDG),,2007,91.72,84.36,
1285,Northern Africa and Western Asia (SDG),,2008,92.1,85.13,
1286,Northern Africa and Western Asia (SDG),,2009,92.29,85.32,
1287,Northern Africa and Western Asia (SDG),,2010,92.52,85.98,
1288,Northern Africa and Western Asia (SDG),,2011,92.91,86.55,
1289,Northern Africa and Western Asia (SDG),,2012,93.59,87.69,
1290,Northern Africa and Western Asia (SDG),,2013,94.03,89.01,
1291,Northern Africa and Western Asia (SDG),,2014,94.09,89.22,
1292,Northern Africa and Western Asia (SDG),,2015,94.2,89.68,
1293,Northern Africa and Western Asia (SDG),,2016,93.1,88.61,
1294,Northern Africa and Western Asia (SDG),,2017,93.36,89.37,
1295,Northern Africa and Western Asia (SDG),,2018,93.46,89.71,
1296,Northern Africa and Western Asia (SDG),,2019,93.58,89.98,
1297,Northern Africa and Western Asia (SDG),,2020,93.72,90.25,
1298,Northern Africa and Western Asia (SDG),,2021,93.87,90.49,
1299,Northern Africa and Western Asia (SDG),,2022,93.99,90.7,
1300,Northern Africa and Western Asia (SDG),,2023,94.1,90.88,
1301,Northern Africa and Western Asia (SDG),,2024,94.26,91.09,
1302,Oceania (excluding Australia and New Zealand) (SDG),,1994,78.04,69.88,
1303,Oceania (excluding Australia and New Zealand) (SDG),,1995,77.97,69.74,
1304,Oceania (excluding Australia and New Zealand) (SDG),,1996,77.84,70.44,
1305,Oceania (excluding Australia and New Zealand) (SDG),,1997,77.6,71.06,
1306,Oceania (excluding Australia and New Zealand) (SDG),,1998,77.26,71.62,
1307,Oceania (excluding Australia and New Zealand) (SDG),,1999,76.62,71.88,
1308,Oceania (excluding Australia and New Zealand) (SDG),,2000,75.71,71.83,
1309,Oceania (excluding Australia and New Zealand) (SDG),,2001,75.22,72.25,
1310,Oceania (excluding Australia and New Zealand) (SDG),,2002,74.67,72.65,
1311,Oceania (excluding Australia and New Zealand) (SDG),,2003,74.09,73.05,
1312,Oceania (excluding Australia and New Zealand) (SDG),,2004,73.54,73.47,
1313,Oceania (excluding Australia and New Zealand) (SDG),,2005,72.99,73.88,
1314,Oceania (excluding Australia and New Zealand) (SDG),,2006,72.4,74.21,
1315,Oceania (excluding Australia and New Zealand) (SDG),,2007,71.86,74.58,
1316,Oceania (excluding Australia and New Zealand) (SDG),,2008,71.37,74.97,
1317,Oceania (excluding Australia and New Zealand) (SDG),,2009,71.06,75.64,
1318,Oceania (excluding Australia and New Zealand) (SDG),,2010,70.97,76.59,
1319,Oceania (excluding Australia and New Zealand) (SDG),,2011,70.88,76.55,
1320,Oceania (excluding Australia and New Zealand) (SDG),,2012,70.8,76.53,
1321,Oceania (excluding Australia and New Zealand) (SDG),,2013,70.72,76.5,
1322,Oceania (excluding Australia and New Zealand) (SDG),,2014,70.62,76.47,
1323,Oceania (excluding Australia and New Zealand) (SDG),,2016,70.41,,
1324,Oceania (excluding Australia and New Zealand) (SDG),,2017,70.34,76.31,
1325,Oceania (excluding Australia and New Zealand) (SDG),,2018,70.26,76.27,
1326,Oceania (excluding Australia and New Zealand) (SDG),,2019,70.21,76.24,
1327,Oceania (excluding Australia and New Zealand) (SDG),,2020,70.15,76.19,
1328,Oceania (excluding Australia and New Zealand) (SDG),,2021,70.13,76.17,
1329,Oman,OMN,2003,66.24,84.98,Asia
1330,Oman,OMN,2008,97.63,97.62,Asia
1331,Oman,OMN,2010,97.41,98.17,Asia
1332,Oman,OMN,2015,99.43,98.75,Asia
1333,Oman,OMN,2017,98.46,98.96,Asia
1334,Oman,OMN,2018,98.36,98.98,Asia
1335,Oman,OMN,2020,99.68,99.68,Asia
1336,Oman,OMN,2022,99.65,99.68,Asia
1337,Pakistan,PAK,1981,44.5,23.83,Asia
1338,Pakistan,PAK,1998,67.15,43.11,Asia
1339,Pakistan,PAK,2005,76.65,53.09,Asia
1340,Pakistan,PAK,2006,79.1,58.37,Asia
1341,Pakistan,PAK,2007,75.24,56.78,Asia
1342,Pakistan,PAK,2008,79.42,61.25,Asia
1343,Pakistan,PAK,2009,79.14,61.46,Asia
1344,Pakistan,PAK,2010,79.5,62.3,Asia
1345,Pakistan,PAK,2011,78.04,63.14,Asia
1346,Pakistan,PAK,2012,80.29,64.47,Asia
1347,Pakistan,PAK,2013,79.4,63.44,Asia
1348,Pakistan,PAK,2014,79.77,65.55,Asia
1349,Pakistan,PAK,2017,81.26,67.54,Asia
1350,Pakistan,PAK,2018,79.78,64.35,Asia
1351,Pakistan,PAK,2019,79.73,65.19,Asia
1352,Pakistan,PAK,2021,79.46,66.52,Asia
1353,Palau,PLW,1980,94.19,94.36,Oceania
1354,Palau,PLW,2013,99.77,99.83,Oceania
1355,Palau,PLW,2015,98.25,99.17,Oceania
1356,Palau,PLW,2020,100.0,100.0,Oceania
1357,Palestine,PSE,1997,96.92,97.19,Asia
1358,Palestine,PSE,2004,99.02,98.88,Asia
1359,Palestine,PSE,2006,99.04,99.15,Asia
1360,Palestine,PSE,2007,99.14,98.99,Asia
1361,Palestine,PSE,2008,99.27,99.04,Asia
1362,Palestine,PSE,2009,99.23,99.23,Asia
1363,Palestine,PSE,2010,99.2,99.24,Asia
1364,Palestine,PSE,2011,99.26,99.36,Asia
1365,Palestine,PSE,2012,99.34,99.23,Asia
1366,Palestine,PSE,2013,99.42,99.27,Asia
1367,Palestine,PSE,2014,99.41,99.32,Asia
1368,Palestine,PSE,2015,99.41,99.27,Asia
1369,Palestine,PSE,2016,99.45,99.31,Asia
1370,Palestine,PSE,2017,99.26,99.37,Asia
1371,Palestine,PSE,2018,99.29,99.38,Asia
1372,Palestine,PSE,2019,99.37,99.3,Asia
1373,Palestine,PSE,2020,99.22,99.25,Asia
1374,Palestine,PSE,2021,99.4377,99.4489,Asia
1375,Palestine,PSE,2022,99.39,99.33,Asia
1376,Palestine,PSE,2024,99.94192,99.19472,Asia
1377,Panama,PAN,1980,95.93,96.28,North America
1378,Panama,PAN,1990,95.39,94.78,North America
1379,Panama,PAN,2000,96.53,95.62,North America
1380,Panama,PAN,2010,97.93,97.34,North America
1381,Panama,PAN,2014,98.4,97.6,North America
1382,Panama,PAN,2015,98.4,98.1,North America
1383,Panama,PAN,2016,99.1,98.4,North America
1384,Panama,PAN,2017,99.3,98.8,North America
1385,Panama,PAN,2018,99.31,98.87,North America
1386,Panama,PAN,2019,98.9,98.86,North America
1387,Panama,PAN,2021,99.3,99.2,North America
1388,Panama,PAN,2022,99.4,99.3,North America
1389,Panama,PAN,2023,98.8,98.9,North America
1390,Panama,PAN,2024,99.62014,99.41684,North America
1391,Papua New Guinea,PNG,2000,69.13,64.06,Oceania
1392,Papua New Guinea,PNG,2010,85.0142,77.1492,Oceania
1393,Papua New Guinea,PNG,2017,87.26,78.09,Oceania
1394,Papua New Guinea,PNG,2022,92.692955,91.10524,Oceania
1395,Paraguay,PRY,1982,90.17,89.0,South America
1396,Paraguay,PRY,1992,95.86,95.36,South America
1397,Paraguay,PRY,2001,95.7,95.6,South America
1398,Paraguay,PRY,2002,97.6,97.3,South America
1399,Paraguay,PRY,2003,97.3,97.5,South America
1400,Paraguay,PRY,2004,97.3,97.2,South America
1401,Paraguay,PRY,2005,97.6,98.1,South America
1402,Paraguay,PRY,2006,98.4,97.9,South America
1403,Paraguay,PRY,2007,98.81,98.78,South America
1404,Paraguay,PRY,2008,97.69,98.23,South America
1405,Paraguay,PRY,2009,98.04,98.99,South America
1406,Paraguay,PRY,2010,98.5,98.73,South America
1407,Paraguay,PRY,2011,98.3,98.7,South America
1408,Paraguay,PRY,2012,98.25,98.1,South America
1409,Paraguay,PRY,2013,98.6,99.2,South America
1410,Paraguay,PRY,2014,98.96,98.46,South America
1411,Paraguay,PRY,2015,98.35,98.97,South America
1412,Paraguay,PRY,2016,98.21,98.7,South America
1413,Paraguay,PRY,2017,97.7,98.9,South America
1414,Paraguay,PRY,2018,97.73,98.87,South America
1415,Paraguay,PRY,2019,98.04,98.68,South America
1416,Paraguay,PRY,2020,98.63,98.66,South America
1417,Paraguay,PRY,2021,98.1,99.2,South America
1418,Paraguay,PRY,2022,98.5,98.8,South America
1419,Paraguay,PRY,2023,98.8,99.0,South America
1420,Paraguay,PRY,2024,98.61,98.62,South America
1421,Peru,PER,1981,96.51,89.76,South America
1422,Peru,PER,1993,96.99,93.79,South America
1423,Peru,PER,2000,99.1,96.1,South America
1424,Peru,PER,2001,98.2,96.1,South America
1425,Peru,PER,2002,97.6,95.9,South America
1426,Peru,PER,2003,97.6,96.0,South America
1427,Peru,PER,2004,97.8,95.66,South America
1428,Peru,PER,2005,97.92,96.29,South America
1429,Peru,PER,2006,98.51,96.96,South America
1430,Peru,PER,2007,98.01,96.71,South America
1431,Peru,PER,2008,98.2,97.5,South America
1432,Peru,PER,2009,98.7,97.9,South America
1433,Peru,PER,2010,98.6,98.0,South America
1434,Peru,PER,2011,98.6,98.3,South America
1435,Peru,PER,2012,98.72,98.68,South America
1436,Peru,PER,2013,98.9,98.9,South America
1437,Peru,PER,2014,99.16,98.79,South America
1438,Peru,PER,2015,99.24,98.77,South America
1439,Peru,PER,2016,99.09,98.67,South America
1440,Peru,PER,2017,99.26,98.85,South America
1441,Peru,PER,2018,99.08,98.97,South America
1442,Peru,PER,2019,99.1,99.1,South America
1443,Peru,PER,2020,99.52,99.35,South America
1444,Peru,PER,2021,99.1,99.2,South America
1445,Peru,PER,2022,99.3,99.3,South America
1446,Peru,PER,2023,99.3,99.4,South America
1447,Peru,PER,2024,99.4,99.59,South America
1448,Philippines,PHL,1980,91.06,92.47,Asia
1449,Philippines,PHL,1990,96.28,96.88,Asia
1450,Philippines,PHL,1994,95.82,96.28,Asia
