,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99
645,Iran,IRN,2017,85.94679
646,Iran,IRN,2018,86.868835
647,Iran,IRN,2019,87.37883
648,Iran,IRN,2020,87.902824
649,Iran,IRN,2021,88.4556
650,Iran,IRN,2022,88.59423
651,Iran,IRN,2023,88.91682
652,Iraq,IRQ,2000,74.05
653,Iraq,IRQ,2012,77.2
654,Iraq,IRQ,2014,82.2
655,Iraq,IRQ,2016,83.3
656,Iraq,IRQ,2017,85.6
657,Iraq,IRQ,2021,84.064896
658,Israel,ISR,1983,91.75
659,Italy,ITA,1981,96.46
660,Italy,ITA,2001,98.42
661,Italy,ITA,2011,98.85
662,Italy,ITA,2019,99.35
663,Jamaica,JAM,1999,79.92
664,Jordan,JOR,1979,66.8
665,Jordan,JOR,2003,89.89
666,Jordan,JOR,2005,91.13
667,Jordan,JOR,2007,92.2
668,Jordan,JOR,2010,92.55
669,Jordan,JOR,2011,95.9
670,Jordan,JOR,2012,97.89
671,Jordan,JOR,2018,95.43
672,Jordan,JOR,2023,94.85
673,Jordan,JOR,2024,94.44
674,Kazakhstan,KAZ,1989,97.53
675,Kazakhstan,KAZ,1999,99.51
676,Kazakhstan,KAZ,2009,99.73
677,Kenya,KEN,2000,82.23
678,Kiribati,KIR,2018,97.96
679,Kiribati,KIR,2020,98.60798
680,Kuwait,KWT,1975,59.56
681,Kuwait,KWT,1980,67.52
682,Kuwait,KWT,1985,74.49
683,Kuwait,KWT,1995,78.4
684,Kuwait,KWT,2005,93.27
685,Kuwait,KWT,2006,93.28
686,Kuwait,KWT,2007,93.66
687,Kuwait,KWT,2008,93.9
688,Kuwait,KWT,2010,94.47
689,Kuwait,KWT,2012,95.51
690,Kuwait,KWT,2013,95.59
691,Kuwait,KWT,2015,95.69
692,Kuwait,KWT,2017,96.04
693,Kuwait,KWT,2018,96.06
694,Kuwait,KWT,2020,96.46
695,Kyrgyzstan,KGZ,1999,98.7
696,Kyrgyzstan,KGZ,2009,99.24
697,Laos,LAO,1995,60.25
698,Laos,LAO,2000,69.58
699,Laos,LAO,2001,68.73
700,Laos,LAO,2005,72.7
701,Laos,LAO,2015,84.66
702,Laos,LAO,2017,73.72
703,Laos,LAO,2023,75.64
704,Latin America and Caribbean (WB),WB_LAC,1974,78.13
705,Latin America and Caribbean (WB),WB_LAC,1975,78.15
706,Latin America and Caribbean (WB),WB_LAC,1976,78.55
707,Latin America and Caribbean (WB),WB_LAC,1977,78.99
708,Latin America and Caribbean (WB),WB_LAC,1978,79.45
709,Latin America and Caribbean (WB),WB_LAC,1979,79.86
710,Latin America and Caribbean (WB),WB_LAC,1980,80.23
711,Latin America and Caribbean (WB),WB_LAC,1981,80.64
712,Latin America and Caribbean (WB),WB_LAC,1982,81.03
713,Latin America and Caribbean (WB),WB_LAC,1983,81.41
714,Latin America and Caribbean (WB),WB_LAC,1984,81.78
715,Latin America and Caribbean (WB),WB_LAC,1985,82.13
716,Latin America and Caribbean (WB),WB_LAC,1986,82.48
717,Latin America and Caribbean (WB),WB_LAC,1987,82.78
718,Latin America and Caribbean (WB),WB_LAC,1988,83.23
719,Latin America and Caribbean (WB),WB_LAC,1989,83.65
720,Latin America and Caribbean (WB),WB_LAC,1990,83.97
721,Latin America and Caribbean (WB),WB_LAC,1991,84.65
722,Latin America and Caribbean (WB),WB_LAC,1992,85.32
723,Latin America and Caribbean (WB),WB_LAC,1993,85.98
724,Latin America and Caribbean (WB),WB_LAC,1994,86.62
725,Latin America and Caribbean (WB),WB_LAC,1995,87.26
726,Latin America and Caribbean (WB),WB_LAC,1996,87.65
727,Latin America and Caribbean (WB),WB_LAC,1997,87.93
728,Latin America and Caribbean (WB),WB_LAC,1998,88.29
729,Latin America and Caribbean (WB),WB_LAC,1999,88.62
730,Latin America and Caribbean (WB),WB_LAC,2000,88.92
731,Latin America and Caribbean (WB),WB_LAC,2001,89.11
732,Latin America and Caribbean (WB),WB_LAC,2002,89.4
733,Latin America and Caribbean (WB),WB_LAC,2003,90.1
734,Latin America and Caribbean (WB),WB_LAC,2004,90.38
735,Latin America and Caribbean (WB),WB_LAC,2005,90.36
736,Latin America and Caribbean (WB),WB_LAC,2006,90.57
737,Latin America and Caribbean (WB),WB_LAC,2007,91.41
738,Latin America and Caribbean (WB),WB_LAC,2008,91.71
739,Latin America and Caribbean (WB),WB_LAC,2009,91.9
740,Latin America and Caribbean (WB),WB_LAC,2010,91.82
741,Latin America and Caribbean (WB),WB_LAC,2011,92.52
742,Latin America and Caribbean (WB),WB_LAC,2012,92.83
743,Latin America and Caribbean (WB),WB_LAC,2013,92.81
744,Latin America and Caribbean (WB),WB_LAC,2014,93.31
745,Latin America and Caribbean (WB),WB_LAC,2015,93.45
746,Latin America and Caribbean (WB),WB_LAC,2016,93.89
747,Latin America and Caribbean (WB),WB_LAC,2017,93.92
748,Latin America and Caribbean (WB),WB_LAC,2018,94.1
749,Latin America and Caribbean (WB),WB_LAC,2019,94.27
750,Latin America and Caribbean (WB),WB_LAC,2020,94.33
751,Latin America and Caribbean (WB),WB_LAC,2021,94.5
752,Latin America and Caribbean (WB),WB_LAC,2022,94.68
753,Latin America and Caribbean (WB),WB_LAC,2023,94.83
754,Latin America and Caribbean (WB),WB_LAC,2024,94.95
755,Latin America and the Caribbean (SDG),,1974,78.13
756,Latin America and the Caribbean (SDG),,1975,78.15
757,Latin America and the Caribbean (SDG),,1976,78.55
758,Latin America and the Caribbean (SDG),,1977,78.99
759,Latin America and the Caribbean (SDG),,1978,79.45
760,Latin America and the Caribbean (SDG),,1979,79.86
761,Latin America and the Caribbean (SDG),,1980,80.23
762,Latin America and the Caribbean (SDG),,1981,80.64
763,Latin America and the Caribbean (SDG),,1982,81.03
764,Latin America and the Caribbean (SDG),,1983,81.41
765,Latin America and the Caribbean (SDG),,1984,81.78
766,Latin America and the Caribbean (SDG),,1985,82.14
767,Latin America and the Caribbean (SDG),,1986,82.48
768,Latin America and the Caribbean (SDG),,1987,82.78
769,Latin America and the Caribbean (SDG),,1988,83.23
770,Latin America and the Caribbean (SDG),,1989,83.65
771,Latin America and the Caribbean (SDG),,1990,83.97
772,Latin America and the Caribbean (SDG),,1991,84.65
773,Latin America and the Caribbean (SDG),,1992,85.32
774,Latin America and the Caribbean (SDG),,1993,85.98
775,Latin America and the Caribbean (SDG),,1994,86.62
776,Latin America and the Caribbean (SDG),,1995,87.26
777,Latin America and the Caribbean (SDG),,1996,87.65
778,Latin America and the Caribbean (SDG),,1997,87.93
779,Latin America and the Caribbean (SDG),,1998,88.29
780,Latin America and the Caribbean (SDG),,1999,88.62
781,Latin America and the Caribbean (SDG),,2000,88.92
782,Latin America and the Caribbean (SDG),,2001,89.11
783,Latin America and the Caribbean (SDG),,2002,89.4
784,Latin America and the Caribbean (SDG),,2003,90.1
785,Latin America and the Caribbean (SDG),,2004,90.38
786,Latin America and the Caribbean (SDG),,2005,90.36
787,Latin America and the Caribbean (SDG),,2006,90.57
788,Latin America and the Caribbean (SDG),,2007,91.41
789,Latin America and the Caribbean (SDG),,2008,91.71
790,Latin America and the Caribbean (SDG),,2009,91.9
791,Latin America and the Caribbean (SDG),,2010,91.82
792,Latin America and the Caribbean (SDG),,2011,92.52
793,Latin America and the Caribbean (SDG),,2012,92.83
794,Latin America and the Caribbean (SDG),,2013,92.81
795,Latin America and the Caribbean (SDG),,2014,93.31
796,Latin America and the Caribbean (SDG),,2015,93.45
797,Latin America and the Caribbean (SDG),,2016,93.89
798,Latin America and the Caribbean (SDG),,2017,93.92
799,Latin America and the Caribbean (SDG),,2018,94.1
800,Latin America and the Caribbean (SDG),,2019,94.27
801,Latin America and the Caribbean (SDG),,2020,94.33
802,Latin America and the Caribbean (SDG),,2021,94.5
803,Latin America and the Caribbean (SDG),,2022,94.68
804,Latin America and the Caribbean (SDG),,2023,94.83
805,Latin America and the Caribbean (SDG),,2024,94.95
806,Latvia,LVA,1989,99.45
807,Latvia,LVA,2000,99.75
808,Latvia,LVA,2011,99.9
809,Lebanon,LBN,2007,89.61
810,Lebanon,LBN,2009,91.18
811,Lebanon,LBN,2018,92.67
812,Lebanon,LBN,2019,92.00997
813,Lesotho,LSO,2000,86.25
814,Lesotho,LSO,2006,66.1
815,Lesotho,LSO,2016,97.27
816,Lesotho,LSO,2018,86.24
817,Lesotho,LSO,2019,92.396164
818,Lesotho,LSO,2024,90.45
819,Liberia,LBR,1984,32.11
820,Liberia,LBR,2010,59.40303
821,Libya,LBY,1984,60.16
822,Lithuania,LTU,1989,98.44
823,Lithuania,LTU,2001,99.65
824,Lithuania,LTU,2011,99.82
825,Low-income countries,OWID_LIC,1988,46.48
826,Low-income countries,OWID_LIC,1989,46.91
827,Low-income countries,OWID_LIC,1990,47.42
828,Low-income countries,OWID_LIC,1991,47.7
829,Low-income countries,OWID_LIC,1992,47.82
830,Low-income countries,OWID_LIC,1993,48.08
831,Low-income countries,OWID_LIC,1994,48.34
832,Low-income countries,OWID_LIC,1995,48.82
833,Low-income countries,OWID_LIC,1996,49.16
834,Low-income countries,OWID_LIC,1997,49.77
835,Low-income countries,OWID_LIC,1998,50.44
836,Low-income countries,OWID_LIC,1999,51.01
837,Low-income countries,OWID_LIC,2000,51.43
838,Low-income countries,OWID_LIC,2001,52.07
839,Low-income countries,OWID_LIC,2002,52.72
840,Low-income countries,OWID_LIC,2003,53.14
841,Low-income countries,OWID_LIC,2004,53.61
842,Low-income countries,OWID_LIC,2005,54.02
843,Low-income countries,OWID_LIC,2006,52.17
844,Low-income countries,OWID_LIC,2007,53.39
845,Low-income countries,OWID_LIC,2008,54.25
846,Low-income countries,OWID_LIC,2009,54.77
847,Low-income countries,OWID_LIC,2010,55.27
848,Low-income countries,OWID_LIC,2011,57.49
849,Low-income countries,OWID_LIC,2012,57.98
850,Low-income countries,OWID_LIC,2013,58.9
851,Low-income countries,OWID_LIC,2014,59.03
852,Low-income countries,OWID_LIC,2015,59.7
853,Low-income countries,OWID_LIC,2016,60.36
854,Low-income countries,OWID_LIC,2017,61.42
855,Low-income countries,OWID_LIC,2018,61.72
856,Low-income countries,OWID_LIC,2019,61.74
857,Low-income countries,OWID_LIC,2020,61.88
858,Low-income countries,OWID_LIC,2021,62.33
859,Low-income countries,OWID_LIC,2022,62.77
860,Low-income countries,OWID_LIC,2023,63.21
861,Low-income countries,OWID_LIC,2024,63.57
862,Lower-middle-income countries,OWID_LMC,1975,43.73
863,Lower-middle-income countries,OWID_LMC,1976,43.83
864,Lower-middle-income countries,OWID_LMC,1977,44.39
865,Lower-middle-income countries,OWID_LMC,1978,44.97
866,Lower-middle-income countries,OWID_LMC,1979,45.54
867,Lower-middle-income countries,OWID_LMC,1980,46.1
868,Lower-middle-income countries,OWID_LMC,1981,46.65
869,Lower-middle-income countries,OWID_LMC,1982,47.23
870,Lower-middle-income countries,OWID_LMC,1983,47.73
871,Lower-middle-income countries,OWID_LMC,1984,48.34
872,Lower-middle-income countries,OWID_LMC,1985,48.95
873,Lower-middle-income countries,OWID_LMC,1986,49.49
874,Lower-middle-income countries,OWID_LMC,1987,50.34
875,Lower-middle-income countries,OWID_LMC,1988,51.0
876,Lower-middle-income countries,OWID_LMC,1989,51.7
877,Lower-middle-income countries,OWID_LMC,1990,52.42
878,Lower-middle-income countries,OWID_LMC,1991,53.18
879,Lower-middle-income countries,OWID_LMC,1992,54.1
880,Lower-middle-income countries,OWID_LMC,1993,55.0
881,Lower-middle-income countries,OWID_LMC,1994,55.87
882,Lower-middle-income countries,OWID_LMC,1995,56.69
883,Lower-middle-income countries,OWID_LMC,1996,57.52
884,Lower-middle-income countries,OWID_LMC,1997,58.35
885,Lower-middle-income countries,OWID_LMC,1998,61.85
886,Lower-middle-income countries,OWID_LMC,1999,62.64
887,Lower-middle-income countries,OWID_LMC,2000,62.87
888,Lower-middle-income countries,OWID_LMC,2001,63.61
889,Lower-middle-income countries,OWID_LMC,2002,64.35
890,Lower-middle-income countries,OWID_LMC,2003,65.4
891,Lower-middle-income countries,OWID_LMC,2004,66.11
892,Lower-middle-income countries,OWID_LMC,2005,65.9
893,Lower-middle-income countries,OWID_LMC,2006,65.86
894,Lower-middle-income countries,OWID_LMC,2007,66.37
895,Lower-middle-income countries,OWID_LMC,2008,67.03
896,Lower-middle-income countries,OWID_LMC,2009,67.71
897,Lower-middle-income countries,OWID_LMC,2010,69.59
898,Lower-middle-income countries,OWID_LMC,2011,70.29
899,Lower-middle-income countries,OWID_LMC,2012,70.72
900,Lower-middle-income countries,OWID_LMC,2013,71.6
901,Lower-middle-income countries,OWID_LMC,2014,72.23
902,Lower-middle-income countries,OWID_LMC,2015,73.31
903,Lower-middle-income countries,OWID_LMC,2016,74.07
904,Lower-middle-income countries,OWID_LMC,2017,74.61
905,Lower-middle-income countries,OWID_LMC,2018,75.44
906,Lower-middle-income countries,OWID_LMC,2019,75.41
907,Lower-middle-income countries,OWID_LMC,2020,76.04
908,Lower-middle-income countries,OWID_LMC,2021,76.65
909,Lower-middle-income countries,OWID_LMC,2022,77.26
910,Lower-middle-income countries,OWID_LMC,2023,77.78
911,Lower-middle-income countries,OWID_LMC,2024,78.28
912,Macao,MAC,1981,90.38
913,Macao,MAC,2001,91.3
914,Macao,MAC,2006,93.5
915,Macao,MAC,2011,95.64
916,Macao,MAC,2016,96.54
917,Madagascar,MDG,2000,70.69
918,Madagascar,MDG,2012,71.57
919,Madagascar,MDG,2018,76.68
920,Madagascar,MDG,2021,74.69
921,Malawi,MWI,1987,48.54
922,Malawi,MWI,1998,64.13
923,Malawi,MWI,2017,72.826675
924,Malawi,MWI,2018,76.72
925,Malawi,MWI,2020,70.15
926,Malaysia,MYS,1980,69.52
927,Malaysia,MYS,1991,82.92
928,Malaysia,MYS,2000,88.69
929,Malaysia,MYS,2010,93.12
930,Malaysia,MYS,2016,94.88
931,Malaysia,MYS,2017,95.08
932,Malaysia,MYS,2018,94.85
933,Malaysia,MYS,2019,94.97
934,Malaysia,MYS,2022,95.77
935,Maldives,MDV,1977,82.3
936,Maldives,MDV,1985,92.23
937,Maldives,MDV,1990,96.02
938,Maldives,MDV,1995,96.33
939,Maldives,MDV,2000,96.33
940,Maldives,MDV,2006,98.4
941,Maldives,MDV,2014,98.61
942,Maldives,MDV,2016,97.73
943,Maldives,MDV,2017,94.51
944,Maldives,MDV,2019,98.21
945,Mali,MLI,1976,9.43
946,Mali,MLI,1998,19.04
947,Mali,MLI,2003,24.0
948,Mali,MLI,2006,26.18
949,Mali,MLI,2010,31.1
950,Mali,MLI,2011,30.62
951,Mali,MLI,2015,33.07
952,Mali,MLI,2018,35.47
953,Mali,MLI,2024,35.63
954,Malta,MLT,1985,86.93
955,Malta,MLT,1995,87.87
956,Malta,MLT,2005,92.36
957,Malta,MLT,2011,93.31
958,Marshall Islands,MHL,2011,98.27
959,Marshall Islands,MHL,2019,98.18
960,Marshall Islands,MHL,2021,95.76293
961,Martinique,MTQ,1982,92.8
962,Mauritania,MRT,2000,51.21
963,Mauritania,MRT,2013,62.07
964,Mauritania,MRT,2015,65.11
965,Mauritania,MRT,2020,59.53
966,Mauritius,MUS,1990,79.87
967,Mauritius,MUS,2000,84.3
968,Mauritius,MUS,2011,89.25
969,Mauritius,MUS,2012,91.77
970,Mauritius,MUS,2013,91.49
971,Mauritius,MUS,2014,92.47
972,Mauritius,MUS,2015,92.71
973,Mauritius,MUS,2016,93.16
974,Mauritius,MUS,2021,92.98002
975,Mauritius,MUS,2023,94.28778
976,Mexico,MEX,1980,82.99
977,Mexico,MEX,1990,87.56
978,Mexico,MEX,2000,90.54
979,Mexico,MEX,2002,90.27
980,Mexico,MEX,2004,90.95
981,Mexico,MEX,2005,91.63
982,Mexico,MEX,2006,91.73
983,Mexico,MEX,2007,92.8
984,Mexico,MEX,2008,92.93
985,Mexico,MEX,2009,93.44
986,Mexico,MEX,2010,93.07
987,Mexico,MEX,2011,93.52
988,Mexico,MEX,2012,94.23
989,Mexico,MEX,2013,93.96
990,Mexico,MEX,2014,94.56
991,Mexico,MEX,2015,94.47
992,Mexico,MEX,2016,94.86
993,Mexico,MEX,2017,94.97
994,Mexico,MEX,2018,95.38
995,Mexico,MEX,2019,95.38894
996,Mexico,MEX,2020,95.25
997,Mexico,MEX,2021,95.689095
998,Mexico,MEX,2022,95.12
999,Mexico,MEX,2023,95.834694
1000,Mexico,MEX,2024,95.55
1001,Moldova,MDA,1989,96.38
1002,Moldova,MDA,2000,96.65
1003,Moldova,MDA,2014,99.36
1004,Mongolia,MNG,2000,97.77
1005,Mongolia,MNG,2010,98.26
1006,Mongolia,MNG,2018,96.9
1007,Mongolia,MNG,2019,98.46
1008,Mongolia,MNG,2020,99.18
1009,Mongolia,MNG,2021,99.214355
1010,Mongolia,MNG,2022,98.73
1011,Mongolia,MNG,2023,98.64
1012,Mongolia,MNG,2024,98.64
1013,Montenegro,MNE,1981,89.64
1014,Montenegro,MNE,1991,93.46
1015,Montenegro,MNE,2003,97.77
1016,Montenegro,MNE,2011,98.44
1017,Montenegro,MNE,2018,98.53
1018,Morocco,MAR,1982,30.26
1019,Morocco,MAR,1994,41.59
1020,Morocco,MAR,2004,52.31
1021,Morocco,MAR,2008,55.15
1022,Morocco,MAR,2009,56.08
1023,Morocco,MAR,2011,67.08
1024,Morocco,MAR,2012,69.16
1025,Morocco,MAR,2014,64.26
1026,Mozambique,MOZ,1980,27.0
1027,Mozambique,MOZ,1997,38.71
1028,Mozambique,MOZ,2003,48.16
1029,Mozambique,MOZ,2009,50.58
1030,Mozambique,MOZ,2015,56.04
1031,Mozambique,MOZ,2017,60.66
1032,Mozambique,MOZ,2020,59.78
1033,Mozambique,MOZ,2022,61.665344
1034,Myanmar,MMR,1983,78.57
1035,Myanmar,MMR,2000,89.94
1036,Myanmar,MMR,2014,90.36
1037,Myanmar,MMR,2016,84.78
1038,Myanmar,MMR,2018,95.814285
1039,Myanmar,MMR,2019,89.07
1040,Myanmar,MMR,2020,93.5274
1041,Namibia,NAM,1991,75.82
1042,Namibia,NAM,2001,84.94
1043,Namibia,NAM,2011,88.27
1044,Namibia,NAM,2016,88.1305
1045,Namibia,NAM,2018,88.28324
1046,Namibia,NAM,2023,87.64
1047,Nauru,NRU,2021,94.63379
1048,Nauru,NRU,2023,96.59
1049,Nepal,NPL,1981,20.57
1050,Nepal,NPL,1991,32.98
1051,Nepal,NPL,2001,48.61
1052,Nepal,NPL,2008,55.560074
1053,Nepal,NPL,2011,59.63
1054,Nepal,NPL,2016,65.5
1055,Nepal,NPL,2017,66.865395
1056,Nepal,NPL,2019,68.71
1057,New Caledonia,NCL,1976,91.3
1058,New Caledonia,NCL,1989,93.08
1059,New Caledonia,NCL,1996,96.14
1060,Nicaragua,NIC,2001,76.68
1061,Nicaragua,NIC,2005,78.0
1062,Nicaragua,NIC,2012,85.61057
1063,Nicaragua,NIC,2014,87.32718
1064,Niger,NER,2001,14.38
1065,Niger,NER,2005,28.67
1066,Niger,NER,2012,30.56
1067,Niger,NER,2014,29.043707
1068,Niger,NER,2018,33.05
1069,Niger,NER,2022,35.61
1070,Nigeria,NGA,1991,55.45
1071,Nigeria,NGA,2003,54.77
1072,Nigeria,NGA,2006,70.2
1073,Nigeria,NGA,2016,58.22
1074,Nigeria,NGA,2021,63.16
1075,Nigeria,NGA,2024,70.41
1076,Niue,NIU,2017,96.27151
1077,Niue,NIU,2022,99.071495
1078,North America (WB),WB_NA,2003,98.62
1079,North America (WB),WB_NA,2004,98.63
1080,North America (WB),WB_NA,2005,98.64
1081,North America (WB),WB_NA,2006,98.66
1082,North America (WB),WB_NA,2007,98.67
1083,North America (WB),WB_NA,2008,98.69
1084,North America (WB),WB_NA,2017,98.75
1085,North America (WB),WB_NA,2018,98.76
1086,North America (WB),WB_NA,2019,98.76
1087,North America (WB),WB_NA,2020,98.77
1088,North America (WB),WB_NA,2021,98.79
1089,North America (WB),WB_NA,2022,98.79
1090,North Korea,PRK,2008,100.0
1091,North Macedonia,MKD,1994,94.06
1092,North Macedonia,MKD,2002,96.13
1093,Northern Africa and Western Asia (SDG),,1977,55.94
1094,Northern Africa and Western Asia (SDG),,1978,56.46
1095,Northern Africa and Western Asia (SDG),,1979,56.8
1096,Northern Africa and Western Asia (SDG),,1980,57.37
1097,Northern Africa and Western Asia (SDG),,1981,57.96
1098,Northern Africa and Western Asia (SDG),,1982,58.67
1099,Northern Africa and Western Asia (SDG),,1983,58.96
1100,Northern Africa and Western Asia (SDG),,1984,60.92
1101,Northern Africa and Western Asia (SDG),,1985,61.62
1102,Northern Africa and Western Asia (SDG),,1986,62.32
1103,Northern Africa and Western Asia (SDG),,1987,63.01
1104,Northern Africa and Western Asia (SDG),,1988,63.83
1105,Northern Africa and Western Asia (SDG),,1989,64.5
1106,Northern Africa and Western Asia (SDG),,1990,65.34
1107,Northern Africa and Western Asia (SDG),,1991,66.0
1108,Northern Africa and Western Asia (SDG),,1992,66.63
1109,Northern Africa and Western Asia (SDG),,1993,67.07
1110,Northern Africa and Western Asia (SDG),,1994,67.63
1111,Northern Africa and Western Asia (SDG),,1995,68.22
1112,Northern Africa and Western Asia (SDG),,1996,68.93
1113,Northern Africa and Western Asia (SDG),,1997,69.65
1114,Northern Africa and Western Asia (SDG),,1998,70.44
1115,Northern Africa and Western Asia (SDG),,1999,71.15
1116,Northern Africa and Western Asia (SDG),,2000,71.91
1117,Northern Africa and Western Asia (SDG),,2001,72.78
1118,Northern Africa and Western Asia (SDG),,2002,73.6
1119,Northern Africa and Western Asia (SDG),,2003,75.71
1120,Northern Africa and Western Asia (SDG),,2004,76.4
1121,Northern Africa and Western Asia (SDG),,2005,77.0
1122,Northern Africa and Western Asia (SDG),,2006,75.17
1123,Northern Africa and Western Asia (SDG),,2007,75.85
1124,Northern Africa and Western Asia (SDG),,2008,76.52
1125,Northern Africa and Western Asia (SDG),,2009,77.72
1126,Northern Africa and Western Asia (SDG),,2010,78.49
1127,Northern Africa and Western Asia (SDG),,2011,80.07
1128,Northern Africa and Western Asia (SDG),,2012,80.78
1129,Northern Africa and Western Asia (SDG),,2013,81.64
1130,Northern Africa and Western Asia (SDG),,2014,81.71
1131,Northern Africa and Western Asia (SDG),,2015,82.37
1132,Northern Africa and Western Asia (SDG),,2016,81.4
1133,Northern Africa and Western Asia (SDG),,2017,81.93
1134,Northern Africa and Western Asia (SDG),,2018,82.18
1135,Northern Africa and Western Asia (SDG),,2019,82.42
1136,Northern Africa and Western Asia (SDG),,2020,82.71
1137,Northern Africa and Western Asia (SDG),,2021,82.93
1138,Northern Africa and Western Asia (SDG),,2022,83.23
1139,Northern Africa and Western Asia (SDG),,2023,83.44
1140,Northern Africa and Western Asia (SDG),,2024,83.68
1141,Oceania (excluding Australia and New Zealand) (SDG),,1994,63.55
1142,Oceania (excluding Australia and New Zealand) (SDG),,1995,63.46
1143,Oceania (excluding Australia and New Zealand) (SDG),,1996,63.88
1144,Oceania (excluding Australia and New Zealand) (SDG),,1997,64.28
1145,Oceania (excluding Australia and New Zealand) (SDG),,1998,64.68
1146,Oceania (excluding Australia and New Zealand) (SDG),,1999,64.98
1147,Oceania (excluding Australia and New Zealand) (SDG),,2000,65.16
1148,Oceania (excluding Australia and New Zealand) (SDG),,2001,65.5
1149,Oceania (excluding Australia and New Zealand) (SDG),,2002,65.82
1150,Oceania (excluding Australia and New Zealand) (SDG),,2003,66.13
1151,Oceania (excluding Australia and New Zealand) (SDG),,2004,66.43
1152,Oceania (excluding Australia and New Zealand) (SDG),,2005,66.72
1153,Oceania (excluding Australia and New Zealand) (SDG),,2006,66.99
1154,Oceania (excluding Australia and New Zealand) (SDG),,2007,67.25
1155,Oceania (excluding Australia and New Zealand) (SDG),,2008,67.51
1156,Oceania (excluding Australia and New Zealand) (SDG),,2009,67.75
1157,Oceania (excluding Australia and New Zealand) (SDG),,2010,67.98
1158,Oceania (excluding Australia and New Zealand) (SDG),,2011,67.88
1159,Oceania (excluding Australia and New Zealand) (SDG),,2012,67.78
1160,Oceania (excluding Australia and New Zealand) (SDG),,2013,67.69
1161,Oceania (excluding Australia and New Zealand) (SDG),,2017,67.12
1162,Oceania (excluding Australia and New Zealand) (SDG),,2018,67.01
1163,Oceania (excluding Australia and New Zealand) (SDG),,2019,66.9
1164,Oceania (excluding Australia and New Zealand) (SDG),,2020,66.78
1165,Oceania (excluding Australia and New Zealand) (SDG),,2021,66.73
1166,Oman,OMN,2003,66.1
1167,Oman,OMN,2008,86.62
1168,Oman,OMN,2010,86.94
1169,Oman,OMN,2015,93.04
1170,Oman,OMN,2017,95.58
1171,Oman,OMN,2018,95.65
1172,Oman,OMN,2020,96.9
1173,Oman,OMN,2022,97.34
1174,Pakistan,PAK,1981,25.73
1175,Pakistan,PAK,1998,42.7
1176,Pakistan,PAK,2005,49.87
1177,Pakistan,PAK,2006,54.15
1178,Pakistan,PAK,2007,52.14
1179,Pakistan,PAK,2008,55.53
1180,Pakistan,PAK,2009,54.89
1181,Pakistan,PAK,2010,55.38
1182,Pakistan,PAK,2011,54.74
1183,Pakistan,PAK,2012,56.76
1184,Pakistan,PAK,2013,55.59
1185,Pakistan,PAK,2014,56.98
1186,Pakistan,PAK,2017,59.13
1187,Pakistan,PAK,2018,57.01
1188,Pakistan,PAK,2019,58.0
1189,Pakistan,PAK,2021,58.86
1190,Palau,PLW,1980,91.92
1191,Palau,PLW,2013,99.5
1192,Palau,PLW,2015,96.59
1193,Palau,PLW,2020,99.84481
1194,Palestine,PSE,1997,86.08
1195,Palestine,PSE,2004,92.48
1196,Palestine,PSE,2006,93.45
1197,Palestine,PSE,2007,93.76
1198,Palestine,PSE,2008,94.01
1199,Palestine,PSE,2009,94.43
1200,Palestine,PSE,2010,94.72
1201,Palestine,PSE,2011,95.03
1202,Palestine,PSE,2012,95.67
1203,Palestine,PSE,2013,96.05
1204,Palestine,PSE,2014,96.21
1205,Palestine,PSE,2015,96.48
1206,Palestine,PSE,2016,96.72
1207,Palestine,PSE,2017,96.92
1208,Palestine,PSE,2018,97.22
1209,Palestine,PSE,2019,97.38
1210,Palestine,PSE,2020,97.51
1211,Palestine,PSE,2021,97.684
1212,Palestine,PSE,2022,97.84
1213,Palestine,PSE,2024,97.93896
1214,Panama,PAN,1980,88.07
1215,Panama,PAN,1990,88.78
1216,Panama,PAN,2000,91.9
1217,Panama,PAN,2010,94.09
1218,Panama,PAN,2018,95.41
1219,Panama,PAN,2019,95.74
1220,Panama,PAN,2021,96.21191
1221,Panama,PAN,2023,96.089386
1222,Panama,PAN,2024,96.22765
1223,Papua New Guinea,PNG,2000,57.34
1224,Papua New Guinea,PNG,2010,68.96891
1225,Papua New Guinea,PNG,2017,70.06
1226,Papua New Guinea,PNG,2022,87.00469
1227,Paraguay,PRY,1982,78.46
1228,Paraguay,PRY,1992,90.27
1229,Paraguay,PRY,2007,94.56
1230,Paraguay,PRY,2008,93.29
1231,Paraguay,PRY,2009,93.75
1232,Paraguay,PRY,2010,93.87
1233,Paraguay,PRY,2012,94.2
1234,Paraguay,PRY,2013,95.06
1235,Paraguay,PRY,2014,95.03
1236,Paraguay,PRY,2015,95.55
1237,Paraguay,PRY,2016,94.65
1238,Paraguay,PRY,2018,94.02
1239,Paraguay,PRY,2019,93.21
1240,Paraguay,PRY,2020,94.54
1241,Paraguay,PRY,2024,94.86
1242,Peru,PER,1981,81.92
1243,Peru,PER,1993,87.15
1244,Peru,PER,2004,87.67
1245,Peru,PER,2005,87.91
1246,Peru,PER,2006,88.7
1247,Peru,PER,2007,89.59
1248,Peru,PER,2012,93.84
1249,Peru,PER,2014,93.71
1250,Peru,PER,2015,94.16
1251,Peru,PER,2016,94.17
1252,Peru,PER,2017,94.15
1253,Peru,PER,2018,94.41
