,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99
1254,Peru,PER,2020,94.5
1255,Peru,PER,2024,93.66
1256,Philippines,PHL,1980,83.32
1257,Philippines,PHL,1990,93.57
1258,Philippines,PHL,1994,93.92
1259,Philippines,PHL,2000,92.6
1260,Philippines,PHL,2003,92.59
1261,Philippines,PHL,2008,95.42
1262,Philippines,PHL,2010,97.09
1263,Philippines,PHL,2013,96.4
1264,Philippines,PHL,2015,98.18
1265,Philippines,PHL,2019,96.28
1266,Philippines,PHL,2020,98.47
1267,Poland,POL,1978,98.74
1268,Portugal,PRT,1981,79.44
1269,Portugal,PRT,1991,87.95
1270,Portugal,PRT,2011,94.48
1271,Puerto Rico,PRI,1980,86.75
1272,Puerto Rico,PRI,1990,89.62
1273,Puerto Rico,PRI,2010,91.97
1274,Puerto Rico,PRI,2017,92.39
1275,Qatar,QAT,1986,75.64
1276,Qatar,QAT,1997,83.26
1277,Qatar,QAT,2004,88.96
1278,Qatar,QAT,2007,93.08
1279,Qatar,QAT,2008,93.99
1280,Qatar,QAT,2009,94.72
1281,Qatar,QAT,2010,96.28
1282,Qatar,QAT,2011,96.41
1283,Qatar,QAT,2012,96.68
1284,Qatar,QAT,2013,97.48
1285,Qatar,QAT,2014,97.75
1286,Qatar,QAT,2016,98.52
1287,Qatar,QAT,2017,98.78
1288,Qatar,QAT,2022,99.29
1289,Qatar,QAT,2023,99.3
1290,Qatar,QAT,2024,99.32
1291,Reunion,REU,1982,78.61
1292,Romania,ROU,1992,96.71
1293,Romania,ROU,2002,97.3
1294,Romania,ROU,2011,98.6
1295,Romania,ROU,2021,99.16
1296,Russia,RUS,1989,97.99
1297,Russia,RUS,2002,99.44
1298,Russia,RUS,2010,99.68
1299,Russia,RUS,2021,99.93
1300,Rwanda,RWA,1978,38.24
1301,Rwanda,RWA,1991,57.85
1302,Rwanda,RWA,2000,64.89
1303,Rwanda,RWA,2012,68.33
1304,Rwanda,RWA,2014,70.8
1305,Rwanda,RWA,2018,73.22
1306,Rwanda,RWA,2020,80.05
1307,Rwanda,RWA,2022,78.76
1308,Saint Helena,SHN,1998,96.53
1309,Saint Pierre and Miquelon,SPM,1982,99.27
1310,Saint Vincent and the Grenadines,VCT,1970,95.63
1311,Samoa,WSM,1991,97.94
1312,Samoa,WSM,2011,98.97
1313,Samoa,WSM,2016,99.4
1314,Samoa,WSM,2017,99.70719
1315,Samoa,WSM,2019,97.99
1316,San Marino,SMR,2022,99.91
1317,Sao Tome and Principe,STP,1981,57.32
1318,Sao Tome and Principe,STP,1991,73.24
1319,Sao Tome and Principe,STP,2001,84.91
1320,Sao Tome and Principe,STP,2012,90.14
1321,Sao Tome and Principe,STP,2019,87.44
1322,Saudi Arabia,SAU,1992,70.82
1323,Saudi Arabia,SAU,2000,79.35
1324,Saudi Arabia,SAU,2004,82.86
1325,Saudi Arabia,SAU,2013,94.43
1326,Saudi Arabia,SAU,2017,95.33
1327,Saudi Arabia,SAU,2020,97.59
1328,Saudi Arabia,SAU,2024,97.93
1329,Senegal,SEN,1988,26.87
1330,Senegal,SEN,2002,39.28
1331,Senegal,SEN,2006,41.89
1332,Senegal,SEN,2009,48.04
1333,Senegal,SEN,2011,51.81
1334,Senegal,SEN,2013,43.53
1335,Senegal,SEN,2015,43.59
1336,Senegal,SEN,2016,46.1
1337,Senegal,SEN,2017,51.9
1338,Senegal,SEN,2018,46.61
1339,Senegal,SEN,2019,46.83
1340,Senegal,SEN,2023,50.36
1341,Serbia,SRB,2003,96.4
1342,Serbia,SRB,2011,97.96
1343,Serbia,SRB,2016,98.84
1344,Serbia,SRB,2019,99.48
1345,Serbia,SRB,2022,99.34
1346,Seychelles,SYC,1987,84.23
1347,Seychelles,SYC,1994,87.81
1348,Seychelles,SYC,2002,91.84
1349,Seychelles,SYC,2010,93.95
1350,Sierra Leone,SLE,2004,34.83
1351,Sierra Leone,SLE,2014,44.369892
1352,Sierra Leone,SLE,2015,49.4
1353,Sierra Leone,SLE,2017,44.83
1354,Sierra Leone,SLE,2018,48.814365
1355,Sierra Leone,SLE,2019,43.58
1356,Singapore,SGP,1980,82.91
1357,Singapore,SGP,1990,89.1
1358,Singapore,SGP,2000,92.55
1359,Singapore,SGP,2010,95.86
1360,Singapore,SGP,2011,96.19
1361,Singapore,SGP,2012,96.37
1362,Singapore,SGP,2013,96.55
1363,Singapore,SGP,2014,96.72
1364,Singapore,SGP,2015,96.83
1365,Singapore,SGP,2016,97.05
1366,Singapore,SGP,2017,97.2
1367,Singapore,SGP,2018,97.34
1368,Singapore,SGP,2019,97.48
1369,Singapore,SGP,2020,97.13
1370,Singapore,SGP,2021,97.65
1371,Slovenia,SVN,1991,99.52
1372,Solomon Islands,SLB,1999,76.6
1373,Somalia,SOM,2019,63.657936
1374,Somalia,SOM,2022,54.12
1375,South Africa,ZAF,1980,76.2
1376,South Africa,ZAF,1996,82.4
1377,South Africa,ZAF,2007,88.72
1378,South Africa,ZAF,2009,92.89
1379,South Africa,ZAF,2010,92.88
1380,South Africa,ZAF,2011,93.1
1381,South Africa,ZAF,2012,93.73
1382,South Africa,ZAF,2014,94.14
1383,South Africa,ZAF,2015,94.37
1384,South Africa,ZAF,2016,91.74
1385,South Africa,ZAF,2019,95.02
1386,South Africa,ZAF,2021,90.0
1387,South Africa,ZAF,2024,91.15
1388,South Asia (WB),WB_SA,1975,37.44
1389,South Asia (WB),WB_SA,1976,37.44
1390,South Asia (WB),WB_SA,1977,38.13
1391,South Asia (WB),WB_SA,1978,38.81
1392,South Asia (WB),WB_SA,1979,39.47
1393,South Asia (WB),WB_SA,1980,40.12
1394,South Asia (WB),WB_SA,1981,40.74
1395,South Asia (WB),WB_SA,1982,41.41
1396,South Asia (WB),WB_SA,1983,42.08
1397,South Asia (WB),WB_SA,1984,42.75
1398,South Asia (WB),WB_SA,1985,43.42
1399,South Asia (WB),WB_SA,1986,44.09
1400,South Asia (WB),WB_SA,1987,44.77
1401,South Asia (WB),WB_SA,1988,45.48
1402,South Asia (WB),WB_SA,1989,46.27
1403,South Asia (WB),WB_SA,1990,47.05
1404,South Asia (WB),WB_SA,1991,47.78
1405,South Asia (WB),WB_SA,1992,48.56
1406,South Asia (WB),WB_SA,1993,49.35
1407,South Asia (WB),WB_SA,1994,50.15
1408,South Asia (WB),WB_SA,1995,50.95
1409,South Asia (WB),WB_SA,1996,51.78
1410,South Asia (WB),WB_SA,1997,52.6
1411,South Asia (WB),WB_SA,1998,57.92
1412,South Asia (WB),WB_SA,1999,58.73
1413,South Asia (WB),WB_SA,2000,59.52
1414,South Asia (WB),WB_SA,2001,60.31
1415,South Asia (WB),WB_SA,2002,61.13
1416,South Asia (WB),WB_SA,2003,61.94
1417,South Asia (WB),WB_SA,2004,62.74
1418,South Asia (WB),WB_SA,2005,62.44
1419,South Asia (WB),WB_SA,2006,62.53
1420,South Asia (WB),WB_SA,2007,63.38
1421,South Asia (WB),WB_SA,2008,64.21
1422,South Asia (WB),WB_SA,2009,65.04
1423,South Asia (WB),WB_SA,2010,67.94
1424,South Asia (WB),WB_SA,2011,68.7
1425,South Asia (WB),WB_SA,2012,68.53
1426,South Asia (WB),WB_SA,2013,69.84
1427,South Asia (WB),WB_SA,2014,70.56
1428,South Asia (WB),WB_SA,2015,71.96
1429,South Asia (WB),WB_SA,2016,73.35
1430,South Asia (WB),WB_SA,2017,74.02
1431,South Asia (WB),WB_SA,2018,74.74
1432,South Asia (WB),WB_SA,2019,74.51
1433,South Asia (WB),WB_SA,2020,75.24
1434,South Asia (WB),WB_SA,2021,76.06
1435,South Asia (WB),WB_SA,2022,76.9
1436,South Asia (WB),WB_SA,2023,77.57
1437,South Asia (WB),WB_SA,2024,78.23
1438,South Korea,KOR,2008,97.97
1439,South Sudan,SSD,2008,26.83
1440,Spain,ESP,1981,92.81
1441,Spain,ESP,1991,96.49
1442,Spain,ESP,2004,97.17
1443,Spain,ESP,2005,97.75
1444,Spain,ESP,2006,97.75
1445,Spain,ESP,2007,97.94
1446,Spain,ESP,2008,97.63
1447,Spain,ESP,2009,97.68
1448,Spain,ESP,2010,97.75
1449,Spain,ESP,2011,97.78
1450,Spain,ESP,2012,97.89
1451,Spain,ESP,2013,98.08
1452,Spain,ESP,2014,98.09
1453,Spain,ESP,2015,98.14
1454,Spain,ESP,2016,98.25
1455,Spain,ESP,2018,98.44
1456,Spain,ESP,2020,98.59
1457,Spain,ESP,2021,99.7
1458,Sri Lanka,LKA,1981,86.78
1459,Sri Lanka,LKA,2001,90.68
1460,Sri Lanka,LKA,2006,90.81
1461,Sri Lanka,LKA,2008,90.56
1462,Sri Lanka,LKA,2010,91.18
1463,Sri Lanka,LKA,2014,92.53466
1464,Sri Lanka,LKA,2015,92.55379
1465,Sri Lanka,LKA,2016,92.39
1466,Sri Lanka,LKA,2017,91.9
1467,Sri Lanka,LKA,2018,91.71
1468,Sri Lanka,LKA,2019,92.25
1469,Sri Lanka,LKA,2020,92.38
1470,Sri Lanka,LKA,2021,92.43
1471,Sri Lanka,LKA,2022,92.49
1472,Sri Lanka,LKA,2023,92.66
1473,Sri Lanka,LKA,2024,92.74
1474,Sub-Saharan Africa (SDG),,1984,48.97
1475,Sub-Saharan Africa (SDG),,1985,49.34
1476,Sub-Saharan Africa (SDG),,1986,49.68
1477,Sub-Saharan Africa (SDG),,1987,50.35
1478,Sub-Saharan Africa (SDG),,1988,50.89
1479,Sub-Saharan Africa (SDG),,1989,51.44
1480,Sub-Saharan Africa (SDG),,1990,52.11
1481,Sub-Saharan Africa (SDG),,1991,52.48
1482,Sub-Saharan Africa (SDG),,1992,52.97
1483,Sub-Saharan Africa (SDG),,1993,53.58
1484,Sub-Saharan Africa (SDG),,1994,54.23
1485,Sub-Saharan Africa (SDG),,1995,54.65
1486,Sub-Saharan Africa (SDG),,1996,55.25
1487,Sub-Saharan Africa (SDG),,1997,56.03
1488,Sub-Saharan Africa (SDG),,1998,56.68
1489,Sub-Saharan Africa (SDG),,1999,57.54
1490,Sub-Saharan Africa (SDG),,2000,56.33
1491,Sub-Saharan Africa (SDG),,2001,57.09
1492,Sub-Saharan Africa (SDG),,2002,57.78
1493,Sub-Saharan Africa (SDG),,2003,58.29
1494,Sub-Saharan Africa (SDG),,2004,58.96
1495,Sub-Saharan Africa (SDG),,2005,58.58
1496,Sub-Saharan Africa (SDG),,2006,58.27
1497,Sub-Saharan Africa (SDG),,2007,58.03
1498,Sub-Saharan Africa (SDG),,2008,58.35
1499,Sub-Saharan Africa (SDG),,2009,58.81
1500,Sub-Saharan Africa (SDG),,2010,59.48
1501,Sub-Saharan Africa (SDG),,2011,61.2
1502,Sub-Saharan Africa (SDG),,2012,62.45
1503,Sub-Saharan Africa (SDG),,2013,63.34
1504,Sub-Saharan Africa (SDG),,2014,63.88
1505,Sub-Saharan Africa (SDG),,2015,64.47
1506,Sub-Saharan Africa (SDG),,2016,65.09
1507,Sub-Saharan Africa (SDG),,2017,65.44
1508,Sub-Saharan Africa (SDG),,2018,67.36
1509,Sub-Saharan Africa (SDG),,2019,67.99
1510,Sub-Saharan Africa (SDG),,2020,68.16
1511,Sub-Saharan Africa (SDG),,2021,68.11
1512,Sub-Saharan Africa (SDG),,2022,68.44
1513,Sub-Saharan Africa (SDG),,2023,68.73
1514,Sub-Saharan Africa (SDG),,2024,68.98
1515,Sub-Saharan Africa (WB),WB_SSA,1985,49.66
1516,Sub-Saharan Africa (WB),WB_SSA,1986,49.99
1517,Sub-Saharan Africa (WB),WB_SSA,1987,50.63
1518,Sub-Saharan Africa (WB),WB_SSA,1988,51.14
1519,Sub-Saharan Africa (WB),WB_SSA,1989,51.68
1520,Sub-Saharan Africa (WB),WB_SSA,1990,52.32
1521,Sub-Saharan Africa (WB),WB_SSA,1991,52.67
1522,Sub-Saharan Africa (WB),WB_SSA,1992,53.14
1523,Sub-Saharan Africa (WB),WB_SSA,1993,53.72
1524,Sub-Saharan Africa (WB),WB_SSA,1994,54.34
1525,Sub-Saharan Africa (WB),WB_SSA,1995,54.74
1526,Sub-Saharan Africa (WB),WB_SSA,1996,55.37
1527,Sub-Saharan Africa (WB),WB_SSA,1997,56.16
1528,Sub-Saharan Africa (WB),WB_SSA,1998,56.83
1529,Sub-Saharan Africa (WB),WB_SSA,1999,57.7
1530,Sub-Saharan Africa (WB),WB_SSA,2000,56.57
1531,Sub-Saharan Africa (WB),WB_SSA,2001,57.34
1532,Sub-Saharan Africa (WB),WB_SSA,2002,58.05
1533,Sub-Saharan Africa (WB),WB_SSA,2003,58.58
1534,Sub-Saharan Africa (WB),WB_SSA,2004,59.26
1535,Sub-Saharan Africa (WB),WB_SSA,2005,58.94
1536,Sub-Saharan Africa (WB),WB_SSA,2006,58.03
1537,Sub-Saharan Africa (WB),WB_SSA,2007,57.83
1538,Sub-Saharan Africa (WB),WB_SSA,2008,58.17
1539,Sub-Saharan Africa (WB),WB_SSA,2009,58.65
1540,Sub-Saharan Africa (WB),WB_SSA,2010,59.32
1541,Sub-Saharan Africa (WB),WB_SSA,2011,61.01
1542,Sub-Saharan Africa (WB),WB_SSA,2012,62.24
1543,Sub-Saharan Africa (WB),WB_SSA,2013,63.12
1544,Sub-Saharan Africa (WB),WB_SSA,2014,63.67
1545,Sub-Saharan Africa (WB),WB_SSA,2015,64.26
1546,Sub-Saharan Africa (WB),WB_SSA,2016,64.89
1547,Sub-Saharan Africa (WB),WB_SSA,2017,65.25
1548,Sub-Saharan Africa (WB),WB_SSA,2018,67.13
1549,Sub-Saharan Africa (WB),WB_SSA,2019,67.73
1550,Sub-Saharan Africa (WB),WB_SSA,2020,67.89
1551,Sub-Saharan Africa (WB),WB_SSA,2021,67.84
1552,Sub-Saharan Africa (WB),WB_SSA,2022,68.15
1553,Sub-Saharan Africa (WB),WB_SSA,2023,68.44
1554,Sub-Saharan Africa (WB),WB_SSA,2024,68.69
1555,Sudan,SDN,2000,61.35
1556,Sudan,SDN,2008,53.52
1557,Suriname,SUR,2004,89.6
1558,Suriname,SUR,2008,94.62
1559,Suriname,SUR,2010,94.68
1560,Suriname,SUR,2012,92.87
1561,Syria,SYR,1981,55.65
1562,Syria,SYR,2002,82.89
1563,Syria,SYR,2004,80.84
1564,Syria,SYR,2021,94.42
1565,Tajikistan,TJK,1989,97.69
1566,Tajikistan,TJK,2000,99.45
1567,Tajikistan,TJK,2003,97.350235
1568,Tajikistan,TJK,2007,98.029305
1569,Tajikistan,TJK,2009,99.72987
1570,Tanzania,TZA,1988,59.11
1571,Tanzania,TZA,2002,69.43
1572,Tanzania,TZA,2012,78.1
1573,Tanzania,TZA,2014,79.89494
1574,Tanzania,TZA,2015,77.89
1575,Tanzania,TZA,2020,82.2361
1576,Tanzania,TZA,2022,78.21
1577,Thailand,THA,1980,87.98
1578,Thailand,THA,2000,92.65
1579,Thailand,THA,2005,93.51
1580,Thailand,THA,2010,96.43
1581,Thailand,THA,2013,93.7
1582,Thailand,THA,2015,92.87
1583,Thailand,THA,2016,91.98
1584,Thailand,THA,2018,93.77
1585,Thailand,THA,2019,91.27
1586,Thailand,THA,2022,91.1
1587,Togo,TGO,2000,53.18
1588,Togo,TGO,2006,56.89
1589,Togo,TGO,2009,57.09
1590,Togo,TGO,2010,57.2
1591,Togo,TGO,2011,60.41
1592,Togo,TGO,2015,63.75
1593,Togo,TGO,2017,60.9537
1594,Togo,TGO,2019,66.54
1595,Togo,TGO,2022,72.6
1596,Tokelau,TKL,2022,100.0
1597,Tonga,TON,1976,99.59
1598,Tonga,TON,1996,98.91
1599,Tonga,TON,2006,99.02
1600,Tonga,TON,2011,99.39
1601,Tonga,TON,2016,97.15
1602,Tonga,TON,2019,91.05
1603,Tonga,TON,2023,99.48
1604,Trinidad and Tobago,TTO,1980,94.97
1605,Trinidad and Tobago,TTO,1990,96.94
1606,Tunisia,TUN,1984,48.19
1607,Tunisia,TUN,2004,74.3
1608,Tunisia,TUN,2007,77.19
1609,Tunisia,TUN,2008,77.71
1610,Tunisia,TUN,2010,79.13
1611,Tunisia,TUN,2011,79.65
1612,Tunisia,TUN,2012,80.22
1613,Tunisia,TUN,2014,79.04
1614,Tunisia,TUN,2018,79.48
1615,Tunisia,TUN,2019,80.55
1616,Tunisia,TUN,2021,83.68
1617,Tunisia,TUN,2023,86.25
1618,Turkey,TUR,1975,61.63
1619,Turkey,TUR,1980,65.69
1620,Turkey,TUR,1985,75.97
1621,Turkey,TUR,1990,79.23
1622,Turkey,TUR,2004,87.37
1623,Turkey,TUR,2005,88.23
1624,Turkey,TUR,2006,88.12
1625,Turkey,TUR,2007,88.66
1626,Turkey,TUR,2009,90.82
1627,Turkey,TUR,2010,92.66
1628,Turkey,TUR,2011,94.11
1629,Turkey,TUR,2012,94.92
1630,Turkey,TUR,2013,95.26
1631,Turkey,TUR,2014,95.44
1632,Turkey,TUR,2015,95.6
1633,Turkey,TUR,2016,95.86
1634,Turkey,TUR,2017,96.15
1635,Turkey,TUR,2019,96.74
1636,Turkey,TUR,2021,97.26
1637,Turkmenistan,TKM,1995,98.78
1638,Turkmenistan,TKM,2022,99.9
1639,Tuvalu,TUV,2022,100.0
1640,Uganda,UGA,1991,56.11
1641,Uganda,UGA,2002,68.14
1642,Uganda,UGA,2006,71.37
1643,Uganda,UGA,2010,73.21
1644,Uganda,UGA,2012,70.2
1645,Uganda,UGA,2014,68.51
1646,Uganda,UGA,2016,69.1
1647,Uganda,UGA,2021,79.04765
1648,Uganda,UGA,2023,80.51
1649,Uganda,UGA,2024,77.04
1650,Ukraine,UKR,2001,99.43
1651,United Arab Emirates,ARE,1975,53.51
1652,United Arab Emirates,ARE,1985,71.24
1653,United Arab Emirates,ARE,2005,90.03
1654,United Arab Emirates,ARE,2019,97.78
1655,United Arab Emirates,ARE,2021,98.13
1656,United Arab Emirates,ARE,2022,98.29
1657,United Arab Emirates,ARE,2023,98.06
1658,United Arab Emirates,ARE,2024,98.81
1659,Upper-middle-income countries,OWID_UMC,1974,66.46
1660,Upper-middle-income countries,OWID_UMC,1975,66.52
1661,Upper-middle-income countries,OWID_UMC,1976,66.77
1662,Upper-middle-income countries,OWID_UMC,1977,67.03
1663,Upper-middle-income countries,OWID_UMC,1978,68.03
1664,Upper-middle-income countries,OWID_UMC,1979,69.11
1665,Upper-middle-income countries,OWID_UMC,1980,70.09
1666,Upper-middle-income countries,OWID_UMC,1981,71.05
1667,Upper-middle-income countries,OWID_UMC,1982,71.95
1668,Upper-middle-income countries,OWID_UMC,1983,72.86
1669,Upper-middle-income countries,OWID_UMC,1984,73.93
1670,Upper-middle-income countries,OWID_UMC,1985,74.81
1671,Upper-middle-income countries,OWID_UMC,1986,75.66
1672,Upper-middle-income countries,OWID_UMC,1987,76.53
1673,Upper-middle-income countries,OWID_UMC,1988,79.75
1674,Upper-middle-income countries,OWID_UMC,1989,80.37
1675,Upper-middle-income countries,OWID_UMC,1990,81.08
1676,Upper-middle-income countries,OWID_UMC,1991,81.63
1677,Upper-middle-income countries,OWID_UMC,1992,82.2
1678,Upper-middle-income countries,OWID_UMC,1993,82.74
1679,Upper-middle-income countries,OWID_UMC,1994,83.26
1680,Upper-middle-income countries,OWID_UMC,1995,83.83
1681,Upper-middle-income countries,OWID_UMC,1996,84.32
1682,Upper-middle-income countries,OWID_UMC,1997,88.61
1683,Upper-middle-income countries,OWID_UMC,1998,89.02
1684,Upper-middle-income countries,OWID_UMC,1999,89.38
1685,Upper-middle-income countries,OWID_UMC,2000,89.79
1686,Upper-middle-income countries,OWID_UMC,2001,90.12
1687,Upper-middle-income countries,OWID_UMC,2002,90.47
1688,Upper-middle-income countries,OWID_UMC,2003,90.93
1689,Upper-middle-income countries,OWID_UMC,2004,91.28
1690,Upper-middle-income countries,OWID_UMC,2005,91.54
1691,Upper-middle-income countries,OWID_UMC,2006,91.84
1692,Upper-middle-income countries,OWID_UMC,2007,92.85
1693,Upper-middle-income countries,OWID_UMC,2008,93.28
1694,Upper-middle-income countries,OWID_UMC,2009,93.66
1695,Upper-middle-income countries,OWID_UMC,2010,93.77
1696,Upper-middle-income countries,OWID_UMC,2011,93.99
1697,Upper-middle-income countries,OWID_UMC,2012,94.27
1698,Upper-middle-income countries,OWID_UMC,2013,94.37
1699,Upper-middle-income countries,OWID_UMC,2014,94.75
1700,Upper-middle-income countries,OWID_UMC,2015,94.89
1701,Upper-middle-income countries,OWID_UMC,2016,95.12
1702,Upper-middle-income countries,OWID_UMC,2017,95.16
1703,Upper-middle-income countries,OWID_UMC,2018,95.32
1704,Upper-middle-income countries,OWID_UMC,2019,95.62
1705,Upper-middle-income countries,OWID_UMC,2020,95.73
1706,Upper-middle-income countries,OWID_UMC,2021,95.76
1707,Upper-middle-income countries,OWID_UMC,2022,95.91
1708,Upper-middle-income countries,OWID_UMC,2023,96.04
1709,Upper-middle-income countries,OWID_UMC,2024,96.17
1710,Uruguay,URY,1975,93.86
1711,Uruguay,URY,1985,95.38
1712,Uruguay,URY,1996,96.78
1713,Uruguay,URY,2006,97.79
1714,Uruguay,URY,2007,97.86
1715,Uruguay,URY,2008,98.16
1716,Uruguay,URY,2009,98.26
1717,Uruguay,URY,2010,98.07
1718,Uruguay,URY,2011,98.34
1719,Uruguay,URY,2012,98.4
1720,Uruguay,URY,2013,98.36
1721,Uruguay,URY,2014,98.44
1722,Uruguay,URY,2015,98.52
1723,Uruguay,URY,2016,98.56
1724,Uruguay,URY,2017,98.62
1725,Uruguay,URY,2018,98.7
1726,Uruguay,URY,2019,98.77
1727,Uruguay,URY,2020,98.95962
1728,Uruguay,URY,2022,98.85
1729,Uruguay,URY,2023,98.82549
1730,Uruguay,URY,2024,98.91
1731,Uzbekistan,UZB,2000,98.64
1732,Uzbekistan,UZB,2013,99.99
1733,Uzbekistan,UZB,2014,99.98
1734,Uzbekistan,UZB,2015,99.98
1735,Uzbekistan,UZB,2016,99.99
1736,Uzbekistan,UZB,2018,99.99
1737,Uzbekistan,UZB,2019,100.0
1738,Uzbekistan,UZB,2021,100.0
1739,Uzbekistan,UZB,2022,100.0
1740,Vanuatu,VUT,1979,52.87
1741,Vanuatu,VUT,1999,74.0
1742,Vanuatu,VUT,2019,92.47445
1743,Vanuatu,VUT,2020,89.7931
1744,Vanuatu,VUT,2023,87.96
1745,Venezuela,VEN,1981,84.73
1746,Venezuela,VEN,1990,89.83
1747,Venezuela,VEN,2001,92.98
1748,Venezuela,VEN,2005,94.370705
1749,Venezuela,VEN,2006,94.66207
1750,Venezuela,VEN,2007,95.15
1751,Venezuela,VEN,2008,95.3117
1752,Venezuela,VEN,2009,95.51
1753,Venezuela,VEN,2010,95.39242
1754,Venezuela,VEN,2011,94.77
1755,Venezuela,VEN,2012,95.98719
1756,Venezuela,VEN,2015,96.61
1757,Venezuela,VEN,2016,97.13
1758,Venezuela,VEN,2017,97.183716
1759,Vietnam,VNM,1979,83.83
1760,Vietnam,VNM,1989,87.6
1761,Vietnam,VNM,1999,90.28
1762,Vietnam,VNM,2000,90.16
1763,Vietnam,VNM,2009,93.52
1764,Vietnam,VNM,2019,95.75
1765,Vietnam,VNM,2022,96.13
1766,Wallis and Futuna,WLF,2018,99.320526
1767,Wallis and Futuna,WLF,2019,99.313416
1768,Wallis and Futuna,WLF,2020,96.55
1769,Wallis and Futuna,WLF,2023,99.43576
1770,World,OWID_WRL,1975,65.42
1771,World,OWID_WRL,1976,65.57
1772,World,OWID_WRL,1977,65.88
1773,World,OWID_WRL,1978,66.5
1774,World,OWID_WRL,1979,67.15
1775,World,OWID_WRL,1980,67.76
1776,World,OWID_WRL,1981,68.35
1777,World,OWID_WRL,1982,68.93
1778,World,OWID_WRL,1983,69.49
1779,World,OWID_WRL,1984,70.15
1780,World,OWID_WRL,1985,70.73
1781,World,OWID_WRL,1986,71.27
1782,World,OWID_WRL,1987,71.94
1783,World,OWID_WRL,1988,73.55
1784,World,OWID_WRL,1989,74.07
1785,World,OWID_WRL,1990,74.63
1786,World,OWID_WRL,1991,75.06
1787,World,OWID_WRL,1992,75.51
1788,World,OWID_WRL,1993,75.97
1789,World,OWID_WRL,1994,76.42
1790,World,OWID_WRL,1995,76.87
1791,World,OWID_WRL,1996,77.3
1792,World,OWID_WRL,1997,79.3
1793,World,OWID_WRL,1998,80.52
1794,World,OWID_WRL,1999,80.9
1795,World,OWID_WRL,2000,81.12
1796,World,OWID_WRL,2001,81.37
1797,World,OWID_WRL,2002,81.74
1798,World,OWID_WRL,2003,82.22
1799,World,OWID_WRL,2004,82.56
1800,World,OWID_WRL,2005,82.57
1801,World,OWID_WRL,2006,82.53
1802,World,OWID_WRL,2007,83.12
1803,World,OWID_WRL,2008,83.48
1804,World,OWID_WRL,2009,83.8
1805,World,OWID_WRL,2010,84.37
1806,World,OWID_WRL,2011,84.71
1807,World,OWID_WRL,2012,84.91
1808,World,OWID_WRL,2013,85.21
1809,World,OWID_WRL,2014,85.56
1810,World,OWID_WRL,2015,85.96
1811,World,OWID_WRL,2016,86.28
1812,World,OWID_WRL,2017,86.47
1813,World,OWID_WRL,2018,86.76
1814,World,OWID_WRL,2019,86.79
1815,World,OWID_WRL,2020,86.98
1816,World,OWID_WRL,2021,87.17
1817,World,OWID_WRL,2022,87.39
1818,World,OWID_WRL,2023,87.58
1819,World,OWID_WRL,2024,87.74
1820,Yemen,YEM,1994,37.09
1821,Zambia,ZMB,1990,65.0
1822,Zambia,ZMB,1999,68.0
1823,Zambia,ZMB,2002,69.15
1824,Zambia,ZMB,2010,83.14
1825,Zambia,ZMB,2018,71.13
1826,Zambia,ZMB,2020,81.753006
1827,Zambia,ZMB,2021,79.94946
1828,Zambia,ZMB,2022,79.984146
1829,Zambia,ZMB,2024,71.77
1830,Zimbabwe,ZWE,1982,77.79
1831,Zimbabwe,ZWE,1992,83.51
1832,Zimbabwe,ZWE,2019,93.23
