,entity,code,year,adult_literacy_rate,youth_literacy_rate_male,youth_literacy_rate_female,owid_region
607,India,IND,2021,76.05966,97.07471,94.60402,Asia
608,India,IND,2022,76.32,97.44,95.54,Asia
609,India,IND,2023,81.7,97.93,96.07,Asia
612,Indonesia,IDN,1990,81.52,97.4,95.07,Asia
613,Indonesia,IDN,2004,90.38,98.87,98.54,Asia
614,Indonesia,IDN,2006,91.98,97.03,96.27,Asia
615,Indonesia,IDN,2008,92.19,99.54,99.38,Asia
616,Indonesia,IDN,2009,92.58,99.55,99.4,Asia
617,Indonesia,IDN,2010,92.32,98.5,98.62,Asia
618,Indonesia,IDN,2011,92.81,98.8,98.75,Asia
619,Indonesia,IDN,2014,95.12,99.68,99.68,Asia
620,Indonesia,IDN,2015,95.22,99.7,99.64,Asia
621,Indonesia,IDN,2016,95.38,99.68,99.65,Asia
622,Indonesia,IDN,2018,95.66,99.72,99.7,Asia
623,Indonesia,IDN,2020,96.0,99.78,99.78,Asia
626,Iran,IRN,1991,65.53,92.44,81.2,Asia
627,Iran,IRN,1996,73.06,95.52,90.56,Asia
628,Iran,IRN,2005,82.44,98.11,96.74,Asia
629,Iran,IRN,2006,82.33,97.15,96.13,Asia
630,Iran,IRN,2008,82.96,98.26,97.47,Asia
631,Iran,IRN,2009,83.22224,98.1177,97.11642,Asia
632,Iran,IRN,2010,83.664665,98.20187,97.367546,Asia
633,Iran,IRN,2011,83.52,97.04,96.35,Asia
634,Iran,IRN,2012,83.63,98.33,97.66,Asia
635,Iran,IRN,2013,84.63,98.11,97.44,Asia
636,Iran,IRN,2014,84.71,98.19,97.68,Asia
637,Iran,IRN,2015,85.28343,98.13304,97.6524,Asia
638,Iran,IRN,2016,85.54,98.27,97.93,Asia
639,Iran,IRN,2017,85.94679,98.24561,98.08512,Asia
640,Iran,IRN,2018,86.868835,98.29356,98.11491,Asia
641,Iran,IRN,2019,87.37883,98.541725,98.39039,Asia
642,Iran,IRN,2020,87.902824,98.564964,98.31657,Asia
643,Iran,IRN,2021,88.4556,98.68678,98.48548,Asia
644,Iran,IRN,2022,88.59423,98.59341,98.70787,Asia
645,Iran,IRN,2023,88.91682,98.851654,98.6179,Asia
646,Iraq,IRQ,2000,74.05,88.91,80.49,Asia
647,Iraq,IRQ,2012,77.2,87.3,79.4,Asia
648,Iraq,IRQ,2014,82.2,91.9,85.5,Asia
649,Iraq,IRQ,2016,83.3,93.4,88.3,Asia
650,Iraq,IRQ,2017,85.6,94.9,92.1,Asia
651,Iraq,IRQ,2021,84.064896,93.799,90.88234,Asia
654,Italy,ITA,2001,98.42,99.8,99.82,Europe
655,Italy,ITA,2011,98.85,99.85,99.87,Europe
656,Italy,ITA,2019,99.35,99.83,99.93,Europe
657,Jamaica,JAM,1999,79.92,87.31,96.3,North America
659,Jordan,JOR,2003,89.89,99.33,98.91,Asia
660,Jordan,JOR,2005,91.13,98.93,99.02,Asia
661,Jordan,JOR,2007,92.2,98.95,98.95,Asia
662,Jordan,JOR,2010,92.55,98.76,98.77,Asia
663,Jordan,JOR,2011,95.9,99.05,99.25,Asia
664,Jordan,JOR,2012,97.89,99.0,99.2,Asia
665,Jordan,JOR,2018,95.43,97.42,95.9,Asia
666,Jordan,JOR,2023,94.85,99.05,99.41,Asia
669,Kazakhstan,KAZ,1999,99.51,99.82,99.87,Asia
670,Kazakhstan,KAZ,2009,99.73,99.8,99.87,Asia
671,Kenya,KEN,2000,82.23,93.31,91.94,Africa
672,Kiribati,KIR,2018,97.96,95.83,98.5,Oceania
676,Kuwait,KWT,1995,78.4,93.8,90.18,Asia
677,Kuwait,KWT,2005,93.27,99.69,99.79,Asia
678,Kuwait,KWT,2006,93.28,98.52,98.5,Asia
679,Kuwait,KWT,2007,93.66,98.4,98.51,Asia
680,Kuwait,KWT,2008,93.9,98.57,98.74,Asia
681,Kuwait,KWT,2010,94.47,99.06,98.72,Asia
682,Kuwait,KWT,2012,95.51,98.74,98.84,Asia
683,Kuwait,KWT,2013,95.59,99.25,99.04,Asia
684,Kuwait,KWT,2015,95.69,99.15,99.4,Asia
685,Kuwait,KWT,2017,96.04,99.06,99.5,Asia
686,Kuwait,KWT,2018,96.06,98.78,99.5,Asia
687,Kuwait,KWT,2020,96.46,99.1,99.58,Asia
688,Kyrgyzstan,KGZ,1999,98.7,99.65,99.74,Asia
689,Kyrgyzstan,KGZ,2009,99.24,99.7,99.8,Asia
690,Laos,LAO,1995,60.25,78.82,64.05,Asia
691,Laos,LAO,2000,69.58,88.06,73.56,Asia
692,Laos,LAO,2001,68.73,82.6,74.68,Asia
693,Laos,LAO,2005,72.7,89.19,78.74,Asia
694,Laos,LAO,2015,84.66,94.4,90.5,Asia
695,Laos,LAO,2017,73.72,91.2,84.47,Asia
696,Laos,LAO,2023,75.64,92.2,88.54,Asia
713,Latin America and Caribbean (WB),WB_LAC,1990,83.97,89.34,92.2,unknown
714,Latin America and Caribbean (WB),WB_LAC,1991,84.65,90.13,92.7,unknown
715,Latin America and Caribbean (WB),WB_LAC,1992,85.32,90.93,93.19,unknown
716,Latin America and Caribbean (WB),WB_LAC,1993,85.98,91.73,93.64,unknown
717,Latin America and Caribbean (WB),WB_LAC,1994,86.62,92.52,94.09,unknown
718,Latin America and Caribbean (WB),WB_LAC,1995,87.26,93.31,94.52,unknown
719,Latin America and Caribbean (WB),WB_LAC,1996,87.65,93.65,94.82,unknown
720,Latin America and Caribbean (WB),WB_LAC,1997,87.93,93.84,94.88,unknown
721,Latin America and Caribbean (WB),WB_LAC,1998,88.29,94.11,95.1,unknown
722,Latin America and Caribbean (WB),WB_LAC,1999,88.62,94.31,95.33,unknown
723,Latin America and Caribbean (WB),WB_LAC,2000,88.92,94.51,95.54,unknown
724,Latin America and Caribbean (WB),WB_LAC,2001,89.11,94.69,95.69,unknown
725,Latin America and Caribbean (WB),WB_LAC,2002,89.4,95.15,96.02,unknown
726,Latin America and Caribbean (WB),WB_LAC,2003,90.1,95.99,96.68,unknown
727,Latin America and Caribbean (WB),WB_LAC,2004,90.38,96.05,96.86,unknown
728,Latin America and Caribbean (WB),WB_LAC,2005,90.36,96.24,97.04,unknown
729,Latin America and Caribbean (WB),WB_LAC,2006,90.57,96.47,97.02,unknown
730,Latin America and Caribbean (WB),WB_LAC,2007,91.41,96.69,97.21,unknown
731,Latin America and Caribbean (WB),WB_LAC,2008,91.71,96.91,97.38,unknown
732,Latin America and Caribbean (WB),WB_LAC,2009,91.9,97.14,97.58,unknown
733,Latin America and Caribbean (WB),WB_LAC,2010,91.82,97.01,97.64,unknown
734,Latin America and Caribbean (WB),WB_LAC,2011,92.52,97.47,98.04,unknown
735,Latin America and Caribbean (WB),WB_LAC,2012,92.83,97.67,98.16,unknown
736,Latin America and Caribbean (WB),WB_LAC,2013,92.81,97.64,98.13,unknown
737,Latin America and Caribbean (WB),WB_LAC,2014,93.31,98.01,98.42,unknown
738,Latin America and Caribbean (WB),WB_LAC,2015,93.45,98.07,98.49,unknown
739,Latin America and Caribbean (WB),WB_LAC,2016,93.89,98.2,98.61,unknown
740,Latin America and Caribbean (WB),WB_LAC,2017,93.92,98.21,98.57,unknown
741,Latin America and Caribbean (WB),WB_LAC,2018,94.1,98.3,98.65,unknown
742,Latin America and Caribbean (WB),WB_LAC,2019,94.27,98.35,98.68,unknown
743,Latin America and Caribbean (WB),WB_LAC,2020,94.33,98.34,98.68,unknown
744,Latin America and Caribbean (WB),WB_LAC,2021,94.5,98.38,98.74,unknown
745,Latin America and Caribbean (WB),WB_LAC,2022,94.68,98.43,98.79,unknown
746,Latin America and Caribbean (WB),WB_LAC,2023,94.83,98.45,98.82,unknown
800,Latvia,LVA,2000,99.75,99.72,99.78,Europe
801,Latvia,LVA,2011,99.9,99.8,99.87,Europe
802,Lebanon,LBN,2007,89.61,98.4,99.08,Asia
803,Lebanon,LBN,2009,91.18,99.16,99.34,Asia
804,Lebanon,LBN,2018,92.67,97.89,95.61,Asia
805,Lebanon,LBN,2019,92.00997,97.921875,95.459206,Asia
806,Lesotho,LSO,2000,86.25,84.83,97.5,Africa
807,Lesotho,LSO,2006,66.1,66.24,84.98,Africa
808,Lesotho,LSO,2016,97.27,96.98,99.56,Africa
809,Lesotho,LSO,2018,86.24,92.35,98.27,Africa
810,Lesotho,LSO,2019,92.396164,95.54545,100.0,Africa
813,Liberia,LBR,2010,59.40303,86.36883,73.020676,Africa
816,Lithuania,LTU,2001,99.65,99.66,99.74,Europe
817,Lithuania,LTU,2011,99.82,99.85,99.87,Europe
820,Low-income countries,OWID_LIC,1990,47.42,67.1,49.4,unknown
821,Low-income countries,OWID_LIC,1991,47.7,66.56,49.15,unknown
822,Low-income countries,OWID_LIC,1992,47.82,65.88,48.72,unknown
823,Low-income countries,OWID_LIC,1993,48.08,65.58,48.84,unknown
824,Low-income countries,OWID_LIC,1994,48.34,65.32,48.99,unknown
825,Low-income countries,OWID_LIC,1995,48.82,65.57,49.41,unknown
826,Low-income countries,OWID_LIC,1996,49.16,65.26,49.76,unknown
827,Low-income countries,OWID_LIC,1997,49.77,65.15,50.29,unknown
828,Low-income countries,OWID_LIC,1998,50.44,65.41,50.87,unknown
829,Low-income countries,OWID_LIC,1999,51.01,65.59,51.37,unknown
830,Low-income countries,OWID_LIC,2000,51.43,65.36,52.02,unknown
831,Low-income countries,OWID_LIC,2001,52.07,65.59,52.92,unknown
832,Low-income countries,OWID_LIC,2002,52.72,69.65,53.2,unknown
833,Low-income countries,OWID_LIC,2003,53.14,69.71,54.08,unknown
834,Low-income countries,OWID_LIC,2004,53.61,70.32,54.79,unknown
835,Low-income countries,OWID_LIC,2005,54.02,70.53,55.39,unknown
836,Low-income countries,OWID_LIC,2006,52.17,69.78,53.24,unknown
837,Low-income countries,OWID_LIC,2007,53.39,70.85,55.43,unknown
838,Low-income countries,OWID_LIC,2008,54.25,71.94,56.85,unknown
839,Low-income countries,OWID_LIC,2009,54.77,72.61,57.87,unknown
840,Low-income countries,OWID_LIC,2010,55.27,72.84,59.02,unknown
841,Low-income countries,OWID_LIC,2011,57.49,74.78,62.94,unknown
842,Low-income countries,OWID_LIC,2012,57.98,75.6,63.88,unknown
843,Low-income countries,OWID_LIC,2013,58.9,76.41,65.42,unknown
844,Low-income countries,OWID_LIC,2014,59.03,76.3,65.6,unknown
845,Low-income countries,OWID_LIC,2015,59.7,76.63,66.74,unknown
846,Low-income countries,OWID_LIC,2016,60.36,76.77,67.93,unknown
847,Low-income countries,OWID_LIC,2017,61.42,77.34,69.31,unknown
848,Low-income countries,OWID_LIC,2018,61.72,77.3,69.14,unknown
849,Low-income countries,OWID_LIC,2019,61.74,77.08,69.54,unknown
850,Low-income countries,OWID_LIC,2020,61.88,77.15,69.9,unknown
851,Low-income countries,OWID_LIC,2021,62.33,77.44,70.66,unknown
852,Low-income countries,OWID_LIC,2022,62.77,77.67,71.37,unknown
853,Low-income countries,OWID_LIC,2023,63.21,77.91,72.06,unknown
870,Lower-middle-income countries,OWID_LMC,1990,52.42,73.69,55.59,unknown
871,Lower-middle-income countries,OWID_LMC,1991,53.18,74.32,57.0,unknown
872,Lower-middle-income countries,OWID_LMC,1992,54.1,75.39,58.31,unknown
873,Lower-middle-income countries,OWID_LMC,1993,55.0,76.38,59.36,unknown
874,Lower-middle-income countries,OWID_LMC,1994,55.87,77.03,60.88,unknown
875,Lower-middle-income countries,OWID_LMC,1995,56.69,77.55,62.25,unknown
876,Lower-middle-income countries,OWID_LMC,1996,57.52,78.18,63.63,unknown
877,Lower-middle-income countries,OWID_LMC,1997,58.35,78.72,64.86,unknown
878,Lower-middle-income countries,OWID_LMC,1998,61.85,81.53,66.72,unknown
879,Lower-middle-income countries,OWID_LMC,1999,62.64,82.14,68.27,unknown
880,Lower-middle-income countries,OWID_LMC,2000,62.87,82.29,68.59,unknown
881,Lower-middle-income countries,OWID_LMC,2001,63.61,82.68,69.94,unknown
882,Lower-middle-income countries,OWID_LMC,2002,64.35,83.08,71.25,unknown
883,Lower-middle-income countries,OWID_LMC,2003,65.4,84.07,72.23,unknown
884,Lower-middle-income countries,OWID_LMC,2004,66.11,84.4,73.51,unknown
885,Lower-middle-income countries,OWID_LMC,2005,65.9,85.34,73.55,unknown
886,Lower-middle-income countries,OWID_LMC,2006,65.86,84.47,74.43,unknown
887,Lower-middle-income countries,OWID_LMC,2007,66.37,84.68,75.4,unknown
888,Lower-middle-income countries,OWID_LMC,2008,67.03,85.18,76.48,unknown
889,Lower-middle-income countries,OWID_LMC,2009,67.71,85.51,77.5,unknown
890,Lower-middle-income countries,OWID_LMC,2010,69.59,86.81,78.73,unknown
891,Lower-middle-income countries,OWID_LMC,2011,70.29,87.08,79.83,unknown
892,Lower-middle-income countries,OWID_LMC,2012,70.72,87.71,80.98,unknown
893,Lower-middle-income countries,OWID_LMC,2013,71.6,88.67,82.53,unknown
894,Lower-middle-income countries,OWID_LMC,2014,72.23,88.98,83.58,unknown
895,Lower-middle-income countries,OWID_LMC,2015,73.31,89.55,84.72,unknown
896,Lower-middle-income countries,OWID_LMC,2016,74.07,89.93,85.55,unknown
897,Lower-middle-income countries,OWID_LMC,2017,74.61,90.32,86.11,unknown
898,Lower-middle-income countries,OWID_LMC,2018,75.44,90.65,86.68,unknown
899,Lower-middle-income countries,OWID_LMC,2019,75.41,92.49,88.35,unknown
900,Lower-middle-income countries,OWID_LMC,2020,76.04,92.72,88.86,unknown
901,Lower-middle-income countries,OWID_LMC,2021,76.65,92.93,89.32,unknown
902,Lower-middle-income countries,OWID_LMC,2022,77.26,93.02,89.67,unknown
903,Lower-middle-income countries,OWID_LMC,2023,77.78,93.2,90.08,unknown
906,Macao,MAC,2001,91.3,99.43,99.81,Asia
907,Macao,MAC,2006,93.5,99.59,99.7,Asia
908,Macao,MAC,2011,95.64,99.65,99.69,Asia
909,Macao,MAC,2016,96.54,99.73,99.87,Asia
910,Madagascar,MDG,2000,70.69,72.65,68.19,Africa
911,Madagascar,MDG,2012,71.57,78.41,75.3,Africa
912,Madagascar,MDG,2018,76.68,80.58,79.18,Africa
913,Madagascar,MDG,2021,74.69,82.53,82.24,Africa
915,Malawi,MWI,1998,64.13,82.09,70.7,Africa
916,Malawi,MWI,2017,72.826675,86.52268,84.46849,Africa
917,Malawi,MWI,2018,76.72,88.25,87.07,Africa
918,Malawi,MWI,2020,70.15,81.3,80.14,Africa
920,Malaysia,MYS,1991,82.92,95.91,95.22,Asia
921,Malaysia,MYS,2000,88.69,97.21,97.27,Asia
922,Malaysia,MYS,2010,93.12,98.38,98.46,Asia
923,Malaysia,MYS,2016,94.88,97.39,97.86,Asia
924,Malaysia,MYS,2017,95.08,97.12,97.44,Asia
925,Malaysia,MYS,2018,94.85,96.7,97.02,Asia
926,Malaysia,MYS,2019,94.97,96.6,96.98,Asia
927,Malaysia,MYS,2022,95.77,99.26,98.28,Asia
930,Maldives,MDV,1990,96.02,98.08,98.32,Asia
931,Maldives,MDV,1995,96.33,98.03,98.3,Asia
932,Maldives,MDV,2000,96.33,98.03,98.3,Asia
933,Maldives,MDV,2006,98.4,99.24,99.36,Asia
934,Maldives,MDV,2014,98.61,99.08,99.44,Asia
935,Maldives,MDV,2016,97.73,98.39,99.09,Asia
936,Maldives,MDV,2017,94.51,97.31,99.67,Asia
937,Maldives,MDV,2019,98.21,98.62,98.87,Asia
939,Mali,MLI,1998,19.04,32.25,16.86,Africa
940,Mali,MLI,2006,26.18,47.38,30.8,Africa
941,Mali,MLI,2010,31.1,56.37,33.95,Africa
942,Mali,MLI,2011,30.62,56.32,29.7,Africa
943,Mali,MLI,2015,33.07,60.53,39.21,Africa
944,Mali,MLI,2018,35.47,57.83,43.4,Africa
947,Malta,MLT,1995,87.87,94.37,97.81,Europe
948,Malta,MLT,2005,92.36,97.46,99.11,Europe
949,Malta,MLT,2011,93.31,98.4,99.39,Europe
950,Marshall Islands,MHL,2011,98.27,98.17,98.76,Oceania
951,Marshall Islands,MHL,2019,98.18,99.01,97.22,Oceania
952,Marshall Islands,MHL,2021,95.76293,95.4913,97.28088,Oceania
954,Mauritania,MRT,2000,51.21,67.73,55.48,Africa
955,Mauritania,MRT,2013,62.07,74.22,68.05,Africa
956,Mauritania,MRT,2015,65.11,86.73,75.7,Africa
957,Mauritania,MRT,2020,59.53,75.26,66.98,Africa
958,Mauritius,MUS,1990,79.87,90.7,91.71,Africa
959,Mauritius,MUS,2000,84.3,93.72,95.36,Africa
960,Mauritius,MUS,2011,89.25,97.69,98.58,Africa
961,Mauritius,MUS,2021,92.98002,100.0,100.0,Africa
962,Mauritius,MUS,2023,94.28778,99.81589,100.0,Africa
964,Mexico,MEX,1990,87.56,95.96,94.9,North America
965,Mexico,MEX,2000,90.54,96.75,96.48,North America
966,Mexico,MEX,2002,90.27,97.94,97.27,North America
967,Mexico,MEX,2004,90.95,97.52,97.61,North America
968,Mexico,MEX,2005,91.63,97.64,97.63,North America
969,Mexico,MEX,2006,91.73,98.11,97.69,North America
970,Mexico,MEX,2007,92.8,98.2,98.12,North America
971,Mexico,MEX,2008,92.93,98.41,98.36,North America
972,Mexico,MEX,2009,93.44,98.67,98.38,North America
973,Mexico,MEX,2010,93.07,98.38,98.49,North America
974,Mexico,MEX,2011,93.52,98.42,98.51,North America
975,Mexico,MEX,2012,94.23,98.72,99.03,North America
976,Mexico,MEX,2013,93.96,98.53,98.6,North America
977,Mexico,MEX,2014,94.56,98.92,99.08,North America
978,Mexico,MEX,2015,94.47,98.87,99.01,North America
979,Mexico,MEX,2016,94.86,99.03,99.21,North America
980,Mexico,MEX,2017,94.97,99.08,99.17,North America
981,Mexico,MEX,2018,95.38,99.25,99.39,North America
982,Mexico,MEX,2019,95.38894,99.13794,99.249664,North America
983,Mexico,MEX,2020,95.25,98.99,99.17,North America
984,Mexico,MEX,2021,95.689095,99.19609,99.31327,North America
985,Mexico,MEX,2022,95.12,98.74,99.17,North America
986,Mexico,MEX,2023,95.834694,99.061646,99.26538,North America
989,Moldova,MDA,2000,96.65,99.4,99.65,Europe
990,Moldova,MDA,2014,99.36,99.81,99.82,Europe
991,Mongolia,MNG,2000,97.77,97.0,98.43,Asia
992,Mongolia,MNG,2010,98.26,98.02,98.91,Asia
993,Mongolia,MNG,2018,96.9,99.64,99.42,Asia
994,Mongolia,MNG,2019,98.46,98.43,99.32,Asia
995,Mongolia,MNG,2020,99.18,98.93,99.23,Asia
996,Mongolia,MNG,2021,99.214355,99.798096,100.0,Asia
997,Mongolia,MNG,2022,98.73,99.62,99.77,Asia
998,Mongolia,MNG,2023,98.64,99.34,99.67,Asia
1001,Montenegro,MNE,1991,93.46,99.26,98.99,Europe
1002,Montenegro,MNE,2003,97.77,99.46,99.36,Europe
1003,Montenegro,MNE,2011,98.44,99.36,99.05,Europe
1004,Montenegro,MNE,2018,98.53,96.23,98.95,Europe
1006,Morocco,MAR,1994,41.59,71.38,46.0,Africa
1007,Morocco,MAR,2004,52.31,80.8,60.49,Africa
1008,Morocco,MAR,2008,55.15,85.81,69.9,Africa
1009,Morocco,MAR,2009,56.08,86.73,72.15,Africa
1010,Morocco,MAR,2011,67.08,88.83,74.03,Africa
1011,Morocco,MAR,2012,69.16,94.38,87.61,Africa
1012,Morocco,MAR,2014,64.26,92.97,85.28,Africa
1014,Mozambique,MOZ,1997,38.71,59.45,36.55,Africa
1015,Mozambique,MOZ,2003,48.16,74.36,50.04,Africa
1016,Mozambique,MOZ,2009,50.58,79.84,56.54,Africa
1017,Mozambique,MOZ,2015,56.04,79.07,62.67,Africa
1018,Mozambique,MOZ,2017,60.66,77.26,65.49,Africa
1019,Mozambique,MOZ,2020,59.78,76.46,64.51,Africa
1020,Mozambique,MOZ,2022,61.665344,78.37104,65.42436,Africa
1022,Myanmar,MMR,2000,89.94,95.79,93.47,Asia
1023,Myanmar,MMR,2014,90.36,95.37,94.47,Asia
1024,Myanmar,MMR,2016,84.78,91.16,89.65,Asia
1025,Myanmar,MMR,2018,95.814285,99.22583,99.10344,Asia
1026,Myanmar,MMR,2019,89.07,95.27,95.55,Asia
1027,Myanmar,MMR,2020,93.5274,96.28198,96.43574,Asia
1028,Namibia,NAM,1991,75.82,85.7,90.42,Africa
1029,Namibia,NAM,2001,84.94,91.15,93.63,Africa
1030,Namibia,NAM,2011,88.27,93.46,95.35,Africa
1031,Namibia,NAM,2016,88.1305,94.6365,94.8859,Africa
1032,Namibia,NAM,2018,88.28324,91.8393,93.76566,Africa
1033,Namibia,NAM,2023,87.64,90.79,93.48,Africa
1034,Nauru,NRU,2021,94.63379,88.4264,96.905014,Oceania
1036,Nepal,NPL,1991,32.98,68.23,32.67,Asia
1037,Nepal,NPL,2001,48.61,80.62,60.14,Asia
1038,Nepal,NPL,2008,55.560074,90.98288,75.824905,Asia
1039,Nepal,NPL,2011,59.63,89.88,80.21,Asia
1040,Nepal,NPL,2016,65.5,94.44,84.58,Asia
1041,Nepal,NPL,2017,66.865395,95.46287,90.89088,Asia
1042,Nepal,NPL,2019,68.71,96.81,92.07,Asia
1045,New Caledonia,NCL,1996,96.14,99.05,99.14,Oceania
1046,Nicaragua,NIC,2001,76.68,83.63,88.82,North America
1047,Nicaragua,NIC,2005,78.0,85.16,88.84,North America
1048,Nicaragua,NIC,2012,85.61057,93.8084,95.90167,North America
1049,Nicaragua,NIC,2014,87.32718,94.1,96.6,North America
1050,Niger,NER,2001,14.38,26.23,14.23,Africa
1051,Niger,NER,2005,28.67,52.45,23.2,Africa
1052,Niger,NER,2012,30.56,48.56,31.64,Africa
1053,Niger,NER,2014,29.043707,57.016834,36.482254,Africa
1054,Niger,NER,2018,33.05,56.89,36.37,Africa
1055,Niger,NER,2022,35.61,63.96,44.74,Africa
1056,Nigeria,NGA,1991,55.45,81.36,62.49,Africa
1057,Nigeria,NGA,2003,54.77,78.13,60.51,Africa
1058,Nigeria,NGA,2006,70.2,83.12,74.5,Africa
1059,Nigeria,NGA,2016,58.22,78.43,67.12,Africa
1060,Nigeria,NGA,2021,63.16,77.78,69.05,Africa
1062,Niue,NIU,2017,96.27151,100.0,100.0,Oceania
1063,Niue,NIU,2022,99.071495,100.0,100.0,Oceania
1064,North America (WB),WB_NA,2003,98.62,99.63,99.55,unknown
1065,North America (WB),WB_NA,2004,98.63,99.63,99.55,unknown
1066,North America (WB),WB_NA,2005,98.64,99.63,99.55,unknown
1067,North America (WB),WB_NA,2006,98.66,99.64,99.55,unknown
1068,North America (WB),WB_NA,2007,98.67,99.64,99.55,unknown
1069,North America (WB),WB_NA,2008,98.69,99.64,99.55,unknown
1070,North America (WB),WB_NA,2017,98.75,99.66,99.57,unknown
1071,North America (WB),WB_NA,2018,98.76,99.66,99.57,unknown
1072,North America (WB),WB_NA,2019,98.76,99.66,99.57,unknown
1073,North America (WB),WB_NA,2020,98.77,99.66,99.57,unknown
1074,North America (WB),WB_NA,2021,98.79,99.66,99.57,unknown
1075,North America (WB),WB_NA,2022,98.79,99.67,99.57,unknown
1076,North Korea,PRK,2008,100.0,100.0,100.0,Asia
1077,North Macedonia,MKD,1994,94.06,99.14,98.57,Europe
1078,North Macedonia,MKD,2002,96.13,98.99,98.49,Europe
1152,Oman,OMN,2003,66.1,66.24,84.98,Asia
1153,Oman,OMN,2008,86.62,97.63,97.62,Asia
1154,Oman,OMN,2010,86.94,97.41,98.17,Asia
1155,Oman,OMN,2015,93.04,99.43,98.75,Asia
1156,Oman,OMN,2017,95.58,98.46,98.96,Asia
1157,Oman,OMN,2018,95.65,98.36,98.98,Asia
1158,Oman,OMN,2020,96.9,99.68,99.68,Asia
1159,Oman,OMN,2022,97.34,99.65,99.68,Asia
1161,Pakistan,PAK,1998,42.7,67.15,43.11,Asia
1162,Pakistan,PAK,2005,49.87,76.65,53.09,Asia
1163,Pakistan,PAK,2006,54.15,79.1,58.37,Asia
1164,Pakistan,PAK,2007,52.14,75.24,56.78,Asia
1165,Pakistan,PAK,2008,55.53,79.42,61.25,Asia
1166,Pakistan,PAK,2009,54.89,79.14,61.46,Asia
1167,Pakistan,PAK,2010,55.38,79.5,62.3,Asia
1168,Pakistan,PAK,2011,54.74,78.04,63.14,Asia
1169,Pakistan,PAK,2012,56.76,80.29,64.47,Asia
1170,Pakistan,PAK,2013,55.59,79.4,63.44,Asia
1171,Pakistan,PAK,2014,56.98,79.77,65.55,Asia
1172,Pakistan,PAK,2017,59.13,81.26,67.54,Asia
1173,Pakistan,PAK,2018,57.01,79.78,64.35,Asia
1174,Pakistan,PAK,2019,58.0,79.73,65.19,Asia
1175,Pakistan,PAK,2021,58.86,79.46,66.52,Asia
1177,Palau,PLW,2013,99.5,99.77,99.83,Oceania
1178,Palau,PLW,2015,96.59,98.25,99.17,Oceania
1179,Palau,PLW,2020,99.84481,100.0,100.0,Oceania
1180,Palestine,PSE,1997,86.08,96.92,97.19,Asia
1181,Palestine,PSE,2004,92.48,99.02,98.88,Asia
1182,Palestine,PSE,2006,93.45,99.04,99.15,Asia
1183,Palestine,PSE,2007,93.76,99.14,98.99,Asia
1184,Palestine,PSE,2008,94.01,99.27,99.04,Asia
1185,Palestine,PSE,2009,94.43,99.23,99.23,Asia
1186,Palestine,PSE,2010,94.72,99.2,99.24,Asia
1187,Palestine,PSE,2011,95.03,99.26,99.36,Asia
1188,Palestine,PSE,2012,95.67,99.34,99.23,Asia
1189,Palestine,PSE,2013,96.05,99.42,99.27,Asia
1190,Palestine,PSE,2014,96.21,99.41,99.32,Asia
1191,Palestine,PSE,2015,96.48,99.41,99.27,Asia
1192,Palestine,PSE,2016,96.72,99.45,99.31,Asia
1193,Palestine,PSE,2017,96.92,99.26,99.37,Asia
1194,Palestine,PSE,2018,97.22,99.29,99.38,Asia
1195,Palestine,PSE,2019,97.38,99.37,99.3,Asia
1196,Palestine,PSE,2020,97.51,99.22,99.25,Asia
1197,Palestine,PSE,2021,97.684,99.4377,99.4489,Asia
1198,Palestine,PSE,2022,97.84,99.39,99.33,Asia
1201,Panama,PAN,1990,88.78,95.39,94.78,North America
1202,Panama,PAN,2000,91.9,96.53,95.62,North America
1203,Panama,PAN,2010,94.09,97.93,97.34,North America
1204,Panama,PAN,2018,95.41,99.31,98.87,North America
1205,Panama,PAN,2019,95.74,98.9,98.86,North America
1206,Panama,PAN,2021,96.21191,99.3,99.2,North America
1207,Panama,PAN,2023,96.089386,98.8,98.9,North America
1209,Papua New Guinea,PNG,2000,57.34,69.13,64.06,Oceania
1210,Papua New Guinea,PNG,2010,68.96891,85.0142,77.1492,Oceania
1211,Papua New Guinea,PNG,2017,70.06,87.26,78.09,Oceania
1212,Papua New Guinea,PNG,2022,87.00469,92.692955,91.10524,Oceania
1214,Paraguay,PRY,1992,90.27,95.86,95.36,South America
1215,Paraguay,PRY,2007,94.56,98.81,98.78,South America
1216,Paraguay,PRY,2008,93.29,97.69,98.23,South America
1217,Paraguay,PRY,2009,93.75,98.04,98.99,South America
1218,Paraguay,PRY,2010,93.87,98.5,98.73,South America
1219,Paraguay,PRY,2012,94.2,98.25,98.1,South America
1220,Paraguay,PRY,2013,95.06,98.6,99.2,South America
1221,Paraguay,PRY,2014,95.03,98.96,98.46,South America
1222,Paraguay,PRY,2015,95.55,98.35,98.97,South America
1223,Paraguay,PRY,2016,94.65,98.21,98.7,South America
1224,Paraguay,PRY,2018,94.02,97.73,98.87,South America
1225,Paraguay,PRY,2019,93.21,98.04,98.68,South America
1226,Paraguay,PRY,2020,94.54,98.63,98.66,South America
1229,Peru,PER,1993,87.15,96.99,93.79,South America
1230,Peru,PER,2004,87.67,97.8,95.66,South America
1231,Peru,PER,2005,87.91,97.92,96.29,South America
1232,Peru,PER,2006,88.7,98.51,96.96,South America
1233,Peru,PER,2007,89.59,98.01,96.71,South America
1234,Peru,PER,2012,93.84,98.72,98.68,South America
